,record,original,predict,top5,inTop5,correct,mmr
10,24,10.0,"[[ 0.08432734  7.        ]
 [ 0.08651814 16.        ]
 [ 0.08875853 17.        ]
 [ 0.09000462 18.        ]
 [ 0.09262753 19.        ]
 [ 0.09353766 20.        ]
 [ 0.09603034 21.        ]
 [ 0.11658758 24.        ]
 [ 0.13388479 34.        ]]",[ 7. 16. 17. 18. 19.],0,0,0.0
11,25,10.0,"[[ 0.07103205  5.        ]
 [ 0.07811184  7.        ]
 [ 0.07964477  9.        ]
 [ 0.08126947 11.        ]
 [ 0.08291033 12.        ]
 [ 0.08407339 16.        ]
 [ 0.08791108 18.        ]
 [ 0.08874834 19.        ]
 [ 0.09483831 20.        ]
 [ 0.10210297 21.        ]
 [ 0.10584152 23.        ]
 [ 0.11417961 24.        ]]",[ 5.  7.  9. 11. 12.],0,0,0.0
12,26,10.0,"[[ 0.06541356  5.        ]
 [ 0.07349133  9.        ]
 [ 0.07707226 10.        ]
 [ 0.08252394 11.        ]
 [ 0.08297287 16.        ]
 [ 0.09548935 17.        ]
 [ 0.1027834  19.        ]
 [ 0.1075993  20.        ]
 [ 0.10906986 23.        ]
 [ 0.11395075 24.        ]
 [ 0.12876427 34.        ]]",[ 5.  9. 10. 11. 16.],1,1,0.3333333333333333
13,27,0.0,"[[ 0.07959871  5.        ]
 [ 0.08535195  9.        ]
 [ 0.08578947 15.        ]
 [ 0.08935833 16.        ]
 [ 0.09056352 17.        ]
 [ 0.097389   18.        ]
 [ 0.1053154  19.        ]
 [ 0.1164766  23.        ]
 [ 0.12153125 24.        ]
 [ 0.12977111 34.        ]]",[ 5.  9. 15. 16. 17.],0,1,0.0
14,29,0.0,"[[ 0.0799759   5.        ]
 [ 0.08261997  7.        ]
 [ 0.08893605  9.        ]
 [ 0.09093943 10.        ]
 [ 0.09123054 11.        ]
 [ 0.09595591 16.        ]
 [ 0.09672481 17.        ]
 [ 0.10180974 18.        ]
 [ 0.10491828 19.        ]
 [ 0.10931489 20.        ]
 [ 0.11254289 21.        ]
 [ 0.11295042 22.        ]
 [ 0.11376731 23.        ]
 [ 0.11581188 24.        ]
 [ 0.22571152 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
15,30,10.0,"[[ 0.09779656  9.        ]
 [ 0.10612783 16.        ]
 [ 0.10683718 18.        ]
 [ 0.12595306 22.        ]
 [ 0.12626243 23.        ]
 [ 0.13345945 24.        ]
 [ 0.13623596 34.        ]]",[ 9. 16. 18. 22. 23.],0,0,0.0
16,31,10.0,"[[ 0.07635164  7.        ]
 [ 0.0799765   9.        ]
 [ 0.08400747 18.        ]
 [ 0.08433465 19.        ]
 [ 0.0959453  23.        ]
 [ 0.11058164 24.        ]
 [ 0.13293797 34.        ]]",[ 7.  9. 18. 19. 23.],0,0,0.0
17,32,0.0,"[[ 0.07761812  5.        ]
 [ 0.07762218  9.        ]
 [ 0.08450949 10.        ]
 [ 0.08785704 18.        ]
 [ 0.09319766 19.        ]
 [ 0.09343867 23.        ]
 [ 0.12288511 24.        ]]",[ 5.  9. 10. 18. 19.],0,0,0.0
18,33,10.0,"[[ 0.07959835  5.        ]
 [ 0.08191762  7.        ]
 [ 0.08455628  9.        ]
 [ 0.0854154  11.        ]
 [ 0.08541872 16.        ]
 [ 0.08762383 17.        ]
 [ 0.08982906 18.        ]
 [ 0.09017797 19.        ]
 [ 0.09224956 20.        ]
 [ 0.09300972 21.        ]
 [ 0.0954983  23.        ]
 [ 0.09616817 24.        ]
 [ 0.13281769 34.        ]]",[ 5.  7.  9. 11. 16.],0,0,0.0
19,34,10.0,"[[ 0.08092225  5.        ]
 [ 0.09175819  9.        ]
 [ 0.09917915 16.        ]
 [ 0.10083471 18.        ]
 [ 0.10158527 19.        ]
 [ 0.10937989 23.        ]
 [ 0.11093998 24.        ]]",[ 5.  9. 16. 18. 19.],0,0,0.0
20,35,10.0,"[[ 0.08593915  5.        ]
 [ 0.08705558  7.        ]
 [ 0.09107268  9.        ]
 [ 0.09135143 10.        ]
 [ 0.09159207 11.        ]
 [ 0.09217538 17.        ]
 [ 0.09714015 18.        ]
 [ 0.09990834 19.        ]
 [ 0.10281614 20.        ]
 [ 0.10373992 21.        ]
 [ 0.12426132 23.        ]
 [ 0.12719464 24.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
21,37,0.0,"[[ 0.0799377   5.        ]
 [ 0.08023179  9.        ]
 [ 0.08175333 11.        ]
 [ 0.08179191 16.        ]
 [ 0.08348334 18.        ]
 [ 0.08503832 19.        ]
 [ 0.08840968 21.        ]
 [ 0.10256157 24.        ]]",[ 5.  9. 11. 16. 18.],0,0,0.0
22,39,10.0,"[[ 0.08211648  7.        ]
 [ 0.0860259   9.        ]
 [ 0.08734325 16.        ]
 [ 0.09051598 17.        ]
 [ 0.09165324 18.        ]
 [ 0.09364494 19.        ]
 [ 0.0998441  20.        ]
 [ 0.10190496 23.        ]
 [ 0.10626068 24.        ]]",[ 7.  9. 16. 17. 18.],0,0,0.0
23,40,10.0,"[[ 0.07708145  5.        ]
 [ 0.08187689  7.        ]
 [ 0.08251062  9.        ]
 [ 0.0836546  10.        ]
 [ 0.08370897 11.        ]
 [ 0.0853404  12.        ]
 [ 0.08665791 16.        ]
 [ 0.08754989 17.        ]
 [ 0.08856824 18.        ]
 [ 0.08866883 19.        ]
 [ 0.08897532 20.        ]
 [ 0.09003412 21.        ]
 [ 0.09241047 23.        ]
 [ 0.09452181 24.        ]
 [ 0.1202004  34.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
24,41,10.0,"[[ 0.07142472  3.        ]
 [ 0.07213551  5.        ]
 [ 0.0748516   7.        ]
 [ 0.0760953   9.        ]
 [ 0.07849327 10.        ]
 [ 0.07890143 11.        ]
 [ 0.08569272 16.        ]
 [ 0.08610252 17.        ]
 [ 0.08691065 18.        ]
 [ 0.08750485 19.        ]
 [ 0.08914763 20.        ]
 [ 0.09044492 21.        ]
 [ 0.09146546 23.        ]
 [ 0.10192151 24.        ]
 [ 0.12703764 28.        ]
 [ 0.1399321  34.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
25,42,10.0,"[[ 0.06809396  5.        ]
 [ 0.07251543  9.        ]
 [ 0.07521987 19.        ]
 [ 0.07799113 21.        ]
 [ 0.08574092 23.        ]
 [ 0.11074504 24.        ]]",[ 5.  9. 19. 21. 23.],0,0,0.0
26,43,0.0,"[[ 0.07892213  9.        ]
 [ 0.08737162 10.        ]
 [ 0.09173797 16.        ]
 [ 0.09297139 17.        ]
 [ 0.09624228 18.        ]
 [ 0.09641274 19.        ]
 [ 0.10166469 20.        ]
 [ 0.10525189 21.        ]
 [ 0.10825015 23.        ]
 [ 0.12541608 24.        ]
 [ 0.1272738  33.        ]
 [ 0.13171166 34.        ]]",[ 9. 10. 16. 17. 18.],0,0,0.0
27,44,10.0,"[[ 0.07716131  5.        ]
 [ 0.08404005  9.        ]
 [ 0.08458191 10.        ]
 [ 0.08555913 11.        ]
 [ 0.08766204 16.        ]
 [ 0.08884748 19.        ]
 [ 0.0895474  20.        ]
 [ 0.08972394 23.        ]
 [ 0.1508722  24.        ]]",[ 5.  9. 10. 11. 16.],1,1,0.3333333333333333
28,45,10.0,[[ 0.30630416 24.        ]],[24.],0,0,0.0
29,48,10.0,"[[ 0.07709825  5.        ]
 [ 0.07772839  7.        ]
 [ 0.07787108  9.        ]
 [ 0.07890733 16.        ]
 [ 0.08468068 18.        ]
 [ 0.09004182 19.        ]
 [ 0.09243818 20.        ]
 [ 0.10075903 23.        ]
 [ 0.12914747 24.        ]]",[ 5.  7.  9. 16. 18.],0,0,0.0
30,52,10.0,"[[ 0.07198888  5.        ]
 [ 0.07766309  9.        ]
 [ 0.08077345 10.        ]
 [ 0.08083635 11.        ]
 [ 0.0851136  16.        ]
 [ 0.08575256 18.        ]
 [ 0.08599156 19.        ]
 [ 0.08970845 21.        ]
 [ 0.09414235 23.        ]
 [ 0.10621059 24.        ]]",[ 5.  9. 10. 11. 16.],1,1,0.3333333333333333
31,54,10.0,"[[ 0.07591385  9.        ]
 [ 0.07739711 10.        ]
 [ 0.07836723 18.        ]
 [ 0.08113235 19.        ]
 [ 0.08192837 21.        ]
 [ 0.10361394 24.        ]]",[ 9. 10. 18. 19. 21.],1,1,0.5
32,55,10.0,"[[ 0.07311893  5.        ]
 [ 0.07491469  7.        ]
 [ 0.07537258  9.        ]
 [ 0.07814133 13.        ]
 [ 0.07860386 16.        ]
 [ 0.08014408 17.        ]
 [ 0.08327359 18.        ]
 [ 0.08452564 19.        ]
 [ 0.0858415  20.        ]
 [ 0.08953243 21.        ]
 [ 0.09170198 23.        ]
 [ 0.12204981 24.        ]
 [ 0.13271856 28.        ]]",[ 5.  7.  9. 13. 16.],0,0,0.0
33,57,10.0,"[[ 0.0766862   3.        ]
 [ 0.07864499  5.        ]
 [ 0.08498844  7.        ]
 [ 0.08929712  8.        ]
 [ 0.09007065  9.        ]
 [ 0.09095125 10.        ]
 [ 0.09230652 11.        ]
 [ 0.09237697 13.        ]
 [ 0.0937117  16.        ]
 [ 0.0974229  17.        ]
 [ 0.09933329 18.        ]
 [ 0.1013634  19.        ]
 [ 0.1036011  20.        ]
 [ 0.10492963 21.        ]
 [ 0.10634398 23.        ]
 [ 0.11417535 24.        ]
 [ 0.20855322 33.        ]
 [ 0.2494393  34.        ]]",[3. 5. 7. 8. 9.],0,0,0.0
34,58,10.0,"[[ 0.06657192  5.        ]
 [ 0.07011056  7.        ]
 [ 0.07273811  8.        ]
 [ 0.0751842   9.        ]
 [ 0.08015584 10.        ]
 [ 0.08100823 11.        ]
 [ 0.08162057 16.        ]
 [ 0.08445239 17.        ]
 [ 0.08498646 18.        ]
 [ 0.08548688 19.        ]
 [ 0.0879482  20.        ]
 [ 0.08912716 21.        ]
 [ 0.08946037 23.        ]
 [ 0.09032062 24.        ]
 [ 0.1223399  34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
35,60,10.0,"[[ 0.06089526  5.        ]
 [ 0.06804569  9.        ]
 [ 0.07063619 18.        ]
 [ 0.07178736 19.        ]
 [ 0.07258207 21.        ]
 [ 0.07359347 23.        ]
 [ 0.08281231 24.        ]]",[ 5.  9. 18. 19. 21.],0,0,0.0
36,61,10.0,"[[ 0.07843468  5.        ]
 [ 0.07914563  7.        ]
 [ 0.08017691  9.        ]
 [ 0.08047226 10.        ]
 [ 0.08291078 11.        ]
 [ 0.08320647 16.        ]
 [ 0.08815125 17.        ]
 [ 0.08955808 18.        ]
 [ 0.09017171 19.        ]
 [ 0.09180887 21.        ]
 [ 0.0936736  23.        ]
 [ 0.09982292 24.        ]
 [ 0.11748898 34.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
37,63,10.0,"[[ 0.0772346  16.        ]
 [ 0.08004934 18.        ]
 [ 0.08159789 19.        ]
 [ 0.08254898 20.        ]
 [ 0.08875847 21.        ]
 [ 0.09041995 23.        ]
 [ 0.090955   24.        ]
 [ 0.09414463 34.        ]]",[16. 18. 19. 20. 21.],0,0,0.0
38,66,0.0,"[[ 0.08647996  3.        ]
 [ 0.08917356  5.        ]
 [ 0.09309599  7.        ]
 [ 0.09451311  9.        ]
 [ 0.09576245 10.        ]
 [ 0.09582072 11.        ]
 [ 0.09796051 15.        ]
 [ 0.0987695  16.        ]
 [ 0.10088968 17.        ]
 [ 0.10255023 18.        ]
 [ 0.10524318 19.        ]
 [ 0.10549535 20.        ]
 [ 0.10640973 21.        ]
 [ 0.10701111 23.        ]
 [ 0.11169062 24.        ]
 [ 0.13590305 34.        ]]",[ 3.  5.  7.  9. 10.],0,0,0.0
39,67,0.0,"[[ 0.06120276  5.        ]
 [ 0.06858331  7.        ]
 [ 0.07309648  9.        ]
 [ 0.08187964 10.        ]
 [ 0.08307104 11.        ]
 [ 0.08504914 14.        ]
 [ 0.08597847 15.        ]
 [ 0.08707056 16.        ]
 [ 0.08803445 17.        ]
 [ 0.08849433 18.        ]
 [ 0.09048899 19.        ]
 [ 0.09307526 20.        ]
 [ 0.09309821 21.        ]
 [ 0.09542276 23.        ]
 [ 0.10442968 24.        ]
 [ 0.13800648 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
40,68,10.0,"[[ 0.05834466  3.        ]
 [ 0.06099212  5.        ]
 [ 0.06701869  9.        ]
 [ 0.07515303 10.        ]
 [ 0.07807302 13.        ]
 [ 0.08150705 16.        ]
 [ 0.08280434 19.        ]
 [ 0.08628009 21.        ]
 [ 0.10418767 23.        ]
 [ 0.10535637 24.        ]
 [ 0.13971341 34.        ]]",[ 3.  5.  9. 10. 13.],1,1,0.25
41,70,10.0,"[[ 0.06360555  9.        ]
 [ 0.06634529 10.        ]
 [ 0.07666254 11.        ]
 [ 0.08272827 19.        ]
 [ 0.11487955 21.        ]
 [ 0.12407702 23.        ]
 [ 0.14103931 34.        ]]",[ 9. 10. 11. 19. 21.],1,1,0.5
42,71,10.0,"[[ 0.06512284  7.        ]
 [ 0.07037252  9.        ]
 [ 0.07399558 10.        ]
 [ 0.07508257 19.        ]
 [ 0.07633511 21.        ]
 [ 0.09509476 23.        ]
 [ 0.14742041 24.        ]]",[ 7.  9. 10. 19. 21.],1,1,0.3333333333333333
43,74,10.0,"[[ 0.06598395  5.        ]
 [ 0.07869019  7.        ]
 [ 0.07965295  9.        ]
 [ 0.08519235 11.        ]
 [ 0.08870372 15.        ]
 [ 0.08963356 16.        ]
 [ 0.09429587 18.        ]
 [ 0.0946039  19.        ]
 [ 0.09841695 21.        ]
 [ 0.11808697 23.        ]
 [ 0.12982148 24.        ]
 [ 0.13206956 34.        ]]",[ 5.  7.  9. 11. 15.],0,0,0.0
44,75,10.0,"[[ 0.06888101 10.        ]
 [ 0.06966996 16.        ]
 [ 0.07314306 19.        ]
 [ 0.07624546 20.        ]
 [ 0.0781129  23.        ]]",[10. 16. 19. 20. 23.],1,1,1.0
45,76,0.0,"[[ 0.08333467  5.        ]
 [ 0.08347619  7.        ]
 [ 0.08479559  9.        ]
 [ 0.0850625  16.        ]
 [ 0.09207559 19.        ]
 [ 0.09287566 20.        ]
 [ 0.09379017 23.        ]
 [ 0.12606226 24.        ]
 [ 0.13406432 34.        ]]",[ 5.  7.  9. 16. 19.],0,1,0.0
46,77,10.0,"[[ 0.08287376  5.        ]
 [ 0.08837378  7.        ]
 [ 0.08889858 10.        ]
 [ 0.08939832 18.        ]
 [ 0.08944592 19.        ]
 [ 0.09487522 23.        ]
 [ 0.11516029 24.        ]
 [ 0.12124121 34.        ]]",[ 5.  7. 10. 18. 19.],1,1,0.3333333333333333
47,79,10.0,"[[ 0.0821282   5.        ]
 [ 0.08271652  7.        ]
 [ 0.08408046  9.        ]
 [ 0.09066182 10.        ]
 [ 0.09795177 15.        ]
 [ 0.09831014 16.        ]
 [ 0.09834575 18.        ]
 [ 0.10099158 19.        ]
 [ 0.10114018 20.        ]
 [ 0.10120839 21.        ]
 [ 0.10182454 23.        ]
 [ 0.1159122  24.        ]]",[ 5.  7.  9. 10. 15.],1,1,0.25
48,81,10.0,"[[ 0.06863678  7.        ]
 [ 0.07703161 10.        ]
 [ 0.07814978 16.        ]
 [ 0.08411497 19.        ]
 [ 0.08479357 21.        ]
 [ 0.11913198 23.        ]
 [ 0.12488115 24.        ]
 [ 0.14636034 34.        ]]",[ 7. 10. 16. 19. 21.],1,1,0.5
49,82,10.0,"[[ 0.0830484   5.        ]
 [ 0.08570689  7.        ]
 [ 0.08881366  9.        ]
 [ 0.08937919 16.        ]
 [ 0.09412787 17.        ]
 [ 0.09454476 18.        ]
 [ 0.09705946 19.        ]
 [ 0.09913945 20.        ]
 [ 0.09978684 21.        ]
 [ 0.10368769 23.        ]
 [ 0.11432746 24.        ]]",[ 5.  7.  9. 16. 17.],0,0,0.0
50,83,10.0,"[[ 0.08411619  3.        ]
 [ 0.08843046  5.        ]
 [ 0.09101152  7.        ]
 [ 0.09341347  9.        ]
 [ 0.09420853 10.        ]
 [ 0.09617418 11.        ]
 [ 0.09655988 15.        ]
 [ 0.09772326 16.        ]
 [ 0.09789439 17.        ]
 [ 0.09883916 18.        ]
 [ 0.10332013 19.        ]
 [ 0.10616216 20.        ]
 [ 0.11390177 21.        ]
 [ 0.12529767 23.        ]
 [ 0.13722233 24.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
51,84,10.0,"[[ 0.07015349  9.        ]
 [ 0.07034616 16.        ]
 [ 0.07690227 18.        ]
 [ 0.07951528 19.        ]
 [ 0.08363092 20.        ]
 [ 0.08862793 23.        ]
 [ 0.09326205 24.        ]]",[ 9. 16. 18. 19. 20.],0,0,0.0
52,87,0.0,"[[ 0.07556295  7.        ]
 [ 0.07909582  9.        ]
 [ 0.08097084 10.        ]
 [ 0.08101103 11.        ]
 [ 0.08338223 13.        ]
 [ 0.08393447 14.        ]
 [ 0.08559793 16.        ]
 [ 0.08706434 17.        ]
 [ 0.09144515 18.        ]
 [ 0.09357255 19.        ]
 [ 0.09478966 20.        ]
 [ 0.09701588 21.        ]
 [ 0.0986213  23.        ]
 [ 0.1054244  24.        ]
 [ 0.10785097 34.        ]]",[ 7.  9. 10. 11. 13.],0,0,0.0
53,89,10.0,"[[ 0.06080237  5.        ]
 [ 0.08724332 10.        ]
 [ 0.08761406 16.        ]
 [ 0.0962824  19.        ]
 [ 0.11874203 20.        ]
 [ 0.12121695 23.        ]
 [ 0.13114357 24.        ]]",[ 5. 10. 16. 19. 20.],1,1,0.5
54,90,10.0,"[[ 0.06009734  3.        ]
 [ 0.08308709  7.        ]
 [ 0.08324526  9.        ]
 [ 0.08403915 10.        ]
 [ 0.09153283 11.        ]
 [ 0.09309754 16.        ]
 [ 0.09852508 19.        ]
 [ 0.1121006  23.        ]
 [ 0.11883192 24.        ]]",[ 3.  7.  9. 10. 11.],1,1,0.25
55,91,10.0,"[[ 0.08049452  7.        ]
 [ 0.08293718  9.        ]
 [ 0.09021722 16.        ]
 [ 0.09380758 19.        ]
 [ 0.09895247 23.        ]
 [ 0.10241898 24.        ]]",[ 7.  9. 16. 19. 23.],0,0,0.0
56,93,10.0,"[[ 0.08032304  5.        ]
 [ 0.08314621  7.        ]
 [ 0.08340496  9.        ]
 [ 0.08657083 11.        ]
 [ 0.09187435 16.        ]
 [ 0.09264559 17.        ]
 [ 0.09353909 18.        ]
 [ 0.09379065 19.        ]
 [ 0.09531812 20.        ]
 [ 0.10687733 21.        ]
 [ 0.10820603 23.        ]
 [ 0.10932599 24.        ]]",[ 5.  7.  9. 11. 16.],0,0,0.0
57,95,10.0,"[[ 0.07680732  2.        ]
 [ 0.08633208  9.        ]
 [ 0.08693151 10.        ]
 [ 0.08725917 11.        ]
 [ 0.08733458 12.        ]
 [ 0.09023857 15.        ]
 [ 0.09132372 16.        ]
 [ 0.09259593 17.        ]
 [ 0.0954662  18.        ]
 [ 0.09791383 19.        ]
 [ 0.09863418 20.        ]
 [ 0.09878847 21.        ]
 [ 0.1030678  23.        ]
 [ 0.10458415 24.        ]
 [ 0.12057695 34.        ]]",[ 2.  9. 10. 11. 12.],1,1,0.3333333333333333
58,97,10.0,"[[ 0.08459875  5.        ]
 [ 0.08524776  9.        ]
 [ 0.08741358 10.        ]
 [ 0.08849767 11.        ]
 [ 0.08853871 13.        ]
 [ 0.0889865  16.        ]
 [ 0.09978147 18.        ]
 [ 0.10371232 19.        ]
 [ 0.10536141 20.        ]
 [ 0.11355934 23.        ]
 [ 0.11923629 24.        ]
 [ 0.12249404 34.        ]]",[ 5.  9. 10. 11. 13.],1,1,0.3333333333333333
59,98,10.0,"[[ 0.06205535  5.        ]
 [ 0.06894868  7.        ]
 [ 0.07013154  9.        ]
 [ 0.07166982 10.        ]
 [ 0.07470959 11.        ]
 [ 0.07685836 12.        ]
 [ 0.08140327 16.        ]
 [ 0.08420151 18.        ]
 [ 0.08875744 19.        ]
 [ 0.10462475 21.        ]
 [ 0.12453562 23.        ]
 [ 0.12548178 24.        ]
 [ 0.13863477 34.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
60,99,0.0,"[[ 0.06559646  5.        ]
 [ 0.07116723  7.        ]
 [ 0.07301652  9.        ]
 [ 0.07349068 10.        ]
 [ 0.07513281 11.        ]
 [ 0.07547585 12.        ]
 [ 0.07905236 16.        ]
 [ 0.07912561 17.        ]
 [ 0.08067759 18.        ]
 [ 0.08077732 19.        ]
 [ 0.08126665 20.        ]
 [ 0.08326156 21.        ]
 [ 0.08719007 23.        ]
 [ 0.09234264 24.        ]
 [ 0.12708085 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
61,101,10.0,"[[ 0.07331347  3.        ]
 [ 0.07610781  5.        ]
 [ 0.07952113  7.        ]
 [ 0.08024812  9.        ]
 [ 0.08321289 10.        ]
 [ 0.08389956 11.        ]
 [ 0.08543395 16.        ]
 [ 0.08664691 17.        ]
 [ 0.08710453 18.        ]
 [ 0.08753728 19.        ]
 [ 0.08839977 20.        ]
 [ 0.09019984 21.        ]
 [ 0.09123771 23.        ]
 [ 0.09135628 24.        ]
 [ 0.0936681  28.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
62,103,10.0,"[[ 0.07541655  3.        ]
 [ 0.07920571  5.        ]
 [ 0.08192369  9.        ]
 [ 0.08293903 10.        ]
 [ 0.08413243 11.        ]
 [ 0.0863751  16.        ]
 [ 0.09144952 18.        ]
 [ 0.09245145 19.        ]
 [ 0.09383237 21.        ]
 [ 0.09676787 23.        ]
 [ 0.09715762 24.        ]
 [ 0.10211086 34.        ]]",[ 3.  5.  9. 10. 11.],1,1,0.25
63,104,0.0,"[[ 0.07700813  7.        ]
 [ 0.0786888   9.        ]
 [ 0.08924876 11.        ]
 [ 0.08929984 16.        ]
 [ 0.0924542  17.        ]
 [ 0.09282968 18.        ]
 [ 0.09293452 19.        ]
 [ 0.09741006 21.        ]
 [ 0.10082513 23.        ]
 [ 0.11924839 24.        ]
 [ 0.12083121 34.        ]]",[ 7.  9. 11. 16. 17.],0,0,0.0
64,107,0.0,"[[ 0.09959011  7.        ]
 [ 0.10065226  9.        ]
 [ 0.10104457 10.        ]
 [ 0.10167772 11.        ]
 [ 0.10295362 16.        ]
 [ 0.10371455 17.        ]
 [ 0.10390542 18.        ]
 [ 0.10701287 19.        ]
 [ 0.10789736 21.        ]
 [ 0.1104257  23.        ]
 [ 0.11838161 24.        ]
 [ 0.14192429 34.        ]]",[ 7.  9. 10. 11. 16.],0,0,0.0
65,108,10.0,"[[ 0.07320598  5.        ]
 [ 0.07425582  7.        ]
 [ 0.07559264  9.        ]
 [ 0.07969409 10.        ]
 [ 0.08141096 12.        ]
 [ 0.08493605 13.        ]
 [ 0.08880598 16.        ]
 [ 0.09022534 17.        ]
 [ 0.09181303 18.        ]
 [ 0.09315481 19.        ]
 [ 0.09601057 20.        ]
 [ 0.09842318 21.        ]
 [ 0.10696183 23.        ]
 [ 0.11836308 24.        ]
 [ 0.12321591 34.        ]]",[ 5.  7.  9. 10. 12.],1,1,0.25
