,record,original,predict,top5,inTop5,correct,mmr
10,24,10.0,"[[ 0.1776453   9.        ]
 [ 0.18357819 16.        ]
 [ 0.18878941 17.        ]
 [ 0.19836803 18.        ]
 [ 0.20039    19.        ]
 [ 0.20400359 20.        ]
 [ 0.21062969 23.        ]
 [ 0.21333005 24.        ]]",[ 9. 16. 17. 18. 19.],0,0,0.0
11,25,10.0,"[[ 0.14308367  7.        ]
 [ 0.14624637  8.        ]
 [ 0.14991317  9.        ]
 [ 0.15289956 10.        ]
 [ 0.15312768 11.        ]
 [ 0.15343505 12.        ]
 [ 0.15438797 13.        ]
 [ 0.1593776  16.        ]
 [ 0.16643913 17.        ]
 [ 0.16729523 18.        ]
 [ 0.17511004 19.        ]
 [ 0.17732322 20.        ]
 [ 0.17771551 23.        ]
 [ 0.18554462 24.        ]
 [ 0.22402221 33.        ]
 [ 0.24246824 34.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
12,26,10.0,"[[ 0.13986498  8.        ]
 [ 0.14058244  9.        ]
 [ 0.15486908 10.        ]
 [ 0.16250837 11.        ]
 [ 0.16457882 12.        ]
 [ 0.16696282 13.        ]
 [ 0.1669867  16.        ]
 [ 0.17430029 17.        ]
 [ 0.18062049 18.        ]
 [ 0.18708293 19.        ]
 [ 0.2059651  20.        ]
 [ 0.20863126 23.        ]
 [ 0.22748232 24.        ]
 [ 0.25886157 33.        ]]",[ 8.  9. 10. 11. 12.],1,1,0.3333333333333333
13,27,0.0,"[[ 0.13825023  9.        ]
 [ 0.15064186 12.        ]
 [ 0.15672779 16.        ]
 [ 0.17499839 18.        ]
 [ 0.17535174 19.        ]
 [ 0.17766012 20.        ]
 [ 0.18074447 23.        ]
 [ 0.19695246 24.        ]
 [ 0.20418876 33.        ]]",[ 9. 12. 16. 18. 19.],0,1,0.0
14,29,0.0,"[[ 0.10784863  8.        ]
 [ 0.12230015  9.        ]
 [ 0.14684899 10.        ]
 [ 0.15861584 11.        ]
 [ 0.15937596 16.        ]
 [ 0.17243046 17.        ]
 [ 0.17426773 18.        ]
 [ 0.17622386 19.        ]
 [ 0.19298804 20.        ]
 [ 0.19326584 23.        ]
 [ 0.19657506 24.        ]
 [ 0.3058588  33.        ]]",[ 8.  9. 10. 11. 16.],0,0,0.0
15,30,10.0,"[[ 0.20477867  7.        ]
 [ 0.20801076  9.        ]
 [ 0.23097038 18.        ]
 [ 0.23289061 23.        ]
 [ 0.23990353 24.        ]
 [ 0.24405543 33.        ]]",[ 7.  9. 18. 23. 24.],0,0,0.0
16,31,10.0,"[[ 0.14326084  9.        ]
 [ 0.15153414 16.        ]
 [ 0.15293038 18.        ]
 [ 0.1625843  23.        ]
 [ 0.16875137 24.        ]
 [ 0.26089263 33.        ]]",[ 9. 16. 18. 23. 24.],0,0,0.0
17,32,0.0,"[[ 0.12885904  8.        ]
 [ 0.13943887 10.        ]
 [ 0.15433508 18.        ]
 [ 0.19074929 19.        ]
 [ 0.22781298 23.        ]
 [ 0.24512357 24.        ]]",[ 8. 10. 18. 19. 23.],0,0,0.0
18,33,10.0,"[[ 0.15114167  8.        ]
 [ 0.16083506  9.        ]
 [ 0.16496884 10.        ]
 [ 0.16564869 12.        ]
 [ 0.16662428 13.        ]
 [ 0.16720082 16.        ]
 [ 0.16770039 17.        ]
 [ 0.16858271 18.        ]
 [ 0.16953003 19.        ]
 [ 0.17063618 20.        ]
 [ 0.17233402 21.        ]
 [ 0.17242684 23.        ]
 [ 0.17301985 24.        ]
 [ 0.18786612 28.        ]
 [ 0.19001603 33.        ]
 [ 0.19418162 34.        ]]",[ 8.  9. 10. 12. 13.],1,1,0.3333333333333333
19,34,10.0,"[[ 0.15711522  9.        ]
 [ 0.16052443 10.        ]
 [ 0.16066456 16.        ]
 [ 0.16702208 17.        ]
 [ 0.16710365 19.        ]
 [ 0.1683588  20.        ]
 [ 0.17085338 23.        ]
 [ 0.2186971  24.        ]
 [ 0.25369394 33.        ]]",[ 9. 10. 16. 17. 19.],1,1,0.5
20,35,10.0,"[[ 0.15068547  3.        ]
 [ 0.15773749  7.        ]
 [ 0.16004777  9.        ]
 [ 0.16581509 10.        ]
 [ 0.17224742 11.        ]
 [ 0.17628676 12.        ]
 [ 0.17661005 13.        ]
 [ 0.17892316 14.        ]
 [ 0.18075117 16.        ]
 [ 0.18273506 17.        ]
 [ 0.1851668  18.        ]
 [ 0.18534803 19.        ]
 [ 0.18858683 20.        ]
 [ 0.19287831 23.        ]
 [ 0.19731436 24.        ]
 [ 0.24191642 28.        ]
 [ 0.25111127 33.        ]
 [ 0.39055902 34.        ]]",[ 3.  7.  9. 10. 11.],1,1,0.25
21,37,0.0,"[[ 0.156973   12.        ]
 [ 0.16981173 14.        ]
 [ 0.17487025 16.        ]
 [ 0.17732477 17.        ]
 [ 0.17770909 18.        ]
 [ 0.17859185 19.        ]
 [ 0.17996442 20.        ]
 [ 0.18535513 23.        ]
 [ 0.18613165 24.        ]
 [ 0.19145608 33.        ]]",[12. 14. 16. 17. 18.],0,1,0.0
22,39,10.0,"[[ 0.15889722  9.        ]
 [ 0.17266133 10.        ]
 [ 0.17280188 16.        ]
 [ 0.1833952  17.        ]
 [ 0.18526894 18.        ]
 [ 0.18686023 19.        ]
 [ 0.18701722 20.        ]
 [ 0.18801455 23.        ]
 [ 0.20280192 24.        ]
 [ 0.23642486 33.        ]]",[ 9. 10. 16. 17. 18.],1,1,0.5
23,40,10.0,"[[ 0.13823384  3.        ]
 [ 0.15098606  7.        ]
 [ 0.1517204   8.        ]
 [ 0.15496397  9.        ]
 [ 0.15821213 10.        ]
 [ 0.16206645 12.        ]
 [ 0.16240277 13.        ]
 [ 0.1656454  14.        ]
 [ 0.16976478 16.        ]
 [ 0.17145734 17.        ]
 [ 0.17172317 18.        ]
 [ 0.17237415 19.        ]
 [ 0.17356559 20.        ]
 [ 0.17385251 23.        ]
 [ 0.17438759 24.        ]
 [ 0.17557519 28.        ]
 [ 0.18307034 33.        ]]",[ 3.  7.  8.  9. 10.],1,1,0.2
24,41,10.0,"[[ 0.11966026  7.        ]
 [ 0.12441842  9.        ]
 [ 0.12582303 10.        ]
 [ 0.1304444  12.        ]
 [ 0.13788113 16.        ]
 [ 0.14069871 17.        ]
 [ 0.14503264 18.        ]
 [ 0.15409185 19.        ]
 [ 0.15460062 20.        ]
 [ 0.1573712  23.        ]
 [ 0.1574598  24.        ]
 [ 0.17217911 27.        ]
 [ 0.195137   28.        ]
 [ 0.20270292 33.        ]]",[ 7.  9. 10. 12. 16.],1,1,0.3333333333333333
25,42,10.0,"[[ 0.12126911 16.        ]
 [ 0.15300053 17.        ]
 [ 0.15327752 18.        ]
 [ 0.16998112 28.        ]
 [ 0.21339521 33.        ]]",[16. 17. 18. 28. 33.],0,0,0.0
26,43,0.0,"[[ 0.15480258  7.        ]
 [ 0.16764235  9.        ]
 [ 0.17196511 10.        ]
 [ 0.17228132 11.        ]
 [ 0.17418618 13.        ]
 [ 0.17670838 16.        ]
 [ 0.18220998 17.        ]
 [ 0.18236382 18.        ]
 [ 0.19316131 19.        ]
 [ 0.20470138 20.        ]
 [ 0.22298109 23.        ]
 [ 0.23139016 24.        ]
 [ 0.23162312 28.        ]
 [ 0.2348786  33.        ]]",[ 7.  9. 10. 11. 13.],0,0,0.0
27,44,10.0,"[[ 0.14180648  9.        ]
 [ 0.1428349  10.        ]
 [ 0.14412057 12.        ]
 [ 0.15183645 16.        ]
 [ 0.16387963 18.        ]
 [ 0.16592856 20.        ]
 [ 0.16803002 23.        ]
 [ 0.19322292 24.        ]
 [ 0.25622163 34.        ]]",[ 9. 10. 12. 16. 18.],1,1,0.5
28,45,10.0,[[ 0.38746017 23.        ]],[23.],0,0,0.0
29,48,10.0,"[[ 0.1488694  16.        ]
 [ 0.17964327 18.        ]
 [ 0.18073893 19.        ]
 [ 0.18216267 20.        ]
 [ 0.18348207 23.        ]
 [ 0.18995214 24.        ]
 [ 0.19451603 33.        ]]",[16. 18. 19. 20. 23.],0,0,0.0
30,52,10.0,"[[ 0.13563073  8.        ]
 [ 0.13618658  9.        ]
 [ 0.13621159 10.        ]
 [ 0.15705623 13.        ]
 [ 0.1588015  16.        ]
 [ 0.15914726 18.        ]
 [ 0.16233943 19.        ]
 [ 0.16431504 20.        ]
 [ 0.16799637 23.        ]
 [ 0.1728169  24.        ]
 [ 0.17414349 33.        ]
 [ 0.20697242 34.        ]]",[ 8.  9. 10. 13. 16.],1,1,0.3333333333333333
31,54,10.0,"[[ 0.12014633 10.        ]
 [ 0.12931228 11.        ]
 [ 0.13248056 16.        ]
 [ 0.14142811 18.        ]
 [ 0.17057598 20.        ]
 [ 0.31743145 23.        ]]",[10. 11. 16. 18. 20.],1,1,1.0
32,55,10.0,"[[ 0.11557245  9.        ]
 [ 0.13218427 10.        ]
 [ 0.1386741  16.        ]
 [ 0.15036824 17.        ]
 [ 0.15119958 18.        ]
 [ 0.15491545 20.        ]
 [ 0.16013157 23.        ]
 [ 0.16429992 24.        ]
 [ 0.31862748 33.        ]]",[ 9. 10. 16. 17. 18.],1,1,0.5
33,57,10.0,"[[ 0.13801193  3.        ]
 [ 0.14540648  8.        ]
 [ 0.15196012  9.        ]
 [ 0.16049636 10.        ]
 [ 0.16804715 13.        ]
 [ 0.17039115 16.        ]
 [ 0.17056775 17.        ]
 [ 0.17749925 18.        ]
 [ 0.18147709 19.        ]
 [ 0.18521637 20.        ]
 [ 0.186216   23.        ]
 [ 0.19331366 24.        ]
 [ 0.20153309 27.        ]
 [ 0.20282705 28.        ]
 [ 0.21131292 33.        ]]",[ 3.  8.  9. 10. 13.],1,1,0.25
34,58,10.0,"[[ 0.11092591  7.        ]
 [ 0.12377562  8.        ]
 [ 0.14212495  9.        ]
 [ 0.14385499 10.        ]
 [ 0.14644051 11.        ]
 [ 0.15185868 12.        ]
 [ 0.15374243 13.        ]
 [ 0.16522071 16.        ]
 [ 0.16956161 17.        ]
 [ 0.17394991 18.        ]
 [ 0.1762153  19.        ]
 [ 0.18314718 20.        ]
 [ 0.20939855 23.        ]
 [ 0.21552248 24.        ]
 [ 0.22971384 33.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
35,60,10.0,"[[ 0.11700853  8.        ]
 [ 0.11727595  9.        ]
 [ 0.11977983 10.        ]
 [ 0.13476646 16.        ]
 [ 0.13751163 17.        ]
 [ 0.14066483 18.        ]
 [ 0.14074299 20.        ]
 [ 0.14129804 23.        ]
 [ 0.15946184 24.        ]
 [ 0.18518353 33.        ]]",[ 8.  9. 10. 16. 17.],1,1,0.3333333333333333
36,61,10.0,"[[ 0.1209051   3.        ]
 [ 0.13980295  7.        ]
 [ 0.15643592  8.        ]
 [ 0.15654926  9.        ]
 [ 0.15778868 10.        ]
 [ 0.15811902 11.        ]
 [ 0.16329653 12.        ]
 [ 0.16556983 13.        ]
 [ 0.16668686 16.        ]
 [ 0.16897634 17.        ]
 [ 0.170612   18.        ]
 [ 0.17115721 19.        ]
 [ 0.17407489 20.        ]
 [ 0.17502057 23.        ]
 [ 0.17538998 24.        ]
 [ 0.17633803 28.        ]
 [ 0.18259854 33.        ]
 [ 0.24141532 34.        ]]",[ 3.  7.  8.  9. 10.],1,1,0.2
37,63,10.0,"[[ 0.13616763  9.        ]
 [ 0.14000511 10.        ]
 [ 0.14419374 16.        ]
 [ 0.14555862 18.        ]
 [ 0.15367025 20.        ]
 [ 0.16478473 23.        ]
 [ 0.16815609 24.        ]
 [ 0.18049693 28.        ]
 [ 0.23094171 33.        ]]",[ 9. 10. 16. 18. 20.],1,1,0.5
38,66,0.0,"[[ 0.16367626  7.        ]
 [ 0.1668797   9.        ]
 [ 0.16699046 10.        ]
 [ 0.17131886 11.        ]
 [ 0.17673937 12.        ]
 [ 0.17687054 13.        ]
 [ 0.17895248 16.        ]
 [ 0.1806119  17.        ]
 [ 0.18116841 18.        ]
 [ 0.19580339 19.        ]
 [ 0.19845479 20.        ]
 [ 0.20889662 21.        ]
 [ 0.21357124 23.        ]
 [ 0.21361465 24.        ]
 [ 0.22572625 28.        ]
 [ 0.23182526 33.        ]
 [ 0.23235882 34.        ]]",[ 7.  9. 10. 11. 12.],0,0,0.0
39,67,0.0,"[[ 0.1295661   3.        ]
 [ 0.14533073  7.        ]
 [ 0.14693669  8.        ]
 [ 0.1544204   9.        ]
 [ 0.1551753  10.        ]
 [ 0.15564632 11.        ]
 [ 0.15585414 12.        ]
 [ 0.15666656 13.        ]
 [ 0.15764558 16.        ]
 [ 0.15774557 17.        ]
 [ 0.15796822 18.        ]
 [ 0.16257617 19.        ]
 [ 0.1660983  20.        ]
 [ 0.17140152 21.        ]
 [ 0.17157759 23.        ]
 [ 0.17161661 24.        ]
 [ 0.17404536 28.        ]
 [ 0.17933271 33.        ]
 [ 0.24551891 34.        ]]",[ 3.  7.  8.  9. 10.],0,0,0.0
40,68,10.0,"[[ 0.10879227  8.        ]
 [ 0.12506998  9.        ]
 [ 0.13803214 10.        ]
 [ 0.14358635 13.        ]
 [ 0.14591841 16.        ]
 [ 0.15028989 18.        ]
 [ 0.15280078 19.        ]
 [ 0.15906709 20.        ]
 [ 0.16360674 23.        ]
 [ 0.18430191 24.        ]
 [ 0.23709258 28.        ]]",[ 8.  9. 10. 13. 16.],1,1,0.3333333333333333
41,70,10.0,"[[ 0.12834501  9.        ]
 [ 0.13116124 10.        ]
 [ 0.15636593 18.        ]
 [ 0.16489863 23.        ]
 [ 0.21396774 24.        ]]",[ 9. 10. 18. 23. 24.],1,1,0.5
42,71,10.0,"[[ 0.10877204  8.        ]
 [ 0.11118237  9.        ]
 [ 0.11788967 10.        ]
 [ 0.12056994 17.        ]
 [ 0.12527999 18.        ]
 [ 0.14176205 19.        ]
 [ 0.14354098 23.        ]
 [ 0.30818319 33.        ]]",[ 8.  9. 10. 17. 18.],1,1,0.3333333333333333
43,74,10.0,"[[ 0.13446733  7.        ]
 [ 0.13820866  8.        ]
 [ 0.14416981  9.        ]
 [ 0.1464093  10.        ]
 [ 0.1572063  16.        ]
 [ 0.1587892  17.        ]
 [ 0.16014076 18.        ]
 [ 0.16185067 19.        ]
 [ 0.16289413 20.        ]
 [ 0.18303021 23.        ]
 [ 0.20161944 24.        ]
 [ 0.24184749 33.        ]
 [ 0.25658703 34.        ]]",[ 7.  8.  9. 10. 16.],1,1,0.25
44,75,10.0,"[[ 0.11639011 16.        ]
 [ 0.12307572 18.        ]
 [ 0.12530732 19.        ]
 [ 0.14160786 23.        ]
 [ 0.16528192 24.        ]]",[16. 18. 19. 23. 24.],0,0,0.0
45,76,0.0,"[[ 0.12663415  9.        ]
 [ 0.13072953 10.        ]
 [ 0.13085565 16.        ]
 [ 0.13188577 17.        ]
 [ 0.1485459  18.        ]
 [ 0.15233368 20.        ]
 [ 0.15593028 23.        ]
 [ 0.15735981 24.        ]
 [ 0.19460975 33.        ]]",[ 9. 10. 16. 17. 18.],0,0,0.0
46,77,10.0,"[[ 0.13123827  9.        ]
 [ 0.14082873 10.        ]
 [ 0.14654654 11.        ]
 [ 0.14994401 18.        ]
 [ 0.15891981 19.        ]
 [ 0.1608039  20.        ]
 [ 0.17074955 23.        ]
 [ 0.30525476 24.        ]]",[ 9. 10. 11. 18. 19.],1,1,0.5
47,79,10.0,"[[ 0.14042848  7.        ]
 [ 0.14775336  8.        ]
 [ 0.15642303  9.        ]
 [ 0.16254566 10.        ]
 [ 0.16903017 11.        ]
 [ 0.17137206 12.        ]
 [ 0.17446202 13.        ]
 [ 0.17574927 16.        ]
 [ 0.18426889 17.        ]
 [ 0.18882382 18.        ]
 [ 0.18986151 19.        ]
 [ 0.19534054 20.        ]
 [ 0.19571759 23.        ]
 [ 0.20181412 24.        ]
 [ 0.23708168 33.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
48,81,10.0,"[[ 0.13912123  7.        ]
 [ 0.15215723  9.        ]
 [ 0.1608904  11.        ]
 [ 0.2006948  18.        ]
 [ 0.22416121 23.        ]
 [ 0.24473866 24.        ]]",[ 7.  9. 11. 18. 23.],0,0,0.0
49,82,10.0,"[[ 0.11695921  7.        ]
 [ 0.12533695  8.        ]
 [ 0.12547056 13.        ]
 [ 0.1517204  16.        ]
 [ 0.15344486 17.        ]
 [ 0.1543475  18.        ]
 [ 0.15796442 19.        ]
 [ 0.16073813 20.        ]
 [ 0.16672774 23.        ]
 [ 0.17218062 24.        ]
 [ 0.19770083 27.        ]
 [ 0.20047886 33.        ]
 [ 0.2617873  34.        ]]",[ 7.  8. 13. 16. 17.],0,0,0.0
50,83,10.0,"[[ 0.16095976  1.        ]
 [ 0.16204634  9.        ]
 [ 0.16242927 10.        ]
 [ 0.16324095 12.        ]
 [ 0.17295954 13.        ]
 [ 0.1796859  16.        ]
 [ 0.18127598 17.        ]
 [ 0.18400391 18.        ]
 [ 0.18425721 19.        ]
 [ 0.1860379  20.        ]
 [ 0.18818867 23.        ]
 [ 0.1948254  24.        ]
 [ 0.19648877 33.        ]]",[ 1.  9. 10. 12. 13.],1,1,0.3333333333333333
51,84,10.0,"[[ 0.13281833  9.        ]
 [ 0.14780794 18.        ]
 [ 0.15822715 20.        ]
 [ 0.16051046 23.        ]
 [ 0.17167962 33.        ]]",[ 9. 18. 20. 23. 33.],0,0,0.0
52,87,0.0,"[[ 0.10392131  9.        ]
 [ 0.10943008 10.        ]
 [ 0.11418627 11.        ]
 [ 0.11711599 12.        ]
 [ 0.12095485 13.        ]
 [ 0.12118066 16.        ]
 [ 0.1242378  18.        ]
 [ 0.12517335 20.        ]
 [ 0.1269924  23.        ]
 [ 0.14273008 24.        ]
 [ 0.15344093 26.        ]
 [ 0.15500838 28.        ]
 [ 0.20208034 33.        ]]",[ 9. 10. 11. 12. 13.],0,0,0.0
53,89,10.0,"[[ 0.11276305 13.        ]
 [ 0.1414175  18.        ]
 [ 0.17173094 20.        ]
 [ 0.17804956 23.        ]
 [ 0.21193546 24.        ]
 [ 0.21968148 28.        ]
 [ 0.22288624 33.        ]]",[13. 18. 20. 23. 24.],0,0,0.0
54,90,10.0,"[[ 0.11591196  7.        ]
 [ 0.12257385  9.        ]
 [ 0.12356287 10.        ]
 [ 0.1257385  11.        ]
 [ 0.13990486 16.        ]
 [ 0.17804471 17.        ]
 [ 0.18292377 18.        ]
 [ 0.18587399 19.        ]
 [ 0.19478095 23.        ]
 [ 0.21245289 24.        ]
 [ 0.32145131 33.        ]]",[ 7.  9. 10. 11. 16.],1,1,0.3333333333333333
55,91,10.0,"[[ 0.15431821 12.        ]
 [ 0.16072945 17.        ]
 [ 0.17146841 18.        ]
 [ 0.17248714 19.        ]
 [ 0.17256951 20.        ]
 [ 0.17260029 23.        ]
 [ 0.18507111 24.        ]
 [ 0.19656634 33.        ]]",[12. 17. 18. 19. 20.],0,0,0.0
56,93,10.0,"[[ 0.18271112  9.        ]
 [ 0.18545663 10.        ]
 [ 0.18639659 12.        ]
 [ 0.18654129 16.        ]
 [ 0.19260914 17.        ]
 [ 0.19713079 18.        ]
 [ 0.20281262 19.        ]
 [ 0.20898174 20.        ]
 [ 0.20964956 23.        ]
 [ 0.21072793 24.        ]
 [ 0.22918449 33.        ]]",[ 9. 10. 12. 16. 17.],1,1,0.5
57,95,10.0,"[[ 0.12576371  7.        ]
 [ 0.15156335  9.        ]
 [ 0.15897542 10.        ]
 [ 0.15994563 12.        ]
 [ 0.1601678  14.        ]
 [ 0.16506803 16.        ]
 [ 0.16570237 17.        ]
 [ 0.17026892 18.        ]
 [ 0.17627354 19.        ]
 [ 0.17635494 20.        ]
 [ 0.17790115 21.        ]
 [ 0.17820014 23.        ]
 [ 0.18154485 24.        ]
 [ 0.18624625 27.        ]
 [ 0.19767853 28.        ]
 [ 0.21761497 33.        ]]",[ 7.  9. 10. 12. 14.],1,1,0.3333333333333333
58,97,10.0,"[[ 0.14133141  3.        ]
 [ 0.14452755  8.        ]
 [ 0.14874399  9.        ]
 [ 0.15177377 10.        ]
 [ 0.16080642 11.        ]
 [ 0.16731928 12.        ]
 [ 0.16778919 13.        ]
 [ 0.16791046 16.        ]
 [ 0.16881895 17.        ]
 [ 0.18169427 18.        ]
 [ 0.1885291  19.        ]
 [ 0.19262634 20.        ]
 [ 0.19519415 23.        ]
 [ 0.19586516 24.        ]
 [ 0.22298801 28.        ]
 [ 0.23373878 33.        ]
 [ 0.23922066 34.        ]]",[ 3.  8.  9. 10. 11.],1,1,0.25
59,98,10.0,"[[ 0.12429144  7.        ]
 [ 0.12500292  8.        ]
 [ 0.13222051  9.        ]
 [ 0.13312662 10.        ]
 [ 0.13641156 11.        ]
 [ 0.1374201  12.        ]
 [ 0.13815705 13.        ]
 [ 0.14883641 14.        ]
 [ 0.17043161 16.        ]
 [ 0.17507803 17.        ]
 [ 0.17608873 18.        ]
 [ 0.19181883 19.        ]
 [ 0.20482656 23.        ]
 [ 0.212917   24.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
60,99,0.0,"[[ 0.13303351  3.        ]
 [ 0.13929588  7.        ]
 [ 0.14035861  8.        ]
 [ 0.14439198  9.        ]
 [ 0.14533877 10.        ]
 [ 0.14629969 11.        ]
 [ 0.15565876 12.        ]
 [ 0.15601193 13.        ]
 [ 0.15704999 14.        ]
 [ 0.1611892  16.        ]
 [ 0.16254508 17.        ]
 [ 0.16343204 18.        ]
 [ 0.16741443 19.        ]
 [ 0.16917587 20.        ]
 [ 0.16975657 21.        ]
 [ 0.17486305 23.        ]
 [ 0.18006185 24.        ]
 [ 0.18680949 33.        ]]",[ 3.  7.  8.  9. 10.],0,0,0.0
61,101,10.0,"[[ 0.10124886  3.        ]
 [ 0.13294858  5.        ]
 [ 0.13310546  7.        ]
 [ 0.1368196   8.        ]
 [ 0.14049649  9.        ]
 [ 0.1427736  10.        ]
 [ 0.1485612  12.        ]
 [ 0.15386277 13.        ]
 [ 0.15548019 14.        ]
 [ 0.15636432 16.        ]
 [ 0.15980668 17.        ]
 [ 0.1624096  18.        ]
 [ 0.16289106 19.        ]
 [ 0.16371068 20.        ]
 [ 0.16561386 21.        ]
 [ 0.16720378 23.        ]
 [ 0.16780072 24.        ]
 [ 0.17024061 27.        ]
 [ 0.17030031 28.        ]
 [ 0.17079089 33.        ]
 [ 0.17092461 34.        ]]",[3. 5. 7. 8. 9.],0,0,0.0
62,103,10.0,"[[ 0.12502849  8.        ]
 [ 0.12834662  9.        ]
 [ 0.12896331 10.        ]
 [ 0.13308406 12.        ]
 [ 0.1391145  13.        ]
 [ 0.15834766 16.        ]
 [ 0.16096961 17.        ]
 [ 0.16416269 18.        ]
 [ 0.16551149 19.        ]
 [ 0.17318219 20.        ]
 [ 0.17953205 23.        ]
 [ 0.18181082 24.        ]
 [ 0.19144528 27.        ]
 [ 0.21008876 28.        ]]",[ 8.  9. 10. 12. 13.],1,1,0.3333333333333333
