,record,original,predict,top5,inTop5,correct,mmr
14,29,0.0,"[[3.04634637e-02 5.00000000e+00]
 [3.14656496e-02 7.00000000e+00]
 [3.19997982e-02 8.00000000e+00]
 [3.22022438e-02 9.00000000e+00]
 [3.42506319e-02 1.00000000e+01]
 [3.43466688e-02 1.10000000e+01]
 [3.53135392e-02 1.20000000e+01]
 [3.60245228e-02 1.30000000e+01]
 [3.69431410e-02 1.60000000e+01]
 [4.00656263e-02 1.70000000e+01]
 [4.15371656e-02 1.80000000e+01]
 [4.43691909e-02 1.90000000e+01]
 [4.63452935e-02 2.00000000e+01]
 [4.86538751e-02 2.10000000e+01]
 [4.94710099e-02 2.30000000e+01]
 [5.59767590e-02 2.40000000e+01]
 [1.28756315e-01 3.30000000e+01]
 [1.38076742e-01 3.40000000e+01]]",[ 5.  7.  8.  9. 10.],0,0,0.0
15,30,10.0,"[[ 0.04307133  5.        ]
 [ 0.04457372 16.        ]
 [ 0.04534811 19.        ]
 [ 0.04923838 21.        ]
 [ 0.06694871 23.        ]
 [ 0.10156849 24.        ]
 [ 0.14277011 34.        ]]",[ 5. 16. 19. 21. 23.],0,0,0.0
16,31,10.0,"[[ 0.02947426  5.        ]
 [ 0.03120559  9.        ]
 [ 0.03354537 10.        ]
 [ 0.03490124 18.        ]
 [ 0.06746621 23.        ]]",[ 5.  9. 10. 18. 23.],1,1,0.3333333333333333
17,32,0.0,"[[2.86610126e-02 9.00000000e+00]
 [2.89422274e-02 1.00000000e+01]
 [3.21207742e-02 1.90000000e+01]
 [3.51360440e-02 2.10000000e+01]
 [4.04419303e-02 2.30000000e+01]
 [5.74700991e-02 2.40000000e+01]
 [1.43882632e-01 3.40000000e+01]]",[ 9. 10. 19. 21. 23.],0,0,0.0
18,33,10.0,"[[3.24583352e-02 3.00000000e+00]
 [3.27573419e-02 5.00000000e+00]
 [3.37883234e-02 7.00000000e+00]
 [3.43179941e-02 9.00000000e+00]
 [3.43256235e-02 1.20000000e+01]
 [3.43973152e-02 1.30000000e+01]
 [3.51604649e-02 1.60000000e+01]
 [3.51712108e-02 1.70000000e+01]
 [3.61613631e-02 1.80000000e+01]
 [3.75689438e-02 1.90000000e+01]
 [3.81546915e-02 2.00000000e+01]
 [3.87117068e-02 2.10000000e+01]
 [3.97398273e-02 2.30000000e+01]
 [4.34918072e-02 2.40000000e+01]
 [1.27392054e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 12.],0,0,0.0
19,34,10.0,"[[3.15840244e-02 5.00000000e+00]
 [3.18498015e-02 1.10000000e+01]
 [3.38523388e-02 1.50000000e+01]
 [3.39428186e-02 1.80000000e+01]
 [3.39896679e-02 1.90000000e+01]
 [3.49954814e-02 2.10000000e+01]
 [3.87833714e-02 2.30000000e+01]
 [7.64079094e-02 2.40000000e+01]
 [8.88950825e-02 3.40000000e+01]]",[ 5. 11. 15. 18. 19.],0,0,0.0
20,35,10.0,"[[3.06197852e-02 3.00000000e+00]
 [3.33611866e-02 5.00000000e+00]
 [3.42359304e-02 7.00000000e+00]
 [3.48805785e-02 8.00000000e+00]
 [3.87747884e-02 9.00000000e+00]
 [4.01852012e-02 1.00000000e+01]
 [4.06013429e-02 1.10000000e+01]
 [4.26588307e-02 1.60000000e+01]
 [4.44981217e-02 1.70000000e+01]
 [5.22795916e-02 1.80000000e+01]
 [5.72919846e-02 1.90000000e+01]
 [6.00488186e-02 2.10000000e+01]
 [6.35492802e-02 2.30000000e+01]
 [9.77262855e-02 2.40000000e+01]
 [1.05011821e-01 3.40000000e+01]]",[3. 5. 7. 8. 9.],0,0,0.0
21,37,0.0,"[[3.01812887e-02 5.00000000e+00]
 [3.22145629e-02 1.10000000e+01]
 [3.44844699e-02 1.50000000e+01]
 [3.47102165e-02 1.90000000e+01]
 [3.62679362e-02 2.10000000e+01]
 [3.74338031e-02 2.30000000e+01]
 [3.88942957e-02 2.40000000e+01]
 [5.93277216e-02 3.00000000e+01]
 [1.54251754e-01 3.40000000e+01]]",[ 5. 11. 15. 19. 21.],0,0,0.0
22,39,10.0,"[[ 0.03259314  3.        ]
 [ 0.03337369  5.        ]
 [ 0.03351514  9.        ]
 [ 0.03586162 10.        ]
 [ 0.03625038 16.        ]
 [ 0.0364526  17.        ]
 [ 0.03976744 18.        ]
 [ 0.04051761 19.        ]
 [ 0.04249314 20.        ]
 [ 0.04359686 21.        ]
 [ 0.04392964 23.        ]
 [ 0.05234194 24.        ]
 [ 0.06413412 30.        ]]",[ 3.  5.  9. 10. 16.],1,1,0.25
23,40,10.0,"[[3.04060817e-02 3.00000000e+00]
 [3.13032269e-02 5.00000000e+00]
 [3.19282321e-02 9.00000000e+00]
 [3.22641730e-02 1.00000000e+01]
 [3.24096382e-02 1.10000000e+01]
 [3.33984792e-02 1.20000000e+01]
 [3.35793836e-02 1.30000000e+01]
 [3.42008316e-02 1.50000000e+01]
 [3.49633532e-02 1.60000000e+01]
 [3.50840618e-02 1.70000000e+01]
 [3.51298635e-02 1.80000000e+01]
 [3.52388024e-02 1.90000000e+01]
 [3.53996515e-02 2.00000000e+01]
 [3.91816994e-02 2.10000000e+01]
 [4.04193750e-02 2.30000000e+01]
 [4.04228270e-02 2.40000000e+01]
 [1.43092752e-01 3.40000000e+01]]",[ 3.  5.  9. 10. 11.],1,1,0.25
24,41,10.0,"[[ 0.02929417  3.        ]
 [ 0.03027115  5.        ]
 [ 0.03076645  7.        ]
 [ 0.03084473  9.        ]
 [ 0.03091872 10.        ]
 [ 0.03092352 11.        ]
 [ 0.03134663 13.        ]
 [ 0.03136866 16.        ]
 [ 0.03381639 17.        ]
 [ 0.03541019 18.        ]
 [ 0.03673297 19.        ]
 [ 0.0375389  20.        ]
 [ 0.04010413 21.        ]
 [ 0.04599175 23.        ]
 [ 0.04619637 24.        ]
 [ 0.08255796 26.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
25,42,10.0,"[[ 0.0280751   7.        ]
 [ 0.02974772  9.        ]
 [ 0.03069541 20.        ]
 [ 0.03075278 21.        ]
 [ 0.05580893 23.        ]]",[ 7.  9. 20. 21. 23.],0,0,0.0
26,43,0.0,"[[ 0.03608873  5.        ]
 [ 0.04240699  7.        ]
 [ 0.04269258  9.        ]
 [ 0.04410301 10.        ]
 [ 0.04514218 11.        ]
 [ 0.04594576 12.        ]
 [ 0.04873199 13.        ]
 [ 0.0487904  15.        ]
 [ 0.05546581 17.        ]
 [ 0.056663   18.        ]
 [ 0.05833562 19.        ]
 [ 0.05890497 20.        ]
 [ 0.06488252 21.        ]
 [ 0.06936529 23.        ]
 [ 0.11718132 24.        ]
 [ 0.13256871 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
27,44,10.0,"[[ 0.03318559  5.        ]
 [ 0.0335019  18.        ]
 [ 0.03369654 19.        ]
 [ 0.03449315 21.        ]
 [ 0.07547581 23.        ]
 [ 0.09532446 24.        ]]",[ 5. 18. 19. 21. 23.],0,0,0.0
28,45,10.0,[[ 0.13346064 12.        ]],[12.],0,0,0.0
29,48,10.0,"[[ 0.03080928  7.        ]
 [ 0.03146601 10.        ]
 [ 0.03213411 11.        ]
 [ 0.0384244  17.        ]
 [ 0.03855893 18.        ]
 [ 0.04003024 19.        ]
 [ 0.04009655 21.        ]
 [ 0.10190201 23.        ]
 [ 0.11568171 24.        ]]",[ 7. 10. 11. 17. 18.],1,1,0.5
30,52,10.0,"[[2.96060890e-02 3.00000000e+00]
 [3.02008167e-02 5.00000000e+00]
 [3.07879831e-02 7.00000000e+00]
 [3.17951176e-02 9.00000000e+00]
 [3.25870514e-02 1.00000000e+01]
 [3.28263938e-02 1.10000000e+01]
 [3.42890620e-02 1.80000000e+01]
 [3.49393090e-02 1.90000000e+01]
 [3.73016946e-02 2.10000000e+01]
 [4.63753343e-02 2.30000000e+01]
 [5.66419363e-02 2.40000000e+01]
 [1.33690655e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 10.],1,1,0.2
31,54,10.0,"[[ 0.02987063 10.        ]
 [ 0.03294379 12.        ]
 [ 0.03742433 23.        ]
 [ 0.06419688 24.        ]]",[10. 12. 23. 24.],1,1,1.0
32,55,10.0,"[[2.74070501e-02 3.00000000e+00]
 [2.88610458e-02 5.00000000e+00]
 [2.98888683e-02 7.00000000e+00]
 [3.04396152e-02 9.00000000e+00]
 [3.06698382e-02 1.30000000e+01]
 [3.11486721e-02 1.80000000e+01]
 [3.26852202e-02 1.90000000e+01]
 [3.28999162e-02 2.00000000e+01]
 [3.29139233e-02 2.10000000e+01]
 [3.96323800e-02 2.30000000e+01]
 [4.48776782e-02 2.40000000e+01]
 [1.36919379e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 13.],0,0,0.0
33,57,10.0,"[[ 0.03004044  3.        ]
 [ 0.030804    5.        ]
 [ 0.03337557  7.        ]
 [ 0.03655976  9.        ]
 [ 0.0376547  10.        ]
 [ 0.03855953 11.        ]
 [ 0.03924689 16.        ]
 [ 0.04048581 17.        ]
 [ 0.04870546 19.        ]
 [ 0.05784619 20.        ]
 [ 0.09665395 21.        ]
 [ 0.13583314 23.        ]
 [ 0.22087359 24.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
34,58,10.0,"[[2.90898941e-02 3.00000000e+00]
 [3.03049386e-02 5.00000000e+00]
 [3.09603214e-02 7.00000000e+00]
 [3.14268750e-02 8.00000000e+00]
 [3.21906007e-02 9.00000000e+00]
 [3.26334127e-02 1.00000000e+01]
 [3.33629847e-02 1.10000000e+01]
 [3.34328095e-02 1.50000000e+01]
 [3.36333513e-02 1.70000000e+01]
 [3.99030447e-02 1.80000000e+01]
 [3.99333004e-02 1.90000000e+01]
 [4.00377072e-02 2.00000000e+01]
 [4.31614160e-02 2.10000000e+01]
 [6.01235787e-02 2.30000000e+01]
 [8.17138851e-02 2.40000000e+01]
 [1.35304272e-01 3.40000000e+01]]",[3. 5. 7. 8. 9.],0,0,0.0
35,60,10.0,"[[ 0.02643581  3.        ]
 [ 0.0269812   5.        ]
 [ 0.02702892  7.        ]
 [ 0.0281253   9.        ]
 [ 0.02849231 10.        ]
 [ 0.02859772 18.        ]
 [ 0.02947855 21.        ]
 [ 0.02964544 23.        ]
 [ 0.05979394 24.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
36,61,10.0,"[[3.01809907e-02 3.00000000e+00]
 [3.04686427e-02 5.00000000e+00]
 [3.14714909e-02 7.00000000e+00]
 [3.18732831e-02 9.00000000e+00]
 [3.22541545e-02 1.00000000e+01]
 [3.23463827e-02 1.50000000e+01]
 [3.40571404e-02 1.60000000e+01]
 [3.42417955e-02 1.70000000e+01]
 [3.45255216e-02 1.80000000e+01]
 [3.71385387e-02 1.90000000e+01]
 [3.74835117e-02 2.00000000e+01]
 [3.92554652e-02 2.10000000e+01]
 [4.08917665e-02 2.30000000e+01]
 [4.44765687e-02 2.40000000e+01]
 [5.00595212e-02 3.00000000e+01]
 [1.36948844e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 10.],1,1,0.2
37,63,10.0,"[[ 0.02882135  3.        ]
 [ 0.03065765  5.        ]
 [ 0.03072578  9.        ]
 [ 0.03164333 10.        ]
 [ 0.03185391 15.        ]
 [ 0.03205031 16.        ]
 [ 0.03224538 19.        ]
 [ 0.03459531 21.        ]
 [ 0.03605823 23.        ]
 [ 0.05143967 24.        ]]",[ 3.  5.  9. 10. 15.],1,1,0.25
38,66,0.0,"[[3.35449576e-02 3.00000000e+00]
 [3.43612432e-02 5.00000000e+00]
 [3.54198049e-02 7.00000000e+00]
 [3.77300916e-02 9.00000000e+00]
 [3.94854765e-02 1.00000000e+01]
 [4.02454478e-02 1.10000000e+01]
 [4.02531641e-02 1.20000000e+01]
 [4.50358763e-02 1.50000000e+01]
 [4.85156973e-02 1.60000000e+01]
 [5.06781489e-02 1.80000000e+01]
 [5.42956836e-02 1.90000000e+01]
 [5.70370326e-02 2.00000000e+01]
 [7.09209783e-02 2.10000000e+01]
 [7.19281435e-02 2.30000000e+01]
 [7.90491581e-02 2.40000000e+01]
 [1.30600995e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 10.],0,0,0.0
39,67,0.0,"[[2.74838010e-02 3.00000000e+00]
 [2.82793283e-02 5.00000000e+00]
 [2.92081137e-02 7.00000000e+00]
 [2.98824072e-02 9.00000000e+00]
 [3.01524599e-02 1.00000000e+01]
 [3.12212522e-02 1.10000000e+01]
 [3.16478291e-02 1.30000000e+01]
 [3.23954915e-02 1.50000000e+01]
 [3.24937214e-02 1.60000000e+01]
 [3.26122711e-02 1.70000000e+01]
 [3.26547406e-02 1.80000000e+01]
 [3.29554505e-02 1.90000000e+01]
 [3.80163221e-02 2.00000000e+01]
 [3.81902967e-02 2.10000000e+01]
 [4.16594825e-02 2.30000000e+01]
 [6.08207451e-02 2.40000000e+01]
 [1.27945289e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 10.],0,0,0.0
40,68,10.0,"[[2.72243023e-02 3.00000000e+00]
 [2.79859185e-02 5.00000000e+00]
 [2.86176503e-02 7.00000000e+00]
 [2.91327238e-02 9.00000000e+00]
 [2.93698708e-02 1.00000000e+01]
 [2.99279690e-02 1.10000000e+01]
 [3.00772786e-02 1.30000000e+01]
 [3.14539671e-02 1.50000000e+01]
 [3.20358551e-02 1.90000000e+01]
 [3.58769894e-02 2.10000000e+01]
 [5.54657578e-02 2.30000000e+01]
 [6.03980899e-02 2.40000000e+01]
 [6.45543933e-02 3.40000000e+01]]",[ 3.  5.  7.  9. 10.],1,1,0.2
41,70,10.0,"[[ 0.03026661  3.        ]
 [ 0.03079847 10.        ]
 [ 0.03600526 18.        ]
 [ 0.05706378 23.        ]
 [ 0.08487242 24.        ]]",[ 3. 10. 18. 23. 24.],1,1,0.5
42,71,10.0,"[[ 0.02827502  1.        ]
 [ 0.02960116  7.        ]
 [ 0.0298692  10.        ]
 [ 0.03178567 13.        ]
 [ 0.03265357 16.        ]
 [ 0.03750879 23.        ]
 [ 0.05476626 24.        ]]",[ 1.  7. 10. 13. 16.],1,1,0.3333333333333333
43,74,10.0,"[[2.86108851e-02 3.00000000e+00]
 [3.05038095e-02 5.00000000e+00]
 [3.06187868e-02 7.00000000e+00]
 [3.11809778e-02 9.00000000e+00]
 [3.13409865e-02 1.10000000e+01]
 [3.15974851e-02 1.30000000e+01]
 [3.45072746e-02 1.60000000e+01]
 [3.61037304e-02 1.70000000e+01]
 [3.69413495e-02 1.80000000e+01]
 [3.99785042e-02 1.90000000e+01]
 [4.44615061e-02 2.00000000e+01]
 [5.48882067e-02 2.10000000e+01]
 [6.60879016e-02 2.30000000e+01]
 [7.07054436e-02 2.40000000e+01]
 [1.52772188e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 11.],0,0,0.0
44,75,10.0,"[[ 0.02761861  5.        ]
 [ 0.02786552  7.        ]
 [ 0.03425008 19.        ]
 [ 0.03996432 23.        ]
 [ 0.10649365 24.        ]]",[ 5.  7. 19. 23. 24.],0,0,0.0
45,76,0.0,"[[ 0.03254887  5.        ]
 [ 0.03450888  7.        ]
 [ 0.03456908 10.        ]
 [ 0.0348714  11.        ]
 [ 0.04481119 19.        ]
 [ 0.06137757 21.        ]
 [ 0.06535812 23.        ]
 [ 0.11905897 24.        ]]",[ 5.  7. 10. 11. 19.],0,0,0.0
46,77,10.0,"[[ 0.03139168  3.        ]
 [ 0.03270793  5.        ]
 [ 0.032713    9.        ]
 [ 0.03273433 19.        ]
 [ 0.03406143 21.        ]
 [ 0.03472495 23.        ]
 [ 0.05591401 24.        ]]",[ 3.  5.  9. 19. 21.],0,0,0.0
47,79,10.0,"[[ 0.03329208  3.        ]
 [ 0.03545247  5.        ]
 [ 0.03660458  9.        ]
 [ 0.03746561 11.        ]
 [ 0.03887297 12.        ]
 [ 0.03919929 15.        ]
 [ 0.04119975 16.        ]
 [ 0.04342163 18.        ]
 [ 0.0435645  19.        ]
 [ 0.04568893 20.        ]
 [ 0.04969782 21.        ]
 [ 0.05002171 23.        ]
 [ 0.05433902 24.        ]
 [ 0.05864453 33.        ]]",[ 3.  5.  9. 11. 12.],0,0,0.0
48,81,10.0,"[[ 0.03489366 17.        ]
 [ 0.03491998 19.        ]
 [ 0.03877258 20.        ]
 [ 0.06046121 23.        ]
 [ 0.08671176 24.        ]
 [ 0.16408634 34.        ]]",[17. 19. 20. 23. 24.],0,0,0.0
49,82,10.0,"[[ 0.03060234  3.        ]
 [ 0.03147817  5.        ]
 [ 0.03175372  7.        ]
 [ 0.032399   10.        ]
 [ 0.03249947 11.        ]
 [ 0.03306024 13.        ]
 [ 0.0330888  15.        ]
 [ 0.03457563 17.        ]
 [ 0.03629774 18.        ]
 [ 0.03780365 19.        ]
 [ 0.04017375 20.        ]
 [ 0.0423347  21.        ]
 [ 0.04386321 23.        ]
 [ 0.06037873 24.        ]]",[ 3.  5.  7. 10. 11.],1,1,0.25
50,83,10.0,"[[ 0.0328857   3.        ]
 [ 0.03468019  5.        ]
 [ 0.03692583  7.        ]
 [ 0.0379535   9.        ]
 [ 0.04149809 11.        ]
 [ 0.04202989 12.        ]
 [ 0.04492249 15.        ]
 [ 0.0473779  17.        ]
 [ 0.04790413 18.        ]
 [ 0.04825997 19.        ]
 [ 0.04929272 20.        ]
 [ 0.04997157 21.        ]
 [ 0.06306355 23.        ]
 [ 0.07245478 24.        ]]",[ 3.  5.  7.  9. 11.],0,0,0.0
51,84,10.0,"[[ 0.02534503  3.        ]
 [ 0.02790868  5.        ]
 [ 0.02880323  9.        ]
 [ 0.03008457 18.        ]
 [ 0.03066468 19.        ]
 [ 0.03088915 20.        ]
 [ 0.03174064 21.        ]
 [ 0.03426977 23.        ]]",[ 3.  5.  9. 18. 19.],0,0,0.0
52,87,0.0,"[[2.90991962e-02 3.00000000e+00]
 [2.93548256e-02 5.00000000e+00]
 [2.94647813e-02 7.00000000e+00]
 [2.96577215e-02 9.00000000e+00]
 [2.96912591e-02 1.10000000e+01]
 [2.99436450e-02 1.30000000e+01]
 [3.00391316e-02 1.50000000e+01]
 [3.03958654e-02 1.80000000e+01]
 [3.06641857e-02 1.90000000e+01]
 [3.09382319e-02 2.00000000e+01]
 [3.19797451e-02 2.10000000e+01]
 [3.26456428e-02 2.30000000e+01]
 [3.37467790e-02 2.40000000e+01]
 [4.10622666e-02 2.60000000e+01]
 [8.64536677e-02 2.80000000e+01]
 [1.35014911e-01 3.40000000e+01]]",[ 3.  5.  7.  9. 11.],0,0,0.0
53,89,10.0,"[[ 0.02635312  5.        ]
 [ 0.02893907  7.        ]
 [ 0.03480625 10.        ]
 [ 0.03518331 17.        ]
 [ 0.03618723 18.        ]
 [ 0.03989469 19.        ]
 [ 0.06429203 21.        ]
 [ 0.13459516 23.        ]]",[ 5.  7. 10. 17. 18.],1,1,0.3333333333333333
54,90,10.0,"[[2.47020721e-02 5.00000000e+00]
 [2.65918374e-02 7.00000000e+00]
 [2.85582542e-02 9.00000000e+00]
 [3.18211317e-02 1.30000000e+01]
 [3.23299170e-02 1.70000000e+01]
 [3.45681757e-02 1.80000000e+01]
 [3.53278518e-02 1.90000000e+01]
 [3.90042961e-02 2.10000000e+01]
 [6.50023639e-02 2.30000000e+01]
 [1.01397306e-01 2.40000000e+01]
 [1.11656874e-01 3.40000000e+01]]",[ 5.  7.  9. 13. 17.],0,0,0.0
55,91,10.0,"[[ 0.03355581  3.        ]
 [ 0.03434131  9.        ]
 [ 0.03486039 17.        ]
 [ 0.03585124 18.        ]
 [ 0.03707725 19.        ]
 [ 0.03734797 20.        ]
 [ 0.03841981 23.        ]]",[ 3.  9. 17. 18. 19.],0,0,0.0
