,record,original,predict,top5,inTop5,correct,mmr
10,13,0.0,"[[ 0.0700525   5.        ]
 [ 0.07284924  7.        ]
 [ 0.07503326  9.        ]
 [ 0.0767319  10.        ]
 [ 0.07977126 11.        ]
 [ 0.07991008 16.        ]
 [ 0.08122174 17.        ]
 [ 0.08382248 18.        ]
 [ 0.08489066 19.        ]
 [ 0.08490548 20.        ]
 [ 0.08522086 21.        ]
 [ 0.09308696 23.        ]
 [ 0.09867513 24.        ]
 [ 0.2665645  34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
11,15,0.0,"[[ 0.06472528  5.        ]
 [ 0.06801543  7.        ]
 [ 0.07778439  8.        ]
 [ 0.07930248  9.        ]
 [ 0.08884568 10.        ]
 [ 0.09717536 11.        ]
 [ 0.10070562 14.        ]
 [ 0.10338586 16.        ]
 [ 0.10515555 18.        ]
 [ 0.11039202 19.        ]
 [ 0.11539577 23.        ]
 [ 0.12048417 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
12,16,10.0,"[[ 0.05900943  5.        ]
 [ 0.06686691  7.        ]
 [ 0.07060701  9.        ]
 [ 0.07754475 10.        ]
 [ 0.08586249 21.        ]
 [ 0.08662784 23.        ]
 [ 0.10485528 24.        ]
 [ 0.13318461 34.        ]]",[ 5.  7.  9. 10. 21.],1,1,0.25
13,17,0.0,"[[ 0.08412659  7.        ]
 [ 0.08522624 16.        ]
 [ 0.09809673 17.        ]
 [ 0.10298479 18.        ]
 [ 0.10412514 19.        ]
 [ 0.10977224 20.        ]
 [ 0.11578103 23.        ]
 [ 0.1225035  24.        ]
 [ 0.13490997 34.        ]]",[ 7. 16. 17. 18. 19.],0,1,0.0
14,18,0.0,"[[ 0.06541815  7.        ]
 [ 0.07361748  9.        ]
 [ 0.07390619 10.        ]
 [ 0.07510503 11.        ]
 [ 0.0786407  12.        ]
 [ 0.08195186 14.        ]
 [ 0.08428142 16.        ]
 [ 0.08504775 17.        ]
 [ 0.08632874 18.        ]
 [ 0.08952626 19.        ]
 [ 0.08976543 20.        ]
 [ 0.09299541 21.        ]
 [ 0.09536179 23.        ]
 [ 0.09767401 24.        ]
 [ 0.11564118 34.        ]]",[ 7.  9. 10. 11. 12.],0,0,0.0
15,19,10.0,"[[ 0.06383204  9.        ]
 [ 0.06732976 10.        ]
 [ 0.07160294 14.        ]
 [ 0.07983255 16.        ]
 [ 0.08026369 18.        ]
 [ 0.08788556 21.        ]
 [ 0.12171    23.        ]
 [ 0.12193757 24.        ]]",[ 9. 10. 14. 16. 18.],1,1,0.5
16,20,0.0,"[[ 0.07164621  5.        ]
 [ 0.07441401  7.        ]
 [ 0.08159715  9.        ]
 [ 0.08280267 10.        ]
 [ 0.08345025 11.        ]
 [ 0.0853524  12.        ]
 [ 0.08689141 15.        ]
 [ 0.09031117 16.        ]
 [ 0.09032178 17.        ]
 [ 0.09376967 18.        ]
 [ 0.09606445 19.        ]
 [ 0.0970334  20.        ]
 [ 0.10967746 21.        ]
 [ 0.15883903 23.        ]
 [ 0.16310811 24.        ]
 [ 0.17774397 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
17,21,10.0,"[[ 0.06231457  5.        ]
 [ 0.07278612  9.        ]
 [ 0.07527691 10.        ]
 [ 0.0774681  11.        ]
 [ 0.07873891 16.        ]
 [ 0.08593686 17.        ]
 [ 0.08831999 18.        ]
 [ 0.08867162 19.        ]
 [ 0.09966969 20.        ]
 [ 0.10922599 23.        ]
 [ 0.15636126 24.        ]
 [ 0.1605922  34.        ]]",[ 5.  9. 10. 11. 16.],1,1,0.3333333333333333
18,22,10.0,"[[ 0.06608057  7.        ]
 [ 0.07028652  9.        ]
 [ 0.10452008 23.        ]
 [ 0.13483703 24.        ]]",[ 7.  9. 23. 24.],0,0,0.0
19,23,0.0,"[[ 0.05622244  3.        ]
 [ 0.06895125  7.        ]
 [ 0.07211164  9.        ]
 [ 0.07631457 10.        ]
 [ 0.07968903 18.        ]
 [ 0.08804561 19.        ]
 [ 0.09003816 20.        ]
 [ 0.10046141 21.        ]
 [ 0.10725896 23.        ]
 [ 0.11057186 24.        ]]",[ 3.  7.  9. 10. 18.],0,0,0.0
20,24,10.0,"[[ 0.06217986  5.        ]
 [ 0.07347745 10.        ]
 [ 0.08053041 20.        ]
 [ 0.08210921 21.        ]
 [ 0.09863716 23.        ]
 [ 0.14938319 24.        ]]",[ 5. 10. 20. 21. 23.],1,1,0.5
21,25,10.0,"[[ 0.05373228  5.        ]
 [ 0.0703863   9.        ]
 [ 0.0705778  10.        ]
 [ 0.08249625 16.        ]
 [ 0.09039378 18.        ]
 [ 0.09472799 19.        ]
 [ 0.09654045 20.        ]
 [ 0.09748274 21.        ]
 [ 0.10377896 23.        ]
 [ 0.11547977 24.        ]
 [ 0.11902934 33.        ]
 [ 0.13206273 34.        ]]",[ 5.  9. 10. 16. 18.],1,1,0.3333333333333333
22,26,10.0,"[[ 0.06892097  5.        ]
 [ 0.08367491  9.        ]
 [ 0.09005451 18.        ]
 [ 0.11220878 24.        ]]",[ 5.  9. 18. 24.],0,0,0.0
23,27,0.0,"[[ 0.07486385  5.        ]
 [ 0.08709695  9.        ]
 [ 0.08856609 11.        ]
 [ 0.08949313 16.        ]
 [ 0.09115322 17.        ]
 [ 0.09466513 18.        ]
 [ 0.09836251 19.        ]
 [ 0.09851044 20.        ]
 [ 0.1036011  21.        ]
 [ 0.10510325 23.        ]
 [ 0.10698396 24.        ]
 [ 0.11040521 34.        ]]",[ 5.  9. 11. 16. 17.],0,0,0.0
24,28,0.0,"[[ 0.05676323  5.        ]
 [ 0.07054237  7.        ]
 [ 0.07929215  9.        ]
 [ 0.08077451 10.        ]
 [ 0.08978132 16.        ]
 [ 0.08988972 17.        ]
 [ 0.09649006 19.        ]
 [ 0.10100699 21.        ]
 [ 0.1074378  23.        ]
 [ 0.12617272 24.        ]]",[ 5.  7.  9. 10. 16.],0,0,0.0
25,29,0.0,"[[ 0.05002964  5.        ]
 [ 0.06965233  9.        ]
 [ 0.07418306 12.        ]
 [ 0.09038992 16.        ]
 [ 0.09661037 18.        ]
 [ 0.10229033 21.        ]
 [ 0.1146009  23.        ]
 [ 0.11824572 24.        ]
 [ 0.12007533 34.        ]]",[ 5.  9. 12. 16. 18.],0,1,0.0
26,30,10.0,"[[ 0.06400409  5.        ]
 [ 0.07868922 17.        ]
 [ 0.07889962 18.        ]
 [ 0.07921666 19.        ]
 [ 0.08060127 23.        ]
 [ 0.09391516 24.        ]
 [ 0.09472948 34.        ]]",[ 5. 17. 18. 19. 23.],0,0,0.0
27,31,10.0,"[[ 0.07434714  7.        ]
 [ 0.07563269  9.        ]
 [ 0.08894707 11.        ]
 [ 0.09748793 16.        ]
 [ 0.11371061 19.        ]
 [ 0.11404431 23.        ]
 [ 0.12942743 24.        ]
 [ 0.12947637 34.        ]]",[ 7.  9. 11. 16. 19.],0,0,0.0
28,32,0.0,"[[ 0.07170113  9.        ]
 [ 0.08695688 10.        ]
 [ 0.09066993 16.        ]
 [ 0.09073952 17.        ]
 [ 0.09413994 19.        ]
 [ 0.0947535  20.        ]
 [ 0.10969756 23.        ]
 [ 0.11217874 24.        ]
 [ 0.11863422 34.        ]]",[ 9. 10. 16. 17. 19.],0,0,0.0
29,33,10.0,"[[ 0.05758041  7.        ]
 [ 0.06248128  8.        ]
 [ 0.06396478  9.        ]
 [ 0.07299441 10.        ]
 [ 0.07517942 13.        ]
 [ 0.07535028 17.        ]
 [ 0.08274385 18.        ]
 [ 0.09552681 19.        ]
 [ 0.10052478 20.        ]
 [ 0.12740946 23.        ]
 [ 0.14487934 24.        ]]",[ 7.  8.  9. 10. 13.],1,1,0.25
30,34,10.0,"[[ 0.06892183  5.        ]
 [ 0.07305035  9.        ]
 [ 0.08916628 10.        ]
 [ 0.09014854 12.        ]
 [ 0.09182739 16.        ]
 [ 0.09464449 17.        ]
 [ 0.09913611 18.        ]
 [ 0.10117877 19.        ]
 [ 0.10278542 20.        ]
 [ 0.1070833  23.        ]
 [ 0.10839272 24.        ]
 [ 0.11058713 34.        ]]",[ 5.  9. 10. 12. 16.],1,1,0.3333333333333333
31,35,10.0,"[[ 0.07393599  5.        ]
 [ 0.07397632  9.        ]
 [ 0.0769968  18.        ]
 [ 0.08087349 19.        ]
 [ 0.09339844 23.        ]
 [ 0.11150086 24.        ]
 [ 0.13180673 34.        ]]",[ 5.  9. 18. 19. 23.],0,0,0.0
32,36,0.0,"[[ 0.07662535  5.        ]
 [ 0.07708985  9.        ]
 [ 0.07870772 11.        ]
 [ 0.07890711 14.        ]
 [ 0.08460559 16.        ]
 [ 0.08754197 17.        ]
 [ 0.08794349 18.        ]
 [ 0.09191543 19.        ]
 [ 0.09314644 20.        ]
 [ 0.09418535 21.        ]
 [ 0.09569311 23.        ]
 [ 0.09872672 24.        ]]",[ 5.  9. 11. 14. 16.],0,0,0.0
33,37,0.0,"[[ 0.06372181  5.        ]
 [ 0.07010687  7.        ]
 [ 0.07207288  9.        ]
 [ 0.07264735 10.        ]
 [ 0.07361362 11.        ]
 [ 0.07504717 12.        ]
 [ 0.07601176 13.        ]
 [ 0.07605079 14.        ]
 [ 0.07664812 16.        ]
 [ 0.07692671 17.        ]
 [ 0.07742023 18.        ]
 [ 0.08283509 19.        ]
 [ 0.08879109 21.        ]
 [ 0.08987987 23.        ]
 [ 0.11011101 24.        ]
 [ 0.11538804 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
34,38,0.0,"[[ 0.06990683  5.        ]
 [ 0.07895744  7.        ]
 [ 0.07966003  9.        ]
 [ 0.08158803 10.        ]
 [ 0.08276504 15.        ]
 [ 0.08549604 16.        ]
 [ 0.08670273 17.        ]
 [ 0.08778953 18.        ]
 [ 0.09254566 19.        ]
 [ 0.09360161 20.        ]
 [ 0.0950582  21.        ]
 [ 0.09748676 23.        ]
 [ 0.10155195 24.        ]]",[ 5.  7.  9. 10. 15.],0,0,0.0
35,39,10.0,"[[ 0.07446642  5.        ]
 [ 0.08088005 15.        ]
 [ 0.08235812 18.        ]
 [ 0.09124324 23.        ]
 [ 0.12171221 24.        ]]",[ 5. 15. 18. 23. 24.],0,0,0.0
36,40,10.0,"[[ 0.0658322   5.        ]
 [ 0.06976062  7.        ]
 [ 0.0709084  16.        ]
 [ 0.07800645 18.        ]
 [ 0.08034471 19.        ]
 [ 0.08804456 20.        ]
 [ 0.11631703 23.        ]
 [ 0.13716066 24.        ]]",[ 5.  7. 16. 18. 19.],0,0,0.0
37,41,10.0,"[[ 0.07095818 10.        ]
 [ 0.07153833 13.        ]
 [ 0.08564538 18.        ]
 [ 0.0924648  19.        ]
 [ 0.09706336 20.        ]
 [ 0.11104959 23.        ]
 [ 0.12152785 24.        ]]",[10. 13. 18. 19. 20.],1,1,1.0
38,42,10.0,"[[ 0.04160586  5.        ]
 [ 0.04509775  7.        ]
 [ 0.07399088 10.        ]
 [ 0.0765625  17.        ]
 [ 0.07723677 19.        ]
 [ 0.07874376 20.        ]
 [ 0.07942773 21.        ]
 [ 0.07999218 23.        ]
 [ 0.084381   24.        ]
 [ 0.0907855  33.        ]]",[ 5.  7. 10. 17. 19.],1,1,0.3333333333333333
39,43,0.0,"[[ 0.05109355  5.        ]
 [ 0.06255552  7.        ]
 [ 0.0630272   9.        ]
 [ 0.0644954  10.        ]
 [ 0.07196212 15.        ]
 [ 0.07294226 16.        ]
 [ 0.08435535 17.        ]
 [ 0.08626011 18.        ]
 [ 0.087111   19.        ]
 [ 0.09486667 20.        ]
 [ 0.09681705 21.        ]
 [ 0.09926532 23.        ]
 [ 0.11941004 24.        ]
 [ 0.12851614 34.        ]]",[ 5.  7.  9. 10. 15.],0,0,0.0
40,44,10.0,"[[ 0.07233214  9.        ]
 [ 0.07431941 10.        ]
 [ 0.07916999 23.        ]
 [ 0.09240919 24.        ]]",[ 9. 10. 23. 24.],1,1,0.5
41,45,10.0,"[[ 0.06755495  5.        ]
 [ 0.06889904  7.        ]
 [ 0.0708223   9.        ]
 [ 0.07730556 10.        ]
 [ 0.08058989 11.        ]
 [ 0.08597629 17.        ]
 [ 0.09111452 18.        ]
 [ 0.09212919 19.        ]
 [ 0.09348228 20.        ]
 [ 0.09386241 21.        ]
 [ 0.09680021 23.        ]
 [ 0.09988962 24.        ]
 [ 0.12245682 34.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
42,46,0.0,"[[ 0.06842679  5.        ]
 [ 0.06879985  7.        ]
 [ 0.07001501 11.        ]
 [ 0.07131213 12.        ]
 [ 0.07172185 16.        ]
 [ 0.0732571  17.        ]
 [ 0.07918    19.        ]
 [ 0.08864243 20.        ]
 [ 0.0891009  21.        ]
 [ 0.08937118 23.        ]
 [ 0.10087303 24.        ]]",[ 5.  7. 11. 12. 16.],0,0,0.0
43,47,0.0,"[[ 0.07273726  5.        ]
 [ 0.07682514 10.        ]
 [ 0.07966912 12.        ]
 [ 0.07985148 16.        ]
 [ 0.08303566 17.        ]
 [ 0.08808176 18.        ]
 [ 0.1021107  19.        ]
 [ 0.10774684 21.        ]
 [ 0.11496316 23.        ]
 [ 0.11581206 24.        ]
 [ 0.11765194 34.        ]]",[ 5. 10. 12. 16. 17.],0,0,0.0
44,48,10.0,"[[ 0.05765194  7.        ]
 [ 0.06970114  8.        ]
 [ 0.07016808  9.        ]
 [ 0.07452649 10.        ]
 [ 0.08884299 16.        ]
 [ 0.09073842 18.        ]
 [ 0.11116934 23.        ]
 [ 0.11574066 24.        ]
 [ 0.12524635 33.        ]
 [ 0.13947988 34.        ]]",[ 7.  8.  9. 10. 16.],1,1,0.25
45,49,0.0,"[[ 0.061764    5.        ]
 [ 0.07243492 11.        ]
 [ 0.07645528 16.        ]
 [ 0.08395349 17.        ]
 [ 0.08472466 18.        ]
 [ 0.08796974 19.        ]
 [ 0.09464109 23.        ]
 [ 0.11504674 24.        ]]",[ 5. 11. 16. 17. 18.],0,0,0.0
46,50,0.0,"[[ 0.07146146  5.        ]
 [ 0.07250606  7.        ]
 [ 0.07491457  9.        ]
 [ 0.07580279 15.        ]
 [ 0.0778647  16.        ]
 [ 0.08535005 18.        ]
 [ 0.08988751 19.        ]
 [ 0.09614638 21.        ]
 [ 0.11201414 23.        ]
 [ 0.11622465 24.        ]
 [ 0.12806228 34.        ]]",[ 5.  7.  9. 15. 16.],0,1,0.0
47,51,0.0,"[[ 0.06507945  5.        ]
 [ 0.06611633  9.        ]
 [ 0.06997713 10.        ]
 [ 0.07137091 12.        ]
 [ 0.07691956 16.        ]
 [ 0.07722396 17.        ]
 [ 0.08500938 18.        ]
 [ 0.08577079 19.        ]
 [ 0.08621435 20.        ]
 [ 0.09242627 21.        ]
 [ 0.09781594 23.        ]
 [ 0.10539091 24.        ]]",[ 5.  9. 10. 12. 16.],0,0,0.0
48,52,10.0,"[[ 0.05268639  5.        ]
 [ 0.07165968  7.        ]
 [ 0.08609363  9.        ]
 [ 0.08886373 10.        ]
 [ 0.09209543 16.        ]
 [ 0.09601146 17.        ]
 [ 0.1050325  19.        ]
 [ 0.13020438 20.        ]
 [ 0.13203275 23.        ]
 [ 0.1327765  24.        ]
 [ 0.14266181 34.        ]]",[ 5.  7.  9. 10. 16.],1,1,0.25
49,53,0.0,"[[ 0.06405276  5.        ]
 [ 0.06712452  7.        ]
 [ 0.07055601  9.        ]
 [ 0.07084256 10.        ]
 [ 0.07209224 11.        ]
 [ 0.07299519 14.        ]
 [ 0.07366014 16.        ]
 [ 0.07501936 17.        ]
 [ 0.07517737 18.        ]
 [ 0.076749   19.        ]
 [ 0.08356586 20.        ]
 [ 0.08389145 21.        ]
 [ 0.08590969 23.        ]
 [ 0.10220377 24.        ]
 [ 0.10581499 33.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
50,54,10.0,"[[ 0.06711689  5.        ]
 [ 0.06919444  9.        ]
 [ 0.07877065 10.        ]
 [ 0.07907951 18.        ]
 [ 0.09435183 19.        ]
 [ 0.09581447 20.        ]
 [ 0.09685608 23.        ]
 [ 0.12021309 24.        ]]",[ 5.  9. 10. 18. 19.],1,1,0.3333333333333333
51,55,10.0,"[[ 0.05444694  5.        ]
 [ 0.0573442   9.        ]
 [ 0.06182349 10.        ]
 [ 0.07204461 18.        ]
 [ 0.0967476  23.        ]
 [ 0.09725233 24.        ]]",[ 5.  9. 10. 18. 23.],1,1,0.3333333333333333
52,56,0.0,"[[ 0.07203768  5.        ]
 [ 0.07316899 11.        ]
 [ 0.07816648 12.        ]
 [ 0.07878768 16.        ]
 [ 0.08052997 17.        ]
 [ 0.08253627 20.        ]
 [ 0.0883391  21.        ]
 [ 0.08995736 23.        ]
 [ 0.09243742 24.        ]]",[ 5. 11. 12. 16. 17.],0,0,0.0
53,57,10.0,"[[ 0.06671751  7.        ]
 [ 0.07002228 18.        ]
 [ 0.08290374 19.        ]
 [ 0.12593055 20.        ]]",[ 7. 18. 19. 20.],0,0,0.0
54,58,10.0,"[[ 0.06373465  5.        ]
 [ 0.06755584  8.        ]
 [ 0.07574999  9.        ]
 [ 0.07918004 10.        ]
 [ 0.08026767 11.        ]
 [ 0.08046869 12.        ]
 [ 0.08114105 16.        ]
 [ 0.08129138 17.        ]
 [ 0.08745356 19.        ]
 [ 0.08784221 20.        ]
 [ 0.08908123 21.        ]
 [ 0.09885943 23.        ]
 [ 0.10273087 24.        ]]",[ 5.  8.  9. 10. 11.],1,1,0.25
55,59,0.0,"[[ 0.05525517  3.        ]
 [ 0.07311225  7.        ]
 [ 0.07421452  9.        ]
 [ 0.08437558 10.        ]
 [ 0.0908643  11.        ]
 [ 0.10177275 17.        ]
 [ 0.10577437 18.        ]
 [ 0.11361313 19.        ]
 [ 0.11512935 20.        ]
 [ 0.12763125 21.        ]
 [ 0.13525784 22.        ]
 [ 0.14049885 23.        ]
 [ 0.14413047 24.        ]]",[ 3.  7.  9. 10. 11.],0,0,0.0
56,60,10.0,"[[ 0.06927884 16.        ]
 [ 0.06968766 17.        ]
 [ 0.07686684 19.        ]
 [ 0.07810389 21.        ]
 [ 0.09013915 23.        ]
 [ 0.0952407  24.        ]
 [ 0.12928164 34.        ]]",[16. 17. 19. 21. 23.],0,0,0.0
57,61,10.0,"[[ 0.07011783  5.        ]
 [ 0.07835007  7.        ]
 [ 0.08206817  9.        ]
 [ 0.082445   10.        ]
 [ 0.08274825 11.        ]
 [ 0.0849904  12.        ]
 [ 0.08582912 13.        ]
 [ 0.08583613 17.        ]
 [ 0.08967808 18.        ]
 [ 0.09048401 19.        ]
 [ 0.09203127 20.        ]
 [ 0.09693557 21.        ]
 [ 0.09961638 23.        ]
 [ 0.10036164 24.        ]
 [ 0.13206935 34.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
58,62,0.0,"[[ 0.06677401  5.        ]
 [ 0.08110473  7.        ]
 [ 0.08178748  8.        ]
 [ 0.08542798  9.        ]
 [ 0.08694287 10.        ]
 [ 0.08750665 11.        ]
 [ 0.08811249 13.        ]
 [ 0.08889848 14.        ]
 [ 0.08896111 16.        ]
 [ 0.08931768 17.        ]
 [ 0.08939132 18.        ]
 [ 0.09038717 19.        ]
 [ 0.10735674 20.        ]
 [ 0.11553085 21.        ]
 [ 0.12445564 23.        ]
 [ 0.13426092 24.        ]
 [ 0.1597414  34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
59,63,10.0,"[[ 0.0637126  10.        ]
 [ 0.0726233  11.        ]
 [ 0.07519209 16.        ]
 [ 0.07746224 17.        ]
 [ 0.08638    20.        ]
 [ 0.08785635 23.        ]
 [ 0.09822222 24.        ]
 [ 0.16497266 33.        ]]",[10. 11. 16. 17. 20.],1,1,1.0
60,64,0.0,"[[ 0.05830106  5.        ]
 [ 0.06193817  9.        ]
 [ 0.06233346 10.        ]
 [ 0.07085085 11.        ]
 [ 0.07208943 16.        ]
 [ 0.07237607 17.        ]
 [ 0.07341638 18.        ]
 [ 0.08412194 19.        ]
 [ 0.10216724 23.        ]
 [ 0.18345147 24.        ]]",[ 5.  9. 10. 11. 16.],0,0,0.0
61,65,0.0,"[[ 0.050469    5.        ]
 [ 0.05778256  9.        ]
 [ 0.05949983 10.        ]
 [ 0.07012299 11.        ]
 [ 0.07230476 18.        ]
 [ 0.07526943 19.        ]
 [ 0.0812486  20.        ]
 [ 0.08447073 23.        ]
 [ 0.08625817 24.        ]]",[ 5.  9. 10. 11. 18.],0,0,0.0
62,66,0.0,"[[ 0.06932768  7.        ]
 [ 0.0725266   9.        ]
 [ 0.07325059 17.        ]
 [ 0.07697965 18.        ]
 [ 0.07733427 19.        ]
 [ 0.09085971 20.        ]
 [ 0.10091732 23.        ]
 [ 0.11151402 24.        ]]",[ 7.  9. 17. 18. 19.],0,1,0.0
63,67,0.0,"[[ 0.06270021  5.        ]
 [ 0.06820798  7.        ]
 [ 0.0700739   9.        ]
 [ 0.07353359 10.        ]
 [ 0.07387088 17.        ]
 [ 0.07397421 18.        ]
 [ 0.07528225 19.        ]
 [ 0.08054802 20.        ]
 [ 0.0824364  21.        ]
 [ 0.09099458 23.        ]
 [ 0.12542158 24.        ]
 [ 0.12756747 34.        ]]",[ 5.  7.  9. 10. 17.],0,0,0.0
64,68,10.0,"[[ 0.05331868  9.        ]
 [ 0.06844074 10.        ]
 [ 0.08688939 14.        ]
 [ 0.08820368 17.        ]
 [ 0.092502   20.        ]
 [ 0.10606843 23.        ]
 [ 0.11138842 24.        ]
 [ 0.12400663 34.        ]]",[ 9. 10. 14. 17. 20.],1,1,0.5
65,69,0.0,"[[ 0.06781912  9.        ]
 [ 0.0746025  10.        ]
 [ 0.07811233 11.        ]
 [ 0.07916576 16.        ]
 [ 0.08577722 17.        ]
 [ 0.0862087  23.        ]
 [ 0.16840893 24.        ]]",[ 9. 10. 11. 16. 17.],0,0,0.0
66,70,10.0,"[[ 0.06364527  5.        ]
 [ 0.06571081  9.        ]
 [ 0.07397491 16.        ]
 [ 0.07833891 19.        ]
 [ 0.07836473 20.        ]
 [ 0.07862294 21.        ]
 [ 0.08813609 23.        ]
 [ 0.10214353 24.        ]]",[ 5.  9. 16. 19. 20.],0,0,0.0
67,71,10.0,"[[ 0.07329541  9.        ]
 [ 0.08071679 23.        ]
 [ 0.08378318 24.        ]
 [ 0.08688569 34.        ]]",[ 9. 23. 24. 34.],0,0,0.0
68,72,0.0,"[[ 0.05989087  5.        ]
 [ 0.0704479   7.        ]
 [ 0.07476483  9.        ]
 [ 0.08038497 10.        ]
 [ 0.08793896 11.        ]
 [ 0.08806348 17.        ]
 [ 0.08976575 18.        ]
 [ 0.09501135 19.        ]
 [ 0.10209221 21.        ]
 [ 0.10671226 23.        ]
 [ 0.12524447 24.        ]
 [ 0.13294685 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
69,73,0.0,"[[ 0.08576343  5.        ]
 [ 0.09046342  9.        ]
 [ 0.09881477 18.        ]
 [ 0.10237306 19.        ]
 [ 0.10388106 23.        ]
 [ 0.11079007 24.        ]
 [ 0.11712155 34.        ]]",[ 5.  9. 18. 19. 23.],0,1,0.0
70,74,10.0,"[[ 0.05382901  5.        ]
 [ 0.06768411  9.        ]
 [ 0.07356447 10.        ]
 [ 0.08353138 14.        ]
 [ 0.08859158 20.        ]
 [ 0.09404649 23.        ]
 [ 0.11732525 24.        ]
 [ 0.13364828 34.        ]]",[ 5.  9. 10. 14. 20.],1,1,0.3333333333333333
