,record,original,predict,top5,inTop5,correct,mmr
16,20,0.0,"[[ 0.12990403  3.        ]
 [ 0.13857937  5.        ]
 [ 0.1416716   8.        ]
 [ 0.15216506  9.        ]
 [ 0.16628826 10.        ]
 [ 0.16979766 11.        ]
 [ 0.17374634 12.        ]
 [ 0.17675996 14.        ]
 [ 0.17766605 15.        ]
 [ 0.1787395  16.        ]
 [ 0.19260106 17.        ]
 [ 0.20472692 19.        ]
 [ 0.22048924 20.        ]
 [ 0.23627558 23.        ]
 [ 0.24160037 24.        ]
 [ 0.26170301 34.        ]]",[ 3.  5.  8.  9. 10.],0,0,0.0
17,21,10.0,"[[ 0.13646652  9.        ]
 [ 0.14174926 11.        ]
 [ 0.15643638 12.        ]
 [ 0.15808231 16.        ]
 [ 0.16121161 17.        ]
 [ 0.17136736 19.        ]
 [ 0.1770374  20.        ]
 [ 0.19683915 23.        ]
 [ 0.22152438 24.        ]
 [ 0.2407766  34.        ]]",[ 9. 11. 12. 16. 17.],0,0,0.0
18,22,10.0,"[[ 0.08566326  7.        ]
 [ 0.08919883  9.        ]
 [ 0.10336769 11.        ]
 [ 0.10402173 20.        ]
 [ 0.10436261 23.        ]
 [ 0.14547849 28.        ]
 [ 0.18774712 33.        ]]",[ 7.  9. 11. 20. 23.],0,0,0.0
19,23,0.0,"[[ 0.09312141  7.        ]
 [ 0.0998534   9.        ]
 [ 0.10511255 10.        ]
 [ 0.11794531 18.        ]
 [ 0.13410618 19.        ]
 [ 0.13669062 20.        ]
 [ 0.14409995 23.        ]
 [ 0.14637066 24.        ]
 [ 0.17680348 26.        ]
 [ 0.20906913 27.        ]
 [ 0.21745513 33.        ]]",[ 7.  9. 10. 18. 19.],0,0,0.0
20,24,10.0,"[[ 0.11345065  9.        ]
 [ 0.11357772 16.        ]
 [ 0.1411671  17.        ]
 [ 0.14418769 18.        ]
 [ 0.14619124 21.        ]
 [ 0.15349746 23.        ]
 [ 0.15962201 24.        ]
 [ 0.28546286 33.        ]]",[ 9. 16. 17. 18. 21.],0,0,0.0
21,25,10.0,"[[ 0.13865018  9.        ]
 [ 0.14614326 12.        ]
 [ 0.15584317 15.        ]
 [ 0.15676239 16.        ]
 [ 0.15767623 19.        ]
 [ 0.15791559 23.        ]
 [ 0.16383576 24.        ]
 [ 0.25735152 33.        ]]",[ 9. 12. 15. 16. 19.],0,0,0.0
22,26,10.0,"[[ 0.11881936 17.        ]
 [ 0.13053513 23.        ]
 [ 0.15754068 24.        ]
 [ 0.17772535 33.        ]]",[17. 23. 24. 33.],0,0,0.0
23,27,0.0,"[[ 0.16678458  7.        ]
 [ 0.16752883  9.        ]
 [ 0.17590424 10.        ]
 [ 0.18433458 15.        ]
 [ 0.1924119  16.        ]
 [ 0.22470157 17.        ]
 [ 0.23258206 18.        ]
 [ 0.24081624 19.        ]
 [ 0.24323502 23.        ]
 [ 0.25478693 24.        ]]",[ 7.  9. 10. 15. 16.],0,0,0.0
24,28,0.0,"[[ 0.10580063  1.        ]
 [ 0.11474499  2.        ]
 [ 0.11891544  5.        ]
 [ 0.12176986  7.        ]
 [ 0.12271404  9.        ]
 [ 0.12639036 10.        ]
 [ 0.1282624  11.        ]
 [ 0.13145482 12.        ]
 [ 0.13422692 16.        ]
 [ 0.13449913 17.        ]
 [ 0.13601571 18.        ]
 [ 0.13875771 19.        ]
 [ 0.14237368 20.        ]
 [ 0.14649677 23.        ]
 [ 0.14702487 24.        ]
 [ 0.15756113 28.        ]
 [ 0.17118043 33.        ]
 [ 0.20739088 34.        ]]",[1. 2. 5. 7. 9.],0,1,0.0
25,29,0.0,"[[ 0.06702173  7.        ]
 [ 0.10510941  8.        ]
 [ 0.10535467  9.        ]
 [ 0.1088568  10.        ]
 [ 0.11063465 16.        ]
 [ 0.13246495 17.        ]
 [ 0.14943687 19.        ]
 [ 0.15151066 20.        ]
 [ 0.1902734  23.        ]
 [ 0.20482261 24.        ]
 [ 0.22065578 33.        ]]",[ 7.  8.  9. 10. 16.],0,0,0.0
26,30,10.0,"[[ 0.10623622  7.        ]
 [ 0.12200987  8.        ]
 [ 0.13015178 16.        ]
 [ 0.13154483 17.        ]
 [ 0.14580283 19.        ]
 [ 0.14688683 23.        ]
 [ 0.17228174 24.        ]]",[ 7.  8. 16. 17. 19.],0,0,0.0
27,31,10.0,"[[ 0.10393095  7.        ]
 [ 0.14327568  9.        ]
 [ 0.17194134 17.        ]
 [ 0.20017135 23.        ]
 [ 0.20101923 24.        ]
 [ 0.220966   33.        ]]",[ 7.  9. 17. 23. 24.],0,0,0.0
28,32,0.0,"[[ 0.12158018  7.        ]
 [ 0.12200111  8.        ]
 [ 0.12556717  9.        ]
 [ 0.13310868 10.        ]
 [ 0.14354104 12.        ]
 [ 0.14745148 13.        ]
 [ 0.16586846 16.        ]
 [ 0.17428863 17.        ]
 [ 0.17669871 18.        ]
 [ 0.17936873 19.        ]
 [ 0.18613627 20.        ]
 [ 0.23642462 23.        ]
 [ 0.24684036 24.        ]
 [ 0.25698164 33.        ]]",[ 7.  8.  9. 10. 12.],0,0,0.0
29,33,10.0,"[[ 0.11744022  7.        ]
 [ 0.11923373  9.        ]
 [ 0.12891543 10.        ]
 [ 0.13718671 12.        ]
 [ 0.14547259 17.        ]
 [ 0.14975107 18.        ]
 [ 0.15418357 19.        ]
 [ 0.1828507  23.        ]
 [ 0.2193743  24.        ]
 [ 0.25933528 33.        ]
 [ 0.30719173 34.        ]]",[ 7.  9. 10. 12. 17.],1,1,0.3333333333333333
30,34,10.0,"[[ 0.14061248  9.        ]
 [ 0.15004617 12.        ]
 [ 0.16973865 13.        ]
 [ 0.18409717 16.        ]
 [ 0.20164129 17.        ]
 [ 0.20652241 18.        ]
 [ 0.21855823 19.        ]
 [ 0.24139512 21.        ]
 [ 0.24250095 23.        ]
 [ 0.24358791 24.        ]]",[ 9. 12. 13. 16. 17.],0,0,0.0
31,35,10.0,"[[ 0.1545119   9.        ]
 [ 0.17019423 18.        ]
 [ 0.18652827 19.        ]
 [ 0.19213472 23.        ]
 [ 0.22595912 33.        ]]",[ 9. 18. 19. 23. 33.],0,0,0.0
32,36,0.0,"[[ 0.12767321  9.        ]
 [ 0.12973923 12.        ]
 [ 0.13345444 13.        ]
 [ 0.13430593 16.        ]
 [ 0.13833017 17.        ]
 [ 0.13950894 18.        ]
 [ 0.15298898 19.        ]
 [ 0.16173369 20.        ]
 [ 0.17847931 23.        ]
 [ 0.2177875  24.        ]
 [ 0.24351573 33.        ]
 [ 0.25487173 34.        ]]",[ 9. 12. 13. 16. 17.],0,1,0.0
33,37,0.0,"[[ 0.10320402  8.        ]
 [ 0.12657714  9.        ]
 [ 0.13006521 10.        ]
 [ 0.13434682 11.        ]
 [ 0.1379811  12.        ]
 [ 0.14047123 13.        ]
 [ 0.14122639 14.        ]
 [ 0.14934823 16.        ]
 [ 0.15424003 17.        ]
 [ 0.15480459 18.        ]
 [ 0.16564011 19.        ]
 [ 0.1685077  20.        ]
 [ 0.16885995 21.        ]
 [ 0.16919628 23.        ]
 [ 0.1750257  24.        ]
 [ 0.20732015 33.        ]
 [ 0.21087921 34.        ]]",[ 8.  9. 10. 11. 12.],0,0,0.0
34,38,0.0,"[[ 0.12523691  1.        ]
 [ 0.12607628  8.        ]
 [ 0.13042188  9.        ]
 [ 0.13217789 10.        ]
 [ 0.13544003 12.        ]
 [ 0.13637459 15.        ]
 [ 0.13643038 16.        ]
 [ 0.13686836 17.        ]
 [ 0.13942369 19.        ]
 [ 0.13953545 20.        ]
 [ 0.14021602 23.        ]
 [ 0.14197549 24.        ]
 [ 0.14401412 26.        ]
 [ 0.14494401 27.        ]
 [ 0.14870787 28.        ]
 [ 0.15755996 33.        ]
 [ 0.23240411 34.        ]]",[ 1.  8.  9. 10. 12.],0,0,0.0
35,39,10.0,"[[ 0.11284482  5.        ]
 [ 0.12917632 12.        ]
 [ 0.13431853 15.        ]
 [ 0.13468611 16.        ]
 [ 0.14691645 18.        ]
 [ 0.14766204 19.        ]
 [ 0.15967798 23.        ]
 [ 0.19919708 33.        ]]",[ 5. 12. 15. 16. 18.],0,0,0.0
36,40,10.0,"[[ 0.10203236  7.        ]
 [ 0.10779679 10.        ]
 [ 0.12332511 11.        ]
 [ 0.12983871 12.        ]
 [ 0.13253057 17.        ]
 [ 0.13715255 19.        ]
 [ 0.17583498 20.        ]
 [ 0.18764615 21.        ]
 [ 0.2261517  23.        ]]",[ 7. 10. 11. 12. 17.],1,1,0.5
37,41,10.0,"[[ 0.09508026  7.        ]
 [ 0.11736608  8.        ]
 [ 0.12383258  9.        ]
 [ 0.1394397  16.        ]
 [ 0.14391655 17.        ]
 [ 0.16197789 18.        ]
 [ 0.18600193 19.        ]
 [ 0.20213085 23.        ]
 [ 0.26034641 24.        ]]",[ 7.  8.  9. 16. 17.],0,0,0.0
38,42,10.0,"[[ 0.08536319  1.        ]
 [ 0.08733162  7.        ]
 [ 0.09954908  8.        ]
 [ 0.11590183  9.        ]
 [ 0.11935404 10.        ]
 [ 0.13861871 16.        ]
 [ 0.14049709 17.        ]
 [ 0.14085409 18.        ]
 [ 0.14188015 19.        ]
 [ 0.15133771 23.        ]
 [ 0.15147313 24.        ]
 [ 0.16195959 33.        ]]",[ 1.  7.  8.  9. 10.],1,1,0.2
39,43,0.0,"[[ 0.09140906  7.        ]
 [ 0.09374714  9.        ]
 [ 0.10005146 10.        ]
 [ 0.11336501 11.        ]
 [ 0.11961937 14.        ]
 [ 0.12009192 15.        ]
 [ 0.12268487 16.        ]
 [ 0.13104808 17.        ]
 [ 0.14743404 18.        ]
 [ 0.15181688 19.        ]
 [ 0.17489934 20.        ]
 [ 0.1765734  23.        ]
 [ 0.1866817  24.        ]
 [ 0.20017129 28.        ]
 [ 0.23164082 33.        ]
 [ 0.28462007 34.        ]]",[ 7.  9. 10. 11. 14.],0,0,0.0
40,44,10.0,"[[ 0.09702879  7.        ]
 [ 0.10567886  9.        ]
 [ 0.16733289 20.        ]
 [ 0.20050734 23.        ]
 [ 0.22283697 24.        ]]",[ 7.  9. 20. 23. 24.],0,0,0.0
41,45,10.0,"[[ 0.10211289  7.        ]
 [ 0.10364255  9.        ]
 [ 0.1086629  10.        ]
 [ 0.11892021 11.        ]
 [ 0.12265396 12.        ]
 [ 0.12639987 15.        ]
 [ 0.13319093 16.        ]
 [ 0.14322606 17.        ]
 [ 0.14830222 18.        ]
 [ 0.15057123 19.        ]
 [ 0.15634938 20.        ]
 [ 0.15756571 21.        ]
 [ 0.16387572 23.        ]
 [ 0.18552244 24.        ]
 [ 0.1882565  27.        ]
 [ 0.19015763 28.        ]
 [ 0.20618802 33.        ]
 [ 0.27887374 34.        ]]",[ 7.  9. 10. 11. 12.],1,1,0.3333333333333333
42,46,0.0,"[[ 0.11708963  9.        ]
 [ 0.12374283 12.        ]
 [ 0.15288571 15.        ]
 [ 0.16408333 16.        ]
 [ 0.16628235 17.        ]
 [ 0.18252838 18.        ]
 [ 0.19807624 19.        ]
 [ 0.20027351 21.        ]
 [ 0.2004646  23.        ]
 [ 0.22422212 24.        ]
 [ 0.26088554 33.        ]]",[ 9. 12. 15. 16. 17.],0,1,0.0
43,47,0.0,"[[ 0.1044755   4.        ]
 [ 0.10830432  9.        ]
 [ 0.1170708  10.        ]
 [ 0.11939228 11.        ]
 [ 0.14043655 13.        ]
 [ 0.14762363 16.        ]
 [ 0.19987732 17.        ]
 [ 0.20939082 18.        ]
 [ 0.21091372 19.        ]
 [ 0.21547788 21.        ]
 [ 0.2311802  23.        ]
 [ 0.24859804 24.        ]
 [ 0.26596545 33.        ]]",[ 4.  9. 10. 11. 13.],0,0,0.0
44,48,10.0,"[[ 0.11732459  7.        ]
 [ 0.14552402  9.        ]
 [ 0.14929193 16.        ]
 [ 0.15752801 17.        ]
 [ 0.16518736 23.        ]]",[ 7.  9. 16. 17. 23.],0,0,0.0
45,49,0.0,"[[ 0.13510976 17.        ]
 [ 0.15225296 19.        ]
 [ 0.16767239 23.        ]
 [ 0.19396341 24.        ]
 [ 0.21320086 33.        ]
 [ 0.3056078  34.        ]]",[17. 19. 23. 24. 33.],0,1,0.0
46,50,0.0,"[[ 0.10417616  7.        ]
 [ 0.11777364  9.        ]
 [ 0.15252709 11.        ]
 [ 0.1569685  15.        ]
 [ 0.16149991 16.        ]
 [ 0.1935575  17.        ]
 [ 0.19986289 18.        ]
 [ 0.20006493 20.        ]
 [ 0.20853955 23.        ]
 [ 0.21022636 24.        ]
 [ 0.27313781 33.        ]]",[ 7.  9. 11. 15. 16.],0,0,0.0
47,51,0.0,"[[ 0.10375762  7.        ]
 [ 0.14497602  9.        ]
 [ 0.14782366 10.        ]
 [ 0.1486726  12.        ]
 [ 0.1531192  16.        ]
 [ 0.15346159 17.        ]
 [ 0.15401077 18.        ]
 [ 0.15904006 19.        ]
 [ 0.16251633 20.        ]
 [ 0.17093956 23.        ]
 [ 0.18704088 24.        ]
 [ 0.25841218 33.        ]
 [ 0.26291403 34.        ]]",[ 7.  9. 10. 12. 16.],0,0,0.0
48,52,10.0,"[[ 0.10263157  3.        ]
 [ 0.10476804  9.        ]
 [ 0.13069373 10.        ]
 [ 0.13376319 11.        ]
 [ 0.14109731 13.        ]
 [ 0.16387436 16.        ]
 [ 0.1647923  17.        ]
 [ 0.16664682 19.        ]
 [ 0.18663555 20.        ]
 [ 0.18799639 23.        ]
 [ 0.19448381 24.        ]
 [ 0.22959133 28.        ]
 [ 0.24201769 33.        ]
 [ 0.28685045 34.        ]]",[ 3.  9. 10. 11. 13.],1,1,0.3333333333333333
49,53,0.0,"[[ 0.09347606  9.        ]
 [ 0.11457211 10.        ]
 [ 0.12158197 11.        ]
 [ 0.12523832 14.        ]
 [ 0.13703657 16.        ]
 [ 0.13898182 17.        ]
 [ 0.14316911 21.        ]
 [ 0.14641612 23.        ]
 [ 0.14870489 24.        ]
 [ 0.15325602 33.        ]]",[ 9. 10. 11. 14. 16.],0,0,0.0
50,54,10.0,"[[ 0.08858383  8.        ]
 [ 0.10652745  9.        ]
 [ 0.11193895 10.        ]
 [ 0.14709741 16.        ]
 [ 0.14904327 17.        ]
 [ 0.18397662 19.        ]
 [ 0.18898973 20.        ]
 [ 0.20640621 23.        ]
 [ 0.21120265 24.        ]]",[ 8.  9. 10. 16. 17.],1,1,0.3333333333333333
51,55,10.0,"[[ 0.11632907  7.        ]
 [ 0.1194883   9.        ]
 [ 0.13059258 18.        ]
 [ 0.16064773 19.        ]
 [ 0.19465226 20.        ]
 [ 0.23458523 23.        ]]",[ 7.  9. 18. 19. 20.],0,0,0.0
52,56,0.0,"[[ 0.13715873  9.        ]
 [ 0.14475116 12.        ]
 [ 0.14496985 16.        ]
 [ 0.14635396 17.        ]
 [ 0.14936931 18.        ]
 [ 0.15924422 19.        ]
 [ 0.16558209 20.        ]
 [ 0.16715153 23.        ]
 [ 0.18031655 24.        ]
 [ 0.18117678 33.        ]]",[ 9. 12. 16. 17. 18.],0,1,0.0
53,57,10.0,"[[ 0.11189556 12.        ]
 [ 0.13600934 16.        ]
 [ 0.25847322 23.        ]]",[12. 16. 23.],0,0,0.0
54,58,10.0,"[[ 0.12823164  7.        ]
 [ 0.13444012  8.        ]
 [ 0.13628193  9.        ]
 [ 0.13736168 10.        ]
 [ 0.14647353 11.        ]
 [ 0.14806566 15.        ]
 [ 0.15180834 16.        ]
 [ 0.15597676 17.        ]
 [ 0.1572437  18.        ]
 [ 0.17073667 19.        ]
 [ 0.17643    23.        ]
 [ 0.18315939 24.        ]
 [ 0.19632619 33.        ]
 [ 0.21336587 34.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
55,59,0.0,"[[ 0.10458267  3.        ]
 [ 0.11122137  7.        ]
 [ 0.11826956  8.        ]
 [ 0.13693821  9.        ]
 [ 0.14385253 10.        ]
 [ 0.14877239 11.        ]
 [ 0.15963781 12.        ]
 [ 0.16680082 16.        ]
 [ 0.1708317  17.        ]
 [ 0.18182242 19.        ]
 [ 0.20140761 20.        ]
 [ 0.20906148 23.        ]
 [ 0.20937685 24.        ]
 [ 0.28188505 33.        ]
 [ 0.29129821 34.        ]]",[ 3.  7.  8.  9. 10.],0,0,0.0
56,60,10.0,"[[ 0.11349905 10.        ]
 [ 0.12427002 16.        ]
 [ 0.14059371 17.        ]
 [ 0.14354662 18.        ]
 [ 0.14813209 19.        ]
 [ 0.14983356 20.        ]
 [ 0.1712572  23.        ]
 [ 0.20893037 24.        ]
 [ 0.24913877 33.        ]]",[10. 16. 17. 18. 19.],1,1,1.0
57,61,10.0,"[[ 0.09159565  3.        ]
 [ 0.1091727   7.        ]
 [ 0.1107873   8.        ]
 [ 0.1172545   9.        ]
 [ 0.11903155 10.        ]
 [ 0.1381188  11.        ]
 [ 0.13956052 12.        ]
 [ 0.14262504 16.        ]
 [ 0.14768956 17.        ]
 [ 0.15244946 18.        ]
 [ 0.1654575  19.        ]
 [ 0.18334745 20.        ]
 [ 0.18536998 21.        ]
 [ 0.20017342 23.        ]
 [ 0.20746229 24.        ]
 [ 0.21547794 33.        ]
 [ 0.26539958 34.        ]]",[ 3.  7.  8.  9. 10.],1,1,0.2
58,62,0.0,"[[ 0.0984383   7.        ]
 [ 0.12698823  8.        ]
 [ 0.12917377  9.        ]
 [ 0.13201324 10.        ]
 [ 0.13452621 11.        ]
 [ 0.13591915 12.        ]
 [ 0.13665081 13.        ]
 [ 0.15319823 14.        ]
 [ 0.15741134 15.        ]
 [ 0.15829327 16.        ]
 [ 0.16052625 17.        ]
 [ 0.16851933 18.        ]
 [ 0.17506632 19.        ]
 [ 0.17591352 20.        ]
 [ 0.18267683 23.        ]
 [ 0.19833609 24.        ]
 [ 0.22104371 33.        ]
 [ 0.2235146  34.        ]]",[ 7.  8.  9. 10. 11.],0,0,0.0
59,63,10.0,"[[ 0.12505239  7.        ]
 [ 0.12514675 10.        ]
 [ 0.14438441 13.        ]
 [ 0.14720845 17.        ]
 [ 0.15032196 18.        ]
 [ 0.16705301 19.        ]
 [ 0.17034359 20.        ]
 [ 0.20161927 21.        ]
 [ 0.23442769 23.        ]
 [ 0.24048752 24.        ]]",[ 7. 10. 13. 17. 18.],1,1,0.5
60,64,0.0,"[[ 0.11787027  3.        ]
 [ 0.13250196  9.        ]
 [ 0.13467151 10.        ]
 [ 0.14351058 13.        ]
 [ 0.1544435  16.        ]
 [ 0.17040658 17.        ]
 [ 0.19085331 20.        ]
 [ 0.32644635 23.        ]]",[ 3.  9. 10. 13. 16.],0,0,0.0
61,65,0.0,"[[ 0.09298764  1.        ]
 [ 0.10376754  5.        ]
 [ 0.11652621  9.        ]
 [ 0.11707368 13.        ]
 [ 0.12686777 18.        ]
 [ 0.13089461 20.        ]
 [ 0.13199958 23.        ]
 [ 0.13308624 24.        ]
 [ 0.14292753 33.        ]
 [ 0.16107309 34.        ]]",[ 1.  5.  9. 13. 18.],0,1,0.0
62,66,0.0,"[[ 0.12900347 10.        ]
 [ 0.13561505 18.        ]
 [ 0.14258772 19.        ]
 [ 0.15328021 23.        ]
 [ 0.17608046 24.        ]
 [ 0.21581176 33.        ]]",[10. 18. 19. 23. 24.],0,0,0.0
63,67,0.0,"[[ 0.09648877  7.        ]
 [ 0.11795923  8.        ]
 [ 0.1223663   9.        ]
 [ 0.12576018 16.        ]
 [ 0.12760297 17.        ]
 [ 0.13926214 18.        ]
 [ 0.14080257 20.        ]
 [ 0.1544134  23.        ]
 [ 0.18927675 24.        ]
 [ 0.21250633 33.        ]]",[ 7.  8.  9. 16. 17.],0,1,0.0
64,68,10.0,"[[ 0.09699929  7.        ]
 [ 0.1148349   9.        ]
 [ 0.13014543 12.        ]
 [ 0.15441549 17.        ]
 [ 0.15761715 18.        ]
 [ 0.16437103 23.        ]
 [ 0.17928243 24.        ]
 [ 0.23169798 33.        ]
 [ 0.28782326 34.        ]]",[ 7.  9. 12. 17. 18.],0,0,0.0
65,69,0.0,"[[ 0.11904305  9.        ]
 [ 0.12608226 10.        ]
 [ 0.12628105 17.        ]
 [ 0.15577805 18.        ]
 [ 0.17064879 19.        ]
 [ 0.19606689 23.        ]
 [ 0.19662684 24.        ]]",[ 9. 10. 17. 18. 19.],0,0,0.0
