,record,original,predict,top5,inTop5,correct,mmr
10,11,0.0,"[[ 0.73776926  7.        ]
 [ 1.22639656 10.        ]
 [ 1.25180459 16.        ]
 [ 1.36108585 18.        ]
 [ 1.7082516  19.        ]
 [ 1.82936406 23.        ]
 [ 2.43546478 24.        ]]",[ 7. 10. 16. 18. 19.],0,0,0.0
11,12,0.0,"[[ 0.86579418  5.        ]
 [ 0.96027633  7.        ]
 [ 1.14773178  8.        ]
 [ 1.18943854  9.        ]
 [ 1.37182868 10.        ]
 [ 1.51544273 12.        ]
 [ 1.57838875 13.        ]
 [ 1.65455902 16.        ]
 [ 1.70448713 17.        ]
 [ 1.74556764 18.        ]
 [ 1.80858514 19.        ]
 [ 1.83747626 20.        ]
 [ 1.9526531  21.        ]
 [ 3.56124646 23.        ]
 [ 5.34866042 24.        ]
 [ 5.89012051 33.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
12,13,10.0,"[[ 1.48289752  7.        ]
 [ 1.59184289 12.        ]
 [ 1.69728611 18.        ]
 [ 2.1432333  19.        ]
 [ 2.16450977 23.        ]
 [ 2.37720716 24.        ]]",[ 7. 12. 18. 19. 23.],0,0,0.0
13,14,0.0,"[[ 1.28527864  5.        ]
 [ 1.5340904   7.        ]
 [ 1.56619751  9.        ]
 [ 1.57659543 17.        ]
 [ 1.6076792  18.        ]
 [ 1.6215198  19.        ]
 [ 1.69037783 20.        ]
 [ 1.87466145 23.        ]
 [ 1.99511942 24.        ]]",[ 5.  7.  9. 17. 18.],0,1,0.0
14,15,10.0,"[[ 1.29135257  8.        ]
 [ 1.48252249  9.        ]
 [ 1.61941338 12.        ]
 [ 1.68704196 16.        ]
 [ 1.79346406 17.        ]
 [ 1.82155514 18.        ]
 [ 2.31613159 21.        ]
 [ 3.6515789  23.        ]
 [ 7.23836708 24.        ]]",[ 8.  9. 12. 16. 17.],0,0,0.0
15,16,0.0,"[[ 1.30925209  5.        ]
 [ 1.34201317  7.        ]
 [ 1.41953564  8.        ]
 [ 1.44029066  9.        ]
 [ 1.48165011 10.        ]
 [ 1.50937378 11.        ]
 [ 1.65504638 18.        ]
 [ 1.94871452 19.        ]
 [ 2.04185253 23.        ]
 [ 2.11477617 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
16,17,0.0,"[[ 0.83936     5.        ]
 [ 1.13114667  7.        ]
 [ 1.14088106  8.        ]
 [ 1.20671052  9.        ]
 [ 1.23518896 10.        ]
 [ 1.37407959 13.        ]
 [ 1.46246421 16.        ]
 [ 1.87996101 23.        ]
 [ 2.00831819 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
17,18,10.0,"[[ 1.66758299  8.        ]
 [ 1.83379102  9.        ]
 [ 2.16298151 12.        ]
 [ 3.76162744 18.        ]
 [ 3.89733199 19.        ]
 [ 4.61338051 20.        ]
 [ 5.27715778 21.        ]
 [ 7.53181362 33.        ]]",[ 8.  9. 12. 18. 19.],0,0,0.0
18,19,0.0,"[[ 1.82181724  5.        ]
 [ 1.87485914  7.        ]
 [ 1.91489895  8.        ]
 [ 1.94276154  9.        ]
 [ 1.98007404 10.        ]
 [ 2.00564641 12.        ]
 [ 2.03205964 13.        ]
 [ 2.15044946 16.        ]
 [ 2.25564972 17.        ]
 [ 2.28511324 18.        ]
 [ 2.32447052 19.        ]
 [ 2.54941291 21.        ]
 [ 7.18538094 23.        ]
 [ 7.30174739 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
19,20,0.0,"[[ 1.50632453  5.        ]
 [ 1.53436728  7.        ]
 [ 1.59724236  8.        ]
 [ 1.76369106  9.        ]
 [ 1.88250211 10.        ]
 [ 2.19676547 12.        ]
 [ 2.268618   17.        ]
 [ 2.70211673 18.        ]
 [ 3.16315292 19.        ]
 [ 3.65548754 20.        ]
 [ 3.99566698 21.        ]
 [ 5.34261162 23.        ]
 [ 5.60470819 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
20,21,0.0,"[[ 1.28707337  7.        ]
 [ 1.33455586  8.        ]
 [ 1.39233367  9.        ]
 [ 1.42782165 10.        ]
 [ 1.44625742 11.        ]
 [ 1.56190608 13.        ]
 [ 1.70920579 15.        ]
 [ 1.73983997 18.        ]
 [ 1.82622404 20.        ]
 [ 1.96391479 21.        ]
 [ 2.14672074 23.        ]
 [ 2.70192385 24.        ]]",[ 7.  8.  9. 10. 11.],0,0,0.0
21,22,10.0,"[[ 1.48645874  5.        ]
 [ 1.64123682  7.        ]
 [ 1.7295285   8.        ]
 [ 1.75209934  9.        ]
 [ 1.75220972 10.        ]
 [ 1.76514893 11.        ]
 [ 1.85624141 12.        ]
 [ 1.94434142 13.        ]
 [ 1.95018816 16.        ]
 [ 2.0122744  17.        ]
 [ 2.15895001 18.        ]
 [ 2.21693003 19.        ]
 [ 2.48045447 21.        ]
 [ 2.50412536 23.        ]
 [ 3.32711929 24.        ]
 [ 3.67235231 26.        ]
 [ 6.68809408 28.        ]
 [ 9.39129734 34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
22,23,0.0,"[[ 1.45669007  5.        ]
 [ 1.52043104  7.        ]
 [ 1.52075414  8.        ]
 [ 1.65710936  9.        ]
 [ 1.74531042 10.        ]
 [ 1.81197576 13.        ]
 [ 2.13129465 17.        ]
 [ 2.19955897 18.        ]
 [ 2.7943608  20.        ]
 [ 2.99281394 21.        ]
 [ 6.54209827 23.        ]
 [ 6.64175537 24.        ]
 [ 7.89181893 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
23,24,10.0,"[[ 1.32924352  9.        ]
 [ 1.78834367 23.        ]
 [ 1.91786474 24.        ]]",[ 9. 23. 24.],0,0,0.0
24,25,10.0,"[[ 1.64570779  9.        ]
 [ 1.71774214 10.        ]
 [ 1.92079473 12.        ]
 [ 2.0006032  18.        ]
 [ 2.13753015 19.        ]
 [ 2.76491547 20.        ]
 [ 3.53507543 23.        ]
 [ 4.41603754 24.        ]]",[ 9. 10. 12. 18. 19.],1,1,0.5
25,26,0.0,"[[ 0.99098563  5.        ]
 [ 1.17459372  7.        ]
 [ 1.22793752  8.        ]
 [ 1.35304677  9.        ]
 [ 1.36005309 10.        ]
 [ 1.42906833 11.        ]
 [ 1.64470005 16.        ]
 [ 1.70606979 17.        ]
 [ 1.71044713 18.        ]
 [ 1.73392069 19.        ]
 [ 1.78285904 21.        ]
 [ 1.80682158 23.        ]
 [ 1.8612199  24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
26,27,10.0,"[[ 1.35095215  9.        ]
 [ 1.4770546  10.        ]
 [ 1.86326337 12.        ]
 [ 1.88836789 18.        ]
 [ 2.15812182 19.        ]
 [ 2.72723775 21.        ]
 [ 3.30345611 23.        ]
 [ 5.67637777 24.        ]]",[ 9. 10. 12. 18. 19.],1,1,0.5
27,28,0.0,"[[ 1.49475253 10.        ]
 [ 1.54202676 16.        ]
 [ 1.79582751 18.        ]
 [ 1.89398527 19.        ]
 [ 2.00271458 20.        ]
 [ 3.15706778 21.        ]
 [ 3.58048391 24.        ]]",[10. 16. 18. 19. 20.],0,0,0.0
28,29,10.0,"[[ 1.70742075  5.        ]
 [ 1.88098288  8.        ]
 [ 1.93130028  9.        ]
 [ 2.00940824 10.        ]
 [ 2.92448366 11.        ]
 [ 3.33071232 18.        ]
 [10.66363394 23.        ]]",[ 5.  8.  9. 10. 11.],1,1,0.25
29,30,0.0,"[[ 0.75285769  7.        ]
 [ 1.13604542  8.        ]
 [ 1.43756771  9.        ]
 [ 1.82094586 16.        ]
 [ 1.97968191 19.        ]
 [ 2.62550426 23.        ]]",[ 7.  8.  9. 16. 19.],0,1,0.0
30,31,10.0,"[[ 1.31987643  3.        ]
 [ 1.57296693  5.        ]
 [ 1.68681204  7.        ]
 [ 1.94336277  9.        ]
 [ 1.95713234 10.        ]
 [ 2.05835587 12.        ]
 [ 2.06038451 13.        ]
 [ 2.09892654 17.        ]
 [ 2.15444249 18.        ]
 [ 2.23419189 19.        ]
 [ 2.36572727 20.        ]
 [ 2.39199674 21.        ]
 [ 3.71167481 23.        ]
 [ 7.0777001  24.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
31,32,0.0,"[[ 0.82180614  5.        ]
 [ 0.97652239  7.        ]
 [ 1.28105927  8.        ]
 [ 1.41670549  9.        ]
 [ 1.5770843  10.        ]
 [ 1.65504307 13.        ]
 [ 1.69402909 16.        ]
 [ 1.78812373 18.        ]
 [ 1.92528138 19.        ]
 [ 2.06525517 21.        ]
 [ 3.62596909 23.        ]
 [ 4.98099672 24.        ]
 [ 8.49218045 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
32,34,0.0,"[[ 1.3716132   5.        ]
 [ 1.47463518  7.        ]
 [ 1.73661697  8.        ]
 [ 1.95334494  9.        ]
 [ 1.9599663  10.        ]
 [ 1.99406901 13.        ]
 [ 2.06309162 17.        ]
 [ 2.07252757 18.        ]
 [ 2.37940106 19.        ]
 [ 3.05175041 21.        ]
 [ 3.56229199 23.        ]
 [ 5.26889959 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
33,35,10.0,"[[ 1.40792179  3.        ]
 [ 1.5167295   5.        ]
 [ 1.61126244  7.        ]
 [ 1.65992355  8.        ]
 [ 1.67636919  9.        ]
 [ 1.84815753 10.        ]
 [ 2.10005911 11.        ]
 [ 2.19898353 12.        ]
 [ 2.81121373 16.        ]
 [ 3.22495228 18.        ]
 [ 3.3470162  19.        ]
 [ 3.34972358 21.        ]
 [ 3.54229387 23.        ]
 [ 4.28258568 24.        ]
 [ 5.0072279  28.        ]]",[3. 5. 7. 8. 9.],0,0,0.0
34,36,0.0,"[[ 1.22864151  5.        ]
 [ 1.28461508  7.        ]
 [ 1.58098272  8.        ]
 [ 1.66976428  9.        ]
 [ 1.7160018  10.        ]
 [ 1.75608492 16.        ]
 [ 1.78688347 17.        ]
 [ 1.8254703  18.        ]
 [ 2.20401454 19.        ]
 [ 2.31803024 23.        ]
 [ 5.34929258 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
35,38,0.0,"[[ 1.45660639  9.        ]
 [ 1.55710596 10.        ]
 [ 1.70207369 11.        ]
 [ 1.80785112 16.        ]
 [ 1.81559741 18.        ]
 [ 1.84170399 19.        ]
 [ 2.09738898 21.        ]
 [ 2.11906302 23.        ]
 [ 2.34433997 24.        ]
 [ 2.35472407 27.        ]]",[ 9. 10. 11. 16. 18.],0,0,0.0
36,39,0.0,"[[ 0.8662868   5.        ]
 [ 1.07149038  7.        ]
 [ 1.19455719  8.        ]
 [ 1.29608442  9.        ]
 [ 1.34838108 10.        ]
 [ 1.35496539 11.        ]
 [ 1.38815784 13.        ]
 [ 1.5804131  16.        ]
 [ 1.60732973 17.        ]
 [ 1.63318992 18.        ]
 [ 1.71229491 19.        ]
 [ 1.71414655 20.        ]
 [ 1.83513153 21.        ]
 [ 1.89354724 23.        ]
 [ 1.93744614 24.        ]
 [ 2.20532894 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
37,40,0.0,"[[ 0.88889337  5.        ]
 [ 0.96474475  7.        ]
 [ 1.11357111  9.        ]
 [ 1.35723217 10.        ]
 [ 1.37047887 11.        ]
 [ 1.39711618 18.        ]
 [ 1.88442953 20.        ]
 [ 2.11728867 21.        ]
 [ 2.64973575 23.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
38,41,10.0,"[[ 1.79061604  5.        ]
 [ 2.17404461  9.        ]
 [ 2.34699631 10.        ]
 [ 2.52887613 11.        ]
 [ 2.65663838 16.        ]
 [ 2.67066646 17.        ]
 [ 2.85359946 18.        ]
 [ 2.98696494 19.        ]
 [ 3.83598638 23.        ]
 [ 4.53033495 24.        ]]",[ 5.  9. 10. 11. 16.],1,1,0.3333333333333333
39,42,0.0,"[[ 1.4788835   5.        ]
 [ 1.57531428  7.        ]
 [ 1.59467246  8.        ]
 [ 1.60945779  9.        ]
 [ 1.75095931 10.        ]
 [ 1.77591431 18.        ]
 [ 1.84774521 19.        ]
 [ 1.89445968 20.        ]
 [ 2.18609333 21.        ]
 [ 2.75765941 23.        ]
 [ 7.55324329 24.        ]
 [ 8.71766154 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
40,43,10.0,"[[ 1.37297165  7.        ]
 [ 1.72631919  9.        ]
 [ 1.95663699 10.        ]
 [ 3.14590836 23.        ]
 [ 4.80885241 24.        ]]",[ 7.  9. 10. 23. 24.],1,1,0.3333333333333333
41,44,0.0,"[[ 1.52332866  5.        ]
 [ 1.65973139  7.        ]
 [ 1.69181478  8.        ]
 [ 1.69382879  9.        ]
 [ 1.79664016 10.        ]
 [ 1.87038475 16.        ]
 [ 2.3443678  17.        ]
 [ 2.37207747 18.        ]
 [ 2.42941864 19.        ]
 [ 2.47840798 20.        ]
 [ 2.51680456 23.        ]
 [ 6.22906256 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
42,45,10.0,"[[ 1.16390562  5.        ]
 [ 1.2542026   8.        ]
 [ 1.6107899   9.        ]
 [ 1.67683256 10.        ]
 [ 1.89142179 12.        ]
 [ 1.94635969 15.        ]
 [ 2.05989671 18.        ]
 [ 2.26469183 19.        ]
 [ 3.11537325 20.        ]
 [ 3.13146512 23.        ]
 [ 4.51450336 24.        ]
 [ 6.55610299 34.        ]]",[ 5.  8.  9. 10. 12.],1,1,0.25
43,46,0.0,"[[ 0.89030368 10.        ]
 [ 0.94396716 11.        ]
 [ 0.95542151 13.        ]
 [ 1.24825632 18.        ]
 [ 1.435884   19.        ]
 [ 1.52536047 23.        ]
 [ 2.17906427 24.        ]]",[10. 11. 13. 18. 19.],0,0,0.0
44,47,0.0,"[[ 1.41986848  5.        ]
 [ 1.75977546  7.        ]
 [ 2.05849272 17.        ]
 [ 2.12431479 19.        ]
 [ 2.16728926 23.        ]]",[ 5.  7. 17. 19. 23.],0,1,0.0
45,48,0.0,"[[ 1.89711603  5.        ]
 [ 1.91534448  7.        ]
 [ 1.95241642  9.        ]
 [ 2.0703578  16.        ]
 [ 2.24428757 18.        ]
 [ 2.28830367 19.        ]
 [ 2.28889465 23.        ]
 [ 2.40044653 24.        ]]",[ 5.  7.  9. 16. 18.],0,1,0.0
46,49,0.0,"[[ 1.30624282  5.        ]
 [ 1.31567681  7.        ]
 [ 1.43438855  8.        ]
 [ 1.51700633  9.        ]
 [ 1.52168285 10.        ]
 [ 1.59465691 11.        ]
 [ 1.64957448 12.        ]
 [ 1.65413424 13.        ]
 [ 1.70730424 17.        ]
 [ 2.21557441 18.        ]
 [ 2.34079952 19.        ]
 [ 2.37838513 20.        ]
 [ 2.52254701 21.        ]
 [ 2.59518242 23.        ]
 [ 2.77499199 24.        ]
 [ 8.03779491 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
47,51,10.0,"[[ 1.62023417  5.        ]
 [ 1.64941573  7.        ]
 [ 1.7733785   8.        ]
 [ 1.85816926  9.        ]
 [ 1.87442577 10.        ]
 [ 1.90105963 11.        ]
 [ 1.90632027 12.        ]
 [ 1.93884475 13.        ]
 [ 1.94467759 15.        ]
 [ 1.98087704 16.        ]
 [ 2.00453883 17.        ]
 [ 2.13012989 18.        ]
 [ 2.44848443 19.        ]
 [ 2.54780281 20.        ]
 [ 2.5740709  21.        ]
 [ 2.60849963 23.        ]
 [ 4.26683569 24.        ]
 [ 4.69506645 33.        ]
 [ 5.94140565 34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
48,52,0.0,"[[ 1.5803509   5.        ]
 [ 1.65156874  7.        ]
 [ 1.75211949  8.        ]
 [ 1.75420091  9.        ]
 [ 1.89396286 11.        ]
 [ 1.9113602  12.        ]
 [ 1.95588925 13.        ]
 [ 2.00159512 16.        ]
 [ 2.00794357 17.        ]
 [ 2.0505758  18.        ]
 [ 2.09682545 19.        ]
 [ 2.25119649 20.        ]
 [ 2.4165569  21.        ]
 [ 2.56429477 23.        ]
 [ 4.77207545 24.        ]]",[ 5.  7.  8.  9. 11.],0,0,0.0
49,53,10.0,"[[ 1.08208537  7.        ]
 [ 1.58819461  8.        ]
 [ 1.69169398  9.        ]
 [ 1.79869282 10.        ]
 [ 2.51412249 18.        ]
 [ 2.75244761 19.        ]
 [ 4.05946493 20.        ]
 [ 4.77409315 23.        ]]",[ 7.  8.  9. 10. 18.],1,1,0.25
50,54,10.0,"[[ 1.09505111  5.        ]
 [ 1.55190063  7.        ]
 [ 1.80302823  8.        ]
 [ 1.94318438  9.        ]
 [ 1.97304487 10.        ]
 [ 2.15829587 11.        ]
 [ 2.38230181 13.        ]
 [ 2.53926778 18.        ]
 [ 2.81196177 19.        ]
 [ 2.90223679 20.        ]
 [ 3.02253819 21.        ]
 [ 3.47320495 23.        ]
 [ 5.46350527 24.        ]
 [ 8.32804489 34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
51,55,0.0,"[[ 1.1800974   3.        ]
 [ 1.59438317  5.        ]
 [ 1.62589018  7.        ]
 [ 1.75718475  8.        ]
 [ 1.79274337  9.        ]
 [ 1.89311147 10.        ]
 [ 1.9855094  11.        ]
 [ 2.13703585 12.        ]
 [ 2.23200062 13.        ]
 [ 2.27380456 17.        ]
 [ 2.3092968  18.        ]
 [ 2.33893815 19.        ]
 [ 2.35795372 20.        ]
 [ 2.49537114 21.        ]
 [ 2.79794475 23.        ]
 [ 5.67630289 24.        ]
 [ 7.40680109 34.        ]]",[3. 5. 7. 8. 9.],0,1,0.0
52,56,10.0,"[[ 1.12756371  1.        ]
 [ 1.29397011  5.        ]
 [ 1.50937858  7.        ]
 [ 1.74688065  8.        ]
 [ 1.91656339  9.        ]
 [ 1.95929747 10.        ]
 [ 2.08900112 11.        ]
 [ 2.14453208 16.        ]
 [ 2.15348649 17.        ]
 [ 2.15542507 18.        ]
 [ 2.28539371 19.        ]
 [ 2.67427558 20.        ]
 [ 2.73111178 21.        ]
 [ 3.04972565 23.        ]
 [ 6.8714313  24.        ]]",[1. 5. 7. 8. 9.],0,0,0.0
53,58,10.0,"[[ 0.81545138  3.        ]
 [ 1.16328317  7.        ]
 [ 2.28610146  8.        ]
 [ 2.34450611  9.        ]
 [ 2.66953516 10.        ]
 [ 2.68793368 19.        ]
 [ 5.61803555 23.        ]]",[ 3.  7.  8.  9. 10.],1,1,0.2
54,59,10.0,"[[ 1.04232609  5.        ]
 [ 1.13654709  7.        ]
 [ 1.34452963  8.        ]
 [ 1.42004243  9.        ]
 [ 1.46241736 10.        ]
 [ 1.59733684 11.        ]
 [ 1.70994377 12.        ]
 [ 1.9357301  17.        ]
 [ 2.0501187  18.        ]
 [ 2.94991869 19.        ]
 [ 3.07509732 21.        ]
 [ 6.70549331 23.        ]
 [ 6.88911915 24.        ]
 [ 6.98535633 34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
55,60,10.0,"[[ 1.30964702  5.        ]
 [ 1.58352109  7.        ]
 [ 1.76968044  9.        ]
 [ 1.83600402 10.        ]
 [ 1.85611081 13.        ]
 [ 1.92413557 17.        ]
 [ 2.15855086 18.        ]
 [ 2.23944265 19.        ]
 [ 2.82436778 20.        ]
 [ 3.31050446 23.        ]
 [ 4.95001463 24.        ]]",[ 5.  7.  9. 10. 13.],1,1,0.25
56,61,0.0,"[[ 1.3583945   5.        ]
 [ 1.46348706  9.        ]
 [ 1.47633934 10.        ]
 [ 1.50484657 11.        ]
 [ 1.71934962 15.        ]
 [ 1.87546939 16.        ]
 [ 1.89803869 17.        ]
 [ 1.90433621 18.        ]
 [ 1.98089541 19.        ]
 [ 2.23779655 20.        ]
 [ 2.51194655 21.        ]
 [ 2.76635766 23.        ]
 [ 4.44074726 24.        ]]",[ 5.  9. 10. 11. 15.],0,0,0.0
57,62,10.0,"[[ 1.03103417 19.        ]
 [ 1.35644889 20.        ]
 [ 1.64171374 21.        ]
 [ 1.71633029 23.        ]
 [ 2.09176087 24.        ]]",[19. 20. 21. 23. 24.],0,0,0.0
58,63,0.0,"[[ 1.15345931  5.        ]
 [ 1.26225541  7.        ]
 [ 1.73485231  8.        ]
 [ 2.00752213  9.        ]
 [ 2.46095392 10.        ]
 [ 2.55893016 11.        ]
 [ 2.64281687 12.        ]
 [ 3.09567653 13.        ]
 [ 3.23304966 15.        ]
 [ 3.45235404 17.        ]
 [ 3.64747643 18.        ]
 [ 3.75992851 19.        ]
 [ 3.76268674 20.        ]
 [ 4.04393367 21.        ]
 [ 5.4631424  23.        ]
 [ 6.58336937 24.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
59,64,0.0,"[[ 1.18303776  5.        ]
 [ 1.296782    7.        ]
 [ 1.53132999  9.        ]
 [ 1.53180695 10.        ]
 [ 1.70143151 12.        ]
 [ 1.7536132  17.        ]
 [ 1.8064146  18.        ]
 [ 1.95785224 19.        ]
 [ 1.99831005 20.        ]
 [ 2.33912015 21.        ]
 [ 3.00693202 23.        ]]",[ 5.  7.  9. 10. 12.],0,0,0.0
60,65,0.0,"[[ 0.89723545  5.        ]
 [ 1.39019385  8.        ]
 [ 1.50818205  9.        ]
 [ 1.7296769  12.        ]
 [ 1.80028035 16.        ]
 [ 1.83486114 17.        ]
 [ 1.89327741 18.        ]
 [ 1.90691066 19.        ]
 [ 1.95901324 20.        ]
 [ 1.99298263 23.        ]
 [ 2.55535519 24.        ]]",[ 5.  8.  9. 12. 16.],0,1,0.0
61,66,10.0,"[[ 1.62161303  5.        ]
 [ 1.67690766  7.        ]
 [ 1.77884364  8.        ]
 [ 1.83494425  9.        ]
 [ 2.03462172 10.        ]
 [ 2.1984427  18.        ]
 [ 2.49960685 20.        ]
 [ 2.78876257 21.        ]
 [ 4.31212536 23.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
62,67,10.0,"[[ 1.46181231  3.        ]
 [ 1.52684432  5.        ]
 [ 1.58236039  7.        ]
 [ 1.64603615  8.        ]
 [ 1.65899758  9.        ]
 [ 1.73769748 10.        ]
 [ 1.7723809  11.        ]
 [ 1.79537646 12.        ]
 [ 1.85583365 13.        ]
 [ 1.9439145  17.        ]
 [ 2.10748935 18.        ]
 [ 2.20549677 19.        ]
 [ 2.34648164 20.        ]
 [ 2.35632974 21.        ]
 [ 3.14399827 23.        ]
 [ 3.59229159 24.        ]]",[3. 5. 7. 8. 9.],0,0,0.0
63,68,10.0,"[[ 1.22048048  8.        ]
 [ 1.444695    9.        ]
 [ 1.50316886 10.        ]
 [ 1.53467755 11.        ]
 [ 2.16071725 18.        ]
 [ 3.44778895 20.        ]
 [ 4.02858162 23.        ]
 [ 4.50807087 24.        ]]",[ 8.  9. 10. 11. 18.],1,1,0.3333333333333333
64,69,0.0,"[[ 1.39638913  5.        ]
 [ 1.39822512  7.        ]
 [ 1.473142    8.        ]
 [ 1.87017488  9.        ]
 [ 2.01075129 17.        ]
 [ 2.12157679 18.        ]
 [ 2.1865242  19.        ]
 [ 2.25191332 21.        ]
 [ 2.74477322 23.        ]
 [ 4.13989258 24.        ]
 [ 4.80143277 33.        ]
 [ 7.49381341 34.        ]]",[ 5.  7.  8.  9. 17.],0,1,0.0
65,70,0.0,"[[ 1.29631313  5.        ]
 [ 1.30925387  8.        ]
 [ 1.39529406  9.        ]
 [ 1.55331624 10.        ]
 [ 1.59037852 12.        ]
 [ 1.59100368 16.        ]
 [ 1.6454936  17.        ]
 [ 1.77768333 18.        ]
 [ 1.80098781 19.        ]
 [ 2.0431867  20.        ]
 [ 2.30943418 21.        ]
 [ 2.33862418 23.        ]
 [ 5.22831782 24.        ]]",[ 5.  8.  9. 10. 12.],0,0,0.0
66,71,10.0,"[[ 1.47747636  5.        ]
 [ 1.54659319  8.        ]
 [ 1.77016228  9.        ]
 [ 1.78404415 10.        ]
 [ 1.78769797 11.        ]
 [ 2.01552296 12.        ]
 [ 2.11525161 15.        ]
 [ 2.12171316 17.        ]
 [ 2.14784737 18.        ]
 [ 2.21209979 20.        ]
 [ 2.34936669 21.        ]
 [ 2.86147718 23.        ]
 [ 4.36628485 24.        ]
 [ 7.55812289 34.        ]]",[ 5.  8.  9. 10. 11.],1,1,0.25
67,72,10.0,"[[ 1.36363447  7.        ]
 [ 1.46189678  8.        ]
 [ 1.64782532  9.        ]
 [ 1.6678313  10.        ]
 [ 1.67136669 11.        ]
 [ 1.74736524 12.        ]
 [ 1.82471395 16.        ]
 [ 1.84248197 17.        ]
 [ 1.92016339 18.        ]
 [ 2.30114397 21.        ]
 [ 2.42080474 23.        ]
 [ 2.84262156 24.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
