,record,original,predict,top5,inTop5,correct,mmr
18,19,0.0,"[[ 6.65374572  5.        ]
 [ 6.85843317  9.        ]
 [ 7.0161362  10.        ]
 [ 7.15111708 11.        ]
 [ 7.5599308  12.        ]
 [ 7.87403008 16.        ]
 [ 8.3673331  17.        ]
 [ 8.67735067 18.        ]
 [ 8.80333081 19.        ]
 [ 8.80632755 20.        ]
 [ 9.82665448 21.        ]
 [10.02505927 23.        ]
 [12.54025936 24.        ]
 [14.41106606 34.        ]]",[ 5.  9. 10. 11. 12.],0,0,0.0
19,20,0.0,"[[ 7.74567127  5.        ]
 [ 8.79595107  9.        ]
 [ 9.05770668 10.        ]
 [ 9.35990047 11.        ]
 [ 9.61869408 16.        ]
 [10.0105238  17.        ]
 [10.27936585 18.        ]
 [11.72969389 19.        ]
 [12.1066528  20.        ]
 [12.15881307 23.        ]
 [14.2728653  24.        ]
 [14.29136372 33.        ]]",[ 5.  9. 10. 11. 16.],0,0,0.0
20,21,0.0,"[[ 5.25202043  5.        ]
 [ 5.68719006  7.        ]
 [ 5.90511401  9.        ]
 [ 6.01034641 10.        ]
 [ 6.41936111 11.        ]
 [ 6.61192595 13.        ]
 [ 7.84801135 15.        ]
 [ 7.98359871 16.        ]
 [ 8.02537376 18.        ]
 [ 8.23862171 19.        ]
 [ 9.05758201 20.        ]
 [ 9.54636955 23.        ]
 [ 9.71178563 24.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
21,22,10.0,"[[ 7.22405112  5.        ]
 [ 7.25676028  7.        ]
 [ 7.4341778   9.        ]
 [ 7.54881704 10.        ]
 [ 7.60064363 11.        ]
 [ 7.60277335 13.        ]
 [ 7.74019206 16.        ]
 [ 8.03989273 17.        ]
 [ 8.09118121 18.        ]
 [ 8.22233878 19.        ]
 [ 8.77840137 20.        ]
 [ 9.08294487 21.        ]
 [ 9.87908365 23.        ]
 [10.3370598  24.        ]
 [12.98592262 26.        ]
 [19.48898315 34.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
22,23,0.0,"[[ 6.8917532   7.        ]
 [ 6.93290615  9.        ]
 [ 7.26128197 10.        ]
 [ 7.30268574 13.        ]
 [ 7.43768215 15.        ]
 [ 7.51896265 16.        ]
 [ 8.72086968 18.        ]
 [ 8.95792188 19.        ]
 [10.36758792 20.        ]
 [11.66747475 21.        ]
 [13.96738545 23.        ]
 [15.4116841  24.        ]
 [16.70061684 34.        ]]",[ 7.  9. 10. 13. 15.],0,0,0.0
23,24,10.0,"[[ 4.71752771 11.        ]
 [ 6.36746264 19.        ]
 [ 6.54764843 23.        ]
 [ 7.15445423 24.        ]
 [ 7.41617775 34.        ]]",[11. 19. 23. 24. 34.],0,0,0.0
24,25,10.0,"[[ 5.81394053  7.        ]
 [ 6.18447542  9.        ]
 [ 6.81599331 10.        ]
 [ 6.95472797 11.        ]
 [ 7.03912115 16.        ]
 [ 7.34350681 18.        ]
 [ 7.47898531 19.        ]
 [ 8.37492132 20.        ]
 [ 9.02305984 21.        ]
 [11.02877903 23.        ]
 [11.0363121  24.        ]
 [11.76016474 34.        ]]",[ 7.  9. 10. 11. 16.],1,1,0.3333333333333333
25,26,0.0,"[[ 3.49545527  5.        ]
 [ 3.78232151  9.        ]
 [ 4.41122713 11.        ]
 [ 4.75936651 13.        ]
 [ 5.8938911  16.        ]
 [ 5.9733489  17.        ]
 [ 7.48772459 18.        ]
 [ 7.59882069 19.        ]
 [ 7.81667376 21.        ]
 [ 7.85354382 23.        ]
 [ 7.85701141 24.        ]
 [ 8.07242489 34.        ]]",[ 5.  9. 11. 13. 16.],0,0,0.0
26,27,10.0,"[[ 6.46801853 10.        ]
 [ 6.60102797 12.        ]
 [ 8.74893951 17.        ]
 [ 9.50182152 19.        ]
 [10.51563568 20.        ]
 [11.36339124 23.        ]
 [12.32215309 24.        ]]",[10. 12. 17. 19. 20.],1,1,1.0
27,28,0.0,"[[ 6.73697758  5.        ]
 [ 7.03821266 11.        ]
 [ 7.05068111 17.        ]
 [ 7.31892252 18.        ]
 [ 7.92724043 19.        ]
 [ 7.97644472 24.        ]]",[ 5. 11. 17. 18. 19.],0,0,0.0
28,29,10.0,"[[ 7.04731274  9.        ]
 [ 8.6149896  16.        ]
 [11.96662712 19.        ]
 [12.12517357 23.        ]
 [12.40796814 24.        ]
 [12.93117976 34.        ]]",[ 9. 16. 19. 23. 24.],0,0,0.0
29,30,0.0,"[[ 4.34987982  9.        ]
 [ 6.0533216  13.        ]
 [ 6.06262302 17.        ]
 [ 6.70894051 19.        ]
 [ 8.43168736 23.        ]
 [ 9.14561272 24.        ]]",[ 9. 13. 17. 19. 23.],0,1,0.0
30,31,10.0,"[[ 6.45935011  0.        ]
 [ 6.69729018  5.        ]
 [ 7.67931104  9.        ]
 [ 8.10953541 11.        ]
 [ 8.2595768  13.        ]
 [ 8.40819645 17.        ]
 [ 9.17578411 19.        ]
 [10.20866585 20.        ]
 [10.37844658 21.        ]
 [10.4737711  23.        ]
 [13.11066456 24.        ]
 [14.7671423  33.        ]]",[ 0.  5.  9. 11. 13.],0,0,0.0
31,32,0.0,"[[ 4.15743563  5.        ]
 [ 5.09391308  9.        ]
 [ 5.62653172 10.        ]
 [ 6.5545516  14.        ]
 [ 6.65152645 16.        ]
 [ 7.23419523 19.        ]
 [ 7.40033812 20.        ]
 [ 7.88703736 21.        ]
 [ 9.37064298 23.        ]
 [11.57216625 24.        ]
 [14.96336651 34.        ]]",[ 5.  9. 10. 14. 16.],0,0,0.0
32,34,0.0,"[[ 6.33257135  5.        ]
 [ 6.76179934  7.        ]
 [ 6.81864834  9.        ]
 [ 7.07768536 10.        ]
 [ 7.2275521  11.        ]
 [ 7.48648834 16.        ]
 [ 7.5440883  18.        ]
 [ 7.70750539 19.        ]
 [ 8.49680424 20.        ]
 [ 8.86157036 21.        ]
 [10.92535925 23.        ]
 [11.49243147 24.        ]
 [12.82840109 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
33,35,10.0,"[[ 5.46724796  7.        ]
 [ 5.7012825   9.        ]
 [ 6.18276072 10.        ]
 [ 6.38053393 16.        ]
 [ 6.73519421 17.        ]
 [ 7.12242508 18.        ]
 [ 7.4238952  19.        ]
 [ 7.56829071 20.        ]
 [ 7.77273472 21.        ]
 [ 9.26853752 23.        ]
 [ 9.34530906 24.        ]
 [ 9.69750731 28.        ]
 [10.04705302 30.        ]
 [10.19613647 34.        ]]",[ 7.  9. 10. 16. 17.],1,1,0.3333333333333333
34,36,0.0,"[[ 6.49714537  5.        ]
 [ 7.23592281  9.        ]
 [ 7.53509752 10.        ]
 [ 7.53854016 11.        ]
 [ 7.69965935 13.        ]
 [ 7.70445037 16.        ]
 [ 7.70658493 17.        ]
 [ 8.55199432 18.        ]
 [ 8.82127142 19.        ]
 [ 9.03604116 20.        ]
 [ 9.55536079 21.        ]
 [ 9.68738508 23.        ]
 [ 9.98311361 24.        ]
 [19.61598778 34.        ]]",[ 5.  9. 10. 11. 13.],0,0,0.0
35,38,0.0,"[[ 5.97512817  5.        ]
 [ 6.10053563  7.        ]
 [ 6.74570608  9.        ]
 [ 6.77786779 10.        ]
 [ 7.24851999 11.        ]
 [ 8.43999624 16.        ]
 [ 8.68086645 17.        ]
 [ 9.44371544 20.        ]
 [10.38463704 21.        ]
 [10.75325394 23.        ]
 [10.89050961 24.        ]
 [11.21345401 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
36,39,0.0,"[[ 3.71211545  5.        ]
 [ 4.44243619  7.        ]
 [ 5.10678606  9.        ]
 [ 5.85357098 10.        ]
 [ 6.0887448  11.        ]
 [ 6.15480447 13.        ]
 [ 6.73694152 15.        ]
 [ 6.77015475 16.        ]
 [ 7.23463082 19.        ]
 [ 7.26818044 20.        ]
 [ 7.30392345 21.        ]
 [ 7.40935326 23.        ]
 [ 8.01689148 24.        ]
 [ 8.03703976 34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
37,40,0.0,"[[ 5.05483315  9.        ]
 [ 5.0714463  11.        ]
 [ 5.72177601 13.        ]
 [ 6.05028391 16.        ]
 [ 6.64007354 17.        ]
 [ 7.94964373 19.        ]
 [ 9.97220993 23.        ]
 [10.47496128 24.        ]]",[ 9. 11. 13. 16. 17.],0,0,0.0
38,41,10.0,"[[ 8.74681377  9.        ]
 [ 8.77410722 16.        ]
 [ 8.83816957 18.        ]
 [ 9.2659564  19.        ]
 [ 9.42913067 20.        ]
 [ 9.43372154 23.        ]
 [ 9.67930746 24.        ]
 [13.64086533 34.        ]]",[ 9. 16. 18. 19. 20.],0,0,0.0
39,42,0.0,"[[ 6.51746464  7.        ]
 [ 6.84790063  8.        ]
 [ 7.05550744  9.        ]
 [ 7.66567257 11.        ]
 [ 7.96668482 16.        ]
 [ 8.39454768 18.        ]
 [ 8.55074382 19.        ]
 [ 8.60203934 20.        ]
 [ 8.66328907 21.        ]
 [ 9.93631625 23.        ]
 [13.16096046 24.        ]
 [15.18009677 34.        ]]",[ 7.  8.  9. 11. 16.],0,0,0.0
40,43,10.0,"[[ 5.6572113   3.        ]
 [ 6.86326504  5.        ]
 [ 7.0692633   9.        ]
 [ 7.42147112 10.        ]
 [ 7.85879612 18.        ]
 [ 9.11494827 19.        ]
 [ 9.55380726 23.        ]
 [13.60385323 24.        ]
 [18.69906712 34.        ]]",[ 3.  5.  9. 10. 18.],1,1,0.25
41,44,0.0,"[[ 5.67099714  5.        ]
 [ 5.92384815  9.        ]
 [ 6.33579206 11.        ]
 [ 6.46589088 12.        ]
 [ 7.82992512 13.        ]
 [ 8.1971372  18.        ]
 [ 8.56212311 19.        ]
 [ 8.7263937  20.        ]
 [ 9.35017761 23.        ]
 [11.02247715 24.        ]]",[ 5.  9. 11. 12. 13.],0,0,0.0
42,45,10.0,"[[ 5.43342495  5.        ]
 [ 6.22249111  9.        ]
 [ 7.19546413 13.        ]
 [ 7.22020888 16.        ]
 [ 7.77203798 17.        ]
 [ 8.9521656  18.        ]
 [ 9.06280931 19.        ]
 [10.46521902 20.        ]
 [10.64923334 23.        ]
 [11.1378966  24.        ]]",[ 5.  9. 13. 16. 17.],0,0,0.0
43,46,0.0,"[[ 3.9637208   9.        ]
 [ 4.39290441 10.        ]
 [ 6.49602365 16.        ]
 [ 6.82624722 19.        ]
 [ 6.99657631 23.        ]
 [ 7.94196081 24.        ]]",[ 9. 10. 16. 19. 23.],0,0,0.0
44,47,0.0,"[[ 4.69930267 16.        ]
 [ 6.54976082 17.        ]
 [ 6.92165089 18.        ]
 [ 7.94394207 19.        ]
 [ 8.18844604 20.        ]
 [ 8.34904289 21.        ]
 [ 9.34911897 23.        ]]",[16. 17. 18. 19. 20.],0,1,0.0
45,48,0.0,"[[ 6.79083061  5.        ]
 [ 7.13306713  7.        ]
 [ 7.97798443  9.        ]
 [ 8.11632848 12.        ]
 [ 8.21279085 16.        ]
 [ 8.25715876 19.        ]
 [ 8.26999187 20.        ]
 [ 8.95997906 21.        ]
 [ 9.67882633 23.        ]
 [ 9.97537041 24.        ]]",[ 5.  7.  9. 12. 16.],0,1,0.0
46,49,0.0,"[[ 6.70137633  5.        ]
 [ 7.04127216  8.        ]
 [ 7.46643734  9.        ]
 [ 7.68701161 11.        ]
 [ 8.07508755 15.        ]
 [ 8.48178009 16.        ]
 [ 8.7742989  17.        ]
 [ 8.98214413 18.        ]
 [ 9.01986128 19.        ]
 [ 9.46717329 20.        ]
 [10.40870088 21.        ]
 [10.74803616 23.        ]
 [12.71487642 24.        ]
 [12.88796043 26.        ]
 [19.37561417 34.        ]]",[ 5.  8.  9. 11. 15.],0,0,0.0
47,51,10.0,"[[ 7.11888766  5.        ]
 [ 7.54580013  7.        ]
 [ 7.57126017  8.        ]
 [ 8.00224892  9.        ]
 [ 8.01406638 10.        ]
 [ 8.12938441 11.        ]
 [ 8.16196084 13.        ]
 [ 8.37187552 16.        ]
 [ 8.46977485 17.        ]
 [ 8.47025426 18.        ]
 [ 8.58567619 19.        ]
 [ 9.37132104 20.        ]
 [ 9.42138884 21.        ]
 [ 9.732822   23.        ]
 [10.01667573 24.        ]
 [11.59676018 34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
48,52,0.0,"[[ 5.93256474  5.        ]
 [ 7.72120933  9.        ]
 [ 7.77962399 10.        ]
 [ 7.88447935 12.        ]
 [ 7.88592454 16.        ]
 [ 7.88757909 17.        ]
 [ 8.00679932 18.        ]
 [ 8.75865713 19.        ]
 [ 9.38250166 20.        ]
 [ 9.62939603 21.        ]
 [ 9.63420562 23.        ]
 [ 9.64002243 24.        ]
 [ 9.96542519 34.        ]]",[ 5.  9. 10. 12. 16.],0,0,0.0
49,53,10.0,"[[ 6.95077553 19.        ]
 [ 8.36633857 21.        ]
 [ 9.1176939  23.        ]
 [11.59318829 24.        ]]",[19. 21. 23. 24.],0,0,0.0
50,54,10.0,"[[ 6.2635622   5.        ]
 [ 6.54367065  7.        ]
 [ 7.36185217  9.        ]
 [ 7.69931459 11.        ]
 [ 7.81711054 13.        ]
 [ 8.56044245 16.        ]
 [ 9.48638344 19.        ]
 [ 9.61877584 20.        ]
 [ 9.85732841 23.        ]
 [11.04901695 24.        ]
 [12.70722389 34.        ]]",[ 5.  7.  9. 11. 13.],0,0,0.0
51,55,0.0,"[[ 5.58996538  5.        ]
 [ 5.82511223  7.        ]
 [ 6.64359379  9.        ]
 [ 6.97831313 10.        ]
 [ 7.12835846 11.        ]
 [ 7.53398575 13.        ]
 [ 7.55486932 15.        ]
 [ 8.05007299 16.        ]
 [ 8.31784321 17.        ]
 [ 8.37888725 18.        ]
 [ 8.81764244 19.        ]
 [ 8.83590856 20.        ]
 [ 9.58275388 21.        ]
 [10.80779654 23.        ]
 [11.78219986 24.        ]
 [15.2036332  34.        ]]",[ 5.  7.  9. 10. 11.],0,0,0.0
52,56,10.0,"[[ 4.90172005  5.        ]
 [ 6.76106763  9.        ]
 [ 6.90562773 11.        ]
 [ 6.91416958 13.        ]
 [ 7.17151761 16.        ]
 [ 7.66068395 18.        ]
 [ 7.79189626 19.        ]
 [ 8.28776264 20.        ]
 [ 8.85708435 21.        ]
 [ 9.3344717  23.        ]
 [16.12125206 24.        ]
 [19.99600601 34.        ]]",[ 5.  9. 11. 13. 16.],0,0,0.0
53,58,10.0,"[[ 4.64309239  5.        ]
 [ 6.79610443  9.        ]
 [ 8.23470688 10.        ]
 [ 9.32693988 16.        ]
 [ 9.43969154 19.        ]
 [10.08038425 23.        ]
 [12.08705139 24.        ]
 [19.49032211 34.        ]]",[ 5.  9. 10. 16. 19.],1,1,0.3333333333333333
54,59,10.0,"[[ 6.8308816   9.        ]
 [ 7.10293412 10.        ]
 [ 7.54406102 16.        ]
 [ 7.56841211 17.        ]
 [ 8.71119452 18.        ]
 [ 8.74615526 19.        ]
 [ 9.52697849 20.        ]
 [10.09316921 21.        ]
 [11.32538898 23.        ]
 [12.19594836 24.        ]]",[ 9. 10. 16. 17. 18.],1,1,0.5
55,60,10.0,"[[ 7.13141489  3.        ]
 [ 7.67812204  5.        ]
 [ 7.72752495  7.        ]
 [ 7.81237888  9.        ]
 [ 8.37627411 10.        ]
 [ 8.41442544 11.        ]
 [ 8.51430054 16.        ]
 [ 8.68812943 18.        ]
 [ 9.07558346 19.        ]
 [ 9.71802425 20.        ]
 [ 9.83839607 21.        ]
 [12.69306526 23.        ]
 [13.03126049 24.        ]
 [19.7820282  34.        ]]",[ 3.  5.  7.  9. 10.],1,1,0.2
56,61,0.0,"[[ 5.63188744  5.        ]
 [ 6.36915652  9.        ]
 [ 6.68393126 10.        ]
 [ 7.00820637 12.        ]
 [ 7.28776487 14.        ]
 [ 7.56941795 15.        ]
 [ 8.0790003  17.        ]
 [ 8.52310562 19.        ]
 [ 8.80457764 20.        ]
 [ 8.80756315 21.        ]
 [ 8.99124282 23.        ]
 [ 9.39545441 24.        ]
 [11.19540596 34.        ]]",[ 5.  9. 10. 12. 14.],0,0,0.0
57,62,10.0,"[[ 5.10543768 19.        ]
 [ 7.50866175 20.        ]
 [ 7.87102699 23.        ]
 [ 8.21350574 24.        ]]",[19. 20. 23. 24.],0,0,0.0
58,63,0.0,"[[ 8.718003    0.        ]
 [ 8.75991344  5.        ]
 [ 9.22277351  7.        ]
 [10.61710473  9.        ]
 [11.72286007 10.        ]
 [12.07612749 11.        ]
 [12.29312999 13.        ]
 [12.4459362  16.        ]
 [12.48109294 17.        ]
 [13.25937653 18.        ]
 [13.52899241 19.        ]
 [13.53821468 20.        ]
 [14.20009613 23.        ]
 [15.29315472 24.        ]
 [18.82342339 34.        ]]",[ 0.  5.  7.  9. 10.],1,1,1.0
59,64,0.0,"[[ 4.75488138  5.        ]
 [ 5.5654428   9.        ]
 [ 5.59866121 10.        ]
 [ 6.78066683 14.        ]
 [ 7.81288767 16.        ]
 [ 7.88574028 17.        ]
 [ 8.09915352 19.        ]
 [ 8.19338036 21.        ]
 [ 8.27236843 23.        ]
 [13.4339304  24.        ]]",[ 5.  9. 10. 14. 16.],0,0,0.0
60,65,0.0,"[[ 4.07317001  5.        ]
 [ 6.33290863  9.        ]
 [ 6.66950412 16.        ]
 [ 7.02384233 17.        ]
 [ 7.69909706 18.        ]
 [ 8.35715155 19.        ]
 [ 8.50154686 20.        ]
 [ 8.53281975 21.        ]
 [ 9.46693802 23.        ]
 [10.10657569 24.        ]]",[ 5.  9. 16. 17. 18.],0,1,0.0
61,66,10.0,"[[ 7.26177788  5.        ]
 [ 7.60334524  9.        ]
 [ 8.43675208 13.        ]
 [ 8.45414639 16.        ]
 [ 9.27586842 18.        ]
 [ 9.52254868 19.        ]
 [10.36875916 23.        ]
 [13.27190208 24.        ]
 [19.53416824 34.        ]]",[ 5.  9. 13. 16. 18.],0,0,0.0
62,67,10.0,"[[ 5.88592768  3.        ]
 [ 6.2704916   5.        ]
 [ 7.22539413  9.        ]
 [ 7.29571629 10.        ]
 [ 7.47818828 11.        ]
 [ 7.55940183 13.        ]
 [ 7.80149905 14.        ]
 [ 7.83777401 15.        ]
 [ 7.86616789 16.        ]
 [ 8.00819039 17.        ]
 [ 8.20132828 18.        ]
 [ 8.5170002  19.        ]
 [ 8.90310176 20.        ]
 [ 8.90981197 21.        ]
 [ 9.2674036  23.        ]
 [10.68132639 24.        ]
 [12.39610481 34.        ]]",[ 3.  5.  9. 10. 11.],1,1,0.25
63,68,10.0,"[[ 7.30834436  5.        ]
 [ 7.3328804   9.        ]
 [ 7.98474232 13.        ]
 [ 9.20602322 18.        ]
 [ 9.31851292 19.        ]
 [ 9.43495719 23.        ]
 [10.399683   24.        ]]",[ 5.  9. 13. 18. 19.],0,0,0.0
64,69,0.0,"[[ 6.75509357  7.        ]
 [ 7.03800392  8.        ]
 [ 8.34940179  9.        ]
 [ 8.39030654 10.        ]
 [ 8.76941486 16.        ]
 [ 8.86949666 18.        ]
 [ 9.27718067 19.        ]
 [ 9.37731278 20.        ]
 [10.17285696 21.        ]
 [12.91184425 23.        ]
 [12.99529743 24.        ]]",[ 7.  8.  9. 10. 16.],0,0,0.0
65,70,0.0,"[[ 6.43720818  1.        ]
 [ 6.5312252   3.        ]
 [ 6.72743034  5.        ]
 [ 7.33216891  7.        ]
 [ 7.37659264  9.        ]
 [ 7.4234087  11.        ]
 [ 7.42998274 12.        ]
 [ 7.48197531 13.        ]
 [ 8.20419443 15.        ]
 [ 8.41414356 16.        ]
 [ 8.91728115 17.        ]
 [ 9.05430603 18.        ]
 [ 9.17874334 19.        ]
 [ 9.23592063 20.        ]
 [ 9.49230766 21.        ]
 [ 9.54511881 23.        ]
 [12.80412177 24.        ]
 [12.83866705 34.        ]]",[1. 3. 5. 7. 9.],0,1,0.0
66,71,10.0,"[[ 5.9354322   5.        ]
 [ 7.54807472  7.        ]
 [ 7.57696044  9.        ]
 [ 7.71916158 10.        ]
 [ 7.75255373 11.        ]
 [ 7.81381321 13.        ]
 [ 7.98518848 16.        ]
 [ 8.56884909 17.        ]
 [ 8.70001221 18.        ]
 [ 9.05834389 19.        ]
 [ 9.080609   20.        ]
 [ 9.11365032 21.        ]
 [ 9.87884859 23.        ]
 [12.89945602 24.        ]
 [13.88857317 34.        ]]",[ 5.  7.  9. 10. 11.],1,1,0.25
67,72,10.0,"[[ 6.62501812  5.        ]
 [ 6.89402819  7.        ]
 [ 7.07423464  9.        ]
 [ 7.32800245 10.        ]
 [ 8.03486228 16.        ]
 [ 8.73809767 17.        ]
 [ 9.09007549 19.        ]
 [ 9.44784212 20.        ]
 [ 9.82040215 21.        ]
 [ 9.93619537 23.        ]
 [10.26713848 24.        ]]",[ 5.  7.  9. 10. 16.],1,1,0.25
68,73,10.0,"[[ 6.98804919 10.        ]
 [ 7.61075544 18.        ]
 [ 9.22909037 19.        ]
 [ 9.5973978  20.        ]
 [ 9.73646545 23.        ]
 [12.28310204 24.        ]]",[10. 18. 19. 20. 23.],1,1,1.0
69,74,10.0,"[[ 6.29767783  9.        ]
 [ 8.07902956 11.        ]
 [ 8.81592178 18.        ]
 [ 9.10179615 19.        ]
 [ 9.2050457  20.        ]
 [ 9.67471027 23.        ]
 [10.49989128 24.        ]
 [12.49069405 34.        ]]",[ 9. 11. 18. 19. 20.],0,0,0.0
70,75,0.0,"[[ 3.92661858  9.        ]
 [ 4.01400614 10.        ]
 [ 4.60533962 13.        ]
 [ 6.00030708 19.        ]
 [ 8.21769333 23.        ]
 [10.35379028 24.        ]]",[ 9. 10. 13. 19. 23.],0,0,0.0
71,76,0.0,"[[ 6.81945562  5.        ]
 [ 7.40799427  7.        ]
 [ 7.41545439  8.        ]
 [ 7.53251277  9.        ]
 [ 7.760602   10.        ]
 [ 8.27967    11.        ]
 [ 8.67618561 15.        ]
 [ 8.90405655 18.        ]
 [ 9.03445891 19.        ]
 [ 9.79020023 21.        ]
 [ 9.92350896 23.        ]
 [13.32044983 24.        ]
 [19.79983521 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
