,record,original,predict,top5,inTop5,correct,mmr
24,25,10.0,"[[ 6.30643559  7.        ]
 [ 6.58228874  9.        ]
 [ 7.72556845 10.        ]
 [ 8.6284523  15.        ]
 [ 9.13138485 18.        ]
 [10.18017864 19.        ]
 [10.64387989 20.        ]
 [10.83409909 23.        ]
 [11.55920315 24.        ]
 [19.53609085 34.        ]]",[ 7.  9. 10. 15. 18.],1,1,0.3333333333333333
25,26,0.0,"[[ 6.6925946   5.        ]
 [ 8.35088782  9.        ]
 [ 9.25548935 10.        ]
 [10.80270481 11.        ]
 [10.9863143  13.        ]
 [11.23767471 16.        ]
 [11.33692217 17.        ]
 [12.09796791 18.        ]
 [12.69702816 19.        ]
 [12.96443612 20.        ]
 [13.07085609 21.        ]
 [14.47643471 23.        ]
 [14.63919258 24.        ]]",[ 5.  9. 10. 11. 13.],0,0,0.0
26,27,10.0,"[[ 7.05702019  9.        ]
 [ 7.95658016 15.        ]
 [10.72408664 16.        ]
 [11.83403206 17.        ]
 [14.86341047 18.        ]
 [15.64456367 24.        ]
 [19.38851166 28.        ]]",[ 9. 15. 16. 17. 18.],0,0,0.0
27,28,0.0,"[[ 9.24095345 10.        ]
 [ 9.26731014 11.        ]
 [ 9.43832588 12.        ]
 [10.53245354 13.        ]
 [11.69222927 16.        ]
 [16.36576229 20.        ]]",[10. 11. 12. 13. 16.],0,0,0.0
28,29,10.0,"[[10.07086182  9.        ]
 [10.35174561 10.        ]
 [11.6819706  11.        ]
 [12.06483412 18.        ]
 [12.27188206 20.        ]
 [14.36251481 23.        ]
 [16.63546371 33.        ]]",[ 9. 10. 11. 18. 20.],1,1,0.5
29,30,0.0,"[[ 8.25968552  9.        ]
 [ 9.40525341 19.        ]
 [10.41034412 20.        ]
 [10.7288208  21.        ]
 [17.39025116 23.        ]]",[ 9. 19. 20. 21. 23.],0,1,0.0
30,31,10.0,"[[ 6.76466942  8.        ]
 [ 8.5688343   9.        ]
 [ 9.19511175 12.        ]
 [10.33606815 13.        ]
 [10.58960629 16.        ]
 [11.09031041 17.        ]
 [12.00556612 18.        ]
 [12.31496787 20.        ]
 [12.34949565 23.        ]
 [12.41294924 24.        ]
 [12.83199406 34.        ]]",[ 8.  9. 12. 13. 16.],0,0,0.0
31,32,0.0,"[[ 6.19074082  7.        ]
 [ 6.23459244  9.        ]
 [ 6.37245083 10.        ]
 [ 7.87415409 13.        ]
 [ 9.1983881  16.        ]
 [ 9.34644013 17.        ]
 [10.40005875 18.        ]
 [10.51184682 20.        ]
 [10.81360054 23.        ]
 [12.49397182 24.        ]
 [16.89263344 33.        ]]",[ 7.  9. 10. 13. 16.],0,0,0.0
32,34,0.0,"[[ 6.85136223  7.        ]
 [ 7.92999005  9.        ]
 [ 8.29261494 10.        ]
 [ 8.6623215  13.        ]
 [ 9.03209882 16.        ]
 [10.46322952 17.        ]
 [11.33122952 18.        ]
 [12.81015801 19.        ]
 [13.15768147 20.        ]
 [15.21354506 21.        ]
 [16.03984466 23.        ]
 [18.62242317 34.        ]]",[ 7.  9. 10. 13. 16.],0,0,0.0
33,35,10.0,"[[ 5.72077513  8.        ]
 [ 6.03082752  9.        ]
 [ 6.13473082 10.        ]
 [ 7.62285538 11.        ]
 [ 7.73941326 13.        ]
 [ 8.61061954 16.        ]
 [ 8.90129248 17.        ]
 [ 9.44203532 18.        ]
 [ 9.45276642 19.        ]
 [10.55531031 20.        ]
 [10.57113075 21.        ]
 [11.3291564  23.        ]
 [12.32574701 24.        ]
 [15.03970623 26.        ]
 [15.88883972 33.        ]
 [19.0540638  34.        ]]",[ 8.  9. 10. 11. 13.],1,1,0.3333333333333333
34,36,0.0,"[[ 8.93866158  7.        ]
 [ 8.98675585  9.        ]
 [ 9.27663131 10.        ]
 [ 9.43213463 11.        ]
 [12.56133199 16.        ]
 [12.59475183 17.        ]
 [12.8228159  19.        ]
 [13.17736244 20.        ]
 [13.51724195 21.        ]
 [15.88747406 23.        ]
 [17.68067741 24.        ]
 [18.45299149 33.        ]
 [19.08863831 34.        ]]",[ 7.  9. 10. 11. 16.],0,0,0.0
35,38,0.0,"[[ 9.59233665  7.        ]
 [10.09613609  9.        ]
 [10.48724556 10.        ]
 [10.79349375 11.        ]
 [12.67019113 16.        ]
 [13.09642076 17.        ]
 [13.17168903 18.        ]
 [13.39109981 19.        ]
 [13.82713223 20.        ]
 [14.45017433 23.        ]
 [15.60213089 24.        ]
 [16.53269005 33.        ]
 [18.17259916 34.        ]]",[ 7.  9. 10. 11. 16.],0,0,0.0
36,39,0.0,"[[ 5.761001    5.        ]
 [ 5.96502757  7.        ]
 [ 7.07894433  8.        ]
 [ 7.23168802  9.        ]
 [ 7.59568024 10.        ]
 [ 7.719769   11.        ]
 [ 8.28884602 13.        ]
 [ 8.58341229 16.        ]
 [ 8.80358124 17.        ]
 [ 8.86398892 18.        ]
 [ 9.1295135  19.        ]
 [ 9.21522284 20.        ]
 [ 9.26421656 21.        ]
 [ 9.39922778 23.        ]
 [10.29898294 24.        ]
 [11.99655485 27.        ]
 [12.21684265 34.        ]]",[ 5.  7.  8.  9. 10.],0,0,0.0
37,40,0.0,"[[ 5.07396221  7.        ]
 [ 5.10594931  8.        ]
 [ 5.12402773  9.        ]
 [ 7.75502896 10.        ]
 [ 8.25600386 12.        ]
 [ 8.67034149 16.        ]
 [ 9.00005023 17.        ]
 [ 9.20096207 19.        ]
 [ 9.21385193 20.        ]
 [10.27220694 21.        ]
 [13.10977459 23.        ]
 [14.30437946 33.        ]]",[ 7.  8.  9. 10. 12.],0,0,0.0
38,41,10.0,"[[ 8.13375092  9.        ]
 [ 9.95066929 16.        ]
 [12.5183773  17.        ]
 [12.96199341 18.        ]
 [14.26761627 19.        ]
 [14.27939177 23.        ]
 [16.17126274 24.        ]
 [19.84670067 34.        ]]",[ 9. 16. 17. 18. 19.],0,0,0.0
39,42,0.0,"[[ 8.0676403   7.        ]
 [ 9.14861298  8.        ]
 [10.97886974  9.        ]
 [11.22574079 10.        ]
 [11.50299358 16.        ]
 [11.856675   17.        ]
 [12.21865988 18.        ]
 [12.39413392 19.        ]
 [12.76611964 23.        ]
 [13.01358986 24.        ]
 [17.07726288 33.        ]]",[ 7.  8.  9. 10. 16.],0,0,0.0
40,43,10.0,"[[ 5.33884335  7.        ]
 [ 7.83993065 10.        ]
 [ 8.48159027 11.        ]
 [ 9.38098717 17.        ]
 [ 9.54520607 23.        ]
 [14.2472477  24.        ]
 [19.41017151 26.        ]
 [19.67848969 33.        ]]",[ 7. 10. 11. 17. 23.],1,1,0.5
41,44,0.0,"[[ 6.9091897   9.        ]
 [ 7.51675177 10.        ]
 [ 9.35834465 11.        ]
 [10.20146277 14.        ]
 [10.56169891 16.        ]
 [10.58889325 17.        ]
 [11.04682986 23.        ]
 [11.49903011 24.        ]
 [12.15739473 33.        ]]",[ 9. 10. 11. 14. 16.],0,0,0.0
42,45,10.0,"[[ 7.47793984  3.        ]
 [ 8.35792446  7.        ]
 [ 9.82764578 13.        ]
 [10.07408492 16.        ]
 [10.88235879 17.        ]
 [11.98195076 23.        ]
 [11.98872244 24.        ]
 [18.43227959 33.        ]]",[ 3.  7. 13. 16. 17.],0,0,0.0
43,46,0.0,"[[ 7.07470282  1.        ]
 [ 7.28752618  3.        ]
 [ 8.36294997 10.        ]
 [10.66936731 16.        ]
 [14.3988018  23.        ]]",[ 1.  3. 10. 16. 23.],0,0,0.0
44,47,0.0,"[[ 8.97672676  9.        ]
 [ 9.64933538 10.        ]
 [ 9.74492741 16.        ]
 [10.34292603 17.        ]
 [11.89476109 19.        ]
 [12.51813698 20.        ]]",[ 9. 10. 16. 17. 19.],0,0,0.0
45,48,0.0,"[[ 8.83360672  9.        ]
 [ 9.62736082 16.        ]
 [10.34367037 17.        ]
 [10.80318642 18.        ]
 [10.88770771 21.        ]
 [11.16947365 23.        ]
 [11.44834137 24.        ]
 [13.0705293  34.        ]]",[ 9. 16. 17. 18. 21.],0,1,0.0
46,49,0.0,"[[ 9.66834758  9.        ]
 [ 9.8183713  10.        ]
 [10.47742081 11.        ]
 [10.88563156 12.        ]
 [11.26896711 14.        ]
 [11.96352829 15.        ]
 [12.05699945 16.        ]
 [12.73072338 17.        ]
 [12.95413123 18.        ]
 [13.03895259 19.        ]
 [14.43847561 21.        ]
 [14.44275506 23.        ]
 [15.27903366 24.        ]
 [16.71952077 33.        ]
 [17.1935215  34.        ]]",[ 9. 10. 11. 12. 14.],0,0,0.0
47,51,10.0,"[[ 9.62530994  7.        ]
 [10.47605387  8.        ]
 [10.75696288  9.        ]
 [10.87033892 10.        ]
 [10.93031716 11.        ]
 [11.22010785 12.        ]
 [11.45338345 13.        ]
 [11.53402519 16.        ]
 [11.66720111 17.        ]
 [11.69153612 18.        ]
 [11.82098639 19.        ]
 [12.02508926 20.        ]
 [12.13554345 21.        ]
 [12.26529733 23.        ]
 [12.29991077 24.        ]
 [12.34682178 27.        ]
 [13.40433693 33.        ]
 [16.47302675 34.        ]]",[ 7.  8.  9. 10. 11.],1,1,0.25
48,52,0.0,"[[ 9.21932602  9.        ]
 [ 9.82612497 10.        ]
 [ 9.84267664 11.        ]
 [11.55035834 12.        ]
 [11.66154875 13.        ]
 [11.79652214 16.        ]
 [11.9256473  17.        ]
 [12.06884159 18.        ]
 [12.66859627 19.        ]
 [13.12688485 21.        ]
 [13.42086029 23.        ]
 [13.70474813 24.        ]
 [13.77512001 33.        ]
 [16.22365788 34.        ]]",[ 9. 10. 11. 12. 13.],0,0,0.0
49,53,10.0,"[[ 9.80929685  9.        ]
 [10.25491047 17.        ]
 [13.89558093 18.        ]
 [19.27567863 23.        ]]",[ 9. 17. 18. 23.],0,0,0.0
50,54,10.0,"[[ 5.46138096  1.        ]
 [ 7.43509531  8.        ]
 [ 7.95711732  9.        ]
 [ 8.84485435 10.        ]
 [ 9.24137783 16.        ]
 [10.03996754 17.        ]
 [10.35071707 18.        ]
 [10.86235237 20.        ]
 [10.99823189 21.        ]
 [11.63377595 23.        ]
 [12.54763985 24.        ]
 [16.14910221 27.        ]
 [17.53115463 33.        ]]",[ 1.  8.  9. 10. 16.],1,1,0.25
51,55,0.0,"[[ 8.63996835  3.        ]
 [ 9.02524376  7.        ]
 [ 9.49004862  8.        ]
 [ 9.60227144  9.        ]
 [ 9.63421742 10.        ]
 [ 9.69682312 11.        ]
 [ 9.79812101 12.        ]
 [ 9.87623888 13.        ]
 [10.63878652 14.        ]
 [10.68792123 15.        ]
 [10.94447931 16.        ]
 [10.96334807 17.        ]
 [11.1778059  18.        ]
 [11.43563008 19.        ]
 [11.43750017 20.        ]
 [11.56493096 21.        ]
 [11.80504996 23.        ]
 [11.87957679 24.        ]
 [12.03560103 33.        ]
 [14.10427459 34.        ]]",[ 3.  7.  8.  9. 10.],0,0,0.0
52,56,10.0,"[[ 6.97678757  7.        ]
 [ 7.23741388  8.        ]
 [ 8.51019955  9.        ]
 [ 9.07000327 10.        ]
 [ 9.60637693 12.        ]
 [ 9.66894627 13.        ]
 [ 9.99269009 14.        ]
 [10.27754831 17.        ]
 [10.71484661 18.        ]
 [10.94967842 20.        ]
 [11.28327732 21.        ]
 [11.32117542 23.        ]
 [11.53469324 24.        ]
 [11.77198315 33.        ]
 [13.5155282  34.        ]]",[ 7.  8.  9. 10. 12.],1,1,0.25
53,58,10.0,"[[ 5.6927309   7.        ]
 [ 6.08278942  9.        ]
 [ 6.18268895 10.        ]
 [ 8.75015116 16.        ]
 [10.38648955 18.        ]
 [12.54201317 20.        ]
 [13.51300907 23.        ]
 [19.50628471 27.        ]]",[ 7.  9. 10. 16. 18.],1,1,0.3333333333333333
54,59,10.0,"[[ 7.71451569  8.        ]
 [ 8.01190186  9.        ]
 [ 8.95292282 10.        ]
 [ 9.14190745 13.        ]
 [ 9.43806267 16.        ]
 [10.31893158 17.        ]
 [10.52695926 18.        ]
 [10.88699627 19.        ]
 [12.48423386 21.        ]
 [13.45915222 23.        ]
 [14.82183056 27.        ]
 [17.20251401 33.        ]]",[ 8.  9. 10. 13. 16.],1,1,0.3333333333333333
55,60,10.0,"[[ 6.72710943  9.        ]
 [ 7.22539139 10.        ]
 [ 9.07382393 12.        ]
 [ 9.31535506 15.        ]
 [10.7809236  16.        ]
 [10.91384315 17.        ]
 [11.72916508 18.        ]
 [12.77410507 20.        ]
 [12.85782392 23.        ]
 [13.79762268 24.        ]
 [14.12598801 28.        ]
 [14.73526049 33.        ]]",[ 9. 10. 12. 15. 16.],1,1,0.5
56,61,0.0,"[[ 8.41142035  7.        ]
 [ 8.70129242  9.        ]
 [ 9.42224693 15.        ]
 [ 9.55708631 16.        ]
 [ 9.79392643 18.        ]
 [10.01185065 20.        ]
 [10.74790745 21.        ]
 [10.86532784 23.        ]
 [11.60997264 24.        ]
 [12.10322475 34.        ]]",[ 7.  9. 15. 16. 18.],0,1,0.0
57,62,10.0,"[[ 4.33915949  9.        ]
 [ 7.36852646 11.        ]
 [ 8.8983345  20.        ]
 [10.36045456 23.        ]]",[ 9. 11. 20. 23.],0,0,0.0
58,63,0.0,"[[ 9.28928566  7.        ]
 [10.56012304  9.        ]
 [13.01848003 10.        ]
 [13.07010345 16.        ]
 [14.21158218 18.        ]
 [14.2318202  19.        ]
 [14.98510329 20.        ]
 [16.0329859  23.        ]
 [19.04064051 24.        ]]",[ 7.  9. 10. 16. 18.],0,0,0.0
59,64,0.0,"[[ 6.21592646  7.        ]
 [ 7.18030898  9.        ]
 [ 8.0871706  16.        ]
 [ 8.20503426 17.        ]
 [ 8.95933914 20.        ]
 [ 9.64969826 21.        ]
 [11.00955009 23.        ]
 [11.0202198  24.        ]
 [11.47982037 33.        ]
 [14.32200432 34.        ]]",[ 7.  9. 16. 17. 20.],0,1,0.0
60,65,0.0,"[[ 5.07964633  3.        ]
 [ 6.1884988   8.        ]
 [ 9.08965111  9.        ]
 [ 9.28231192 10.        ]
 [10.31559944 16.        ]
 [11.11921878 17.        ]
 [11.1317675  21.        ]
 [12.00720406 23.        ]]",[ 3.  8.  9. 10. 16.],0,0,0.0
61,66,10.0,"[[ 6.91179419  3.        ]
 [ 9.11088562  7.        ]
 [10.95333195  9.        ]
 [11.33755684 12.        ]
 [11.9330864  16.        ]
 [12.19277    17.        ]
 [13.254076   18.        ]
 [13.59396982 23.        ]
 [15.22653389 24.        ]
 [16.37194252 34.        ]]",[ 3.  7.  9. 12. 16.],0,0,0.0
62,67,10.0,"[[ 6.56665754  7.        ]
 [ 7.50656414  9.        ]
 [ 7.51212597 10.        ]
 [ 8.49683666 13.        ]
 [ 9.24179459 14.        ]
 [ 9.47831122 15.        ]
 [ 9.73005589 16.        ]
 [10.44884777 17.        ]
 [10.60399214 18.        ]
 [10.68470192 19.        ]
 [11.59062163 20.        ]
 [11.96314383 23.        ]
 [12.43950081 24.        ]
 [12.65685209 28.        ]
 [12.98235754 33.        ]
 [13.491539   34.        ]]",[ 7.  9. 10. 13. 14.],1,1,0.3333333333333333
63,68,10.0,"[[ 7.26401329  7.        ]
 [ 7.46454811  9.        ]
 [ 7.67778015 10.        ]
 [ 8.70411301 17.        ]
 [10.11291289 18.        ]
 [11.66110492 23.        ]
 [19.36266327 24.        ]]",[ 7.  9. 10. 17. 18.],1,1,0.3333333333333333
64,69,0.0,"[[ 9.00086626  8.        ]
 [10.66306686  9.        ]
 [10.82235484 10.        ]
 [11.05919751 12.        ]
 [11.68928337 16.        ]
 [11.81521416 17.        ]
 [11.81692708 18.        ]
 [11.89525842 19.        ]
 [12.29834161 23.        ]
 [13.39781296 24.        ]]",[ 8.  9. 10. 12. 16.],0,0,0.0
65,70,0.0,"[[ 7.13048887  3.        ]
 [ 8.08638     9.        ]
 [ 8.87179534 10.        ]
 [ 9.004585   15.        ]
 [ 9.046731   16.        ]
 [ 9.6550853  17.        ]
 [10.76453114 18.        ]
 [11.3582046  19.        ]
 [11.60564995 20.        ]
 [12.09650721 21.        ]
 [12.26832867 23.        ]
 [12.66627213 24.        ]
 [12.74454975 28.        ]
 [14.56535912 33.        ]]",[ 3.  9. 10. 15. 16.],0,0,0.0
66,71,10.0,"[[ 5.41016674  5.        ]
 [ 6.25075769  7.        ]
 [ 7.37747145  8.        ]
 [ 8.64603806  9.        ]
 [ 8.75727463 10.        ]
 [10.52655602 11.        ]
 [10.54190046 12.        ]
 [10.71386433 13.        ]
 [10.77683659 14.        ]
 [10.78822108 16.        ]
 [10.82356834 17.        ]
 [10.82631111 18.        ]
 [11.14340782 19.        ]
 [11.19299316 20.        ]
 [11.66718102 21.        ]
 [12.24911833 23.        ]
 [12.278265   24.        ]
 [12.52663835 33.        ]
 [15.81119728 34.        ]]",[ 5.  7.  8.  9. 10.],1,1,0.2
67,72,10.0,"[[10.53713989  5.        ]
 [11.12662411  9.        ]
 [12.4698925  16.        ]
 [12.77426052 18.        ]
 [13.02855015 19.        ]
 [13.10672038 20.        ]
 [13.69195747 23.        ]
 [15.15156078 33.        ]]",[ 5.  9. 16. 18. 19.],0,0,0.0
68,73,10.0,"[[ 7.65180693  9.        ]
 [ 8.68453407 11.        ]
 [ 8.99392319 16.        ]
 [ 9.51999664 17.        ]
 [10.84139442 19.        ]
 [11.2315731  23.        ]
 [12.311306   24.        ]
 [19.99772644 33.        ]]",[ 9. 11. 16. 17. 19.],0,0,0.0
69,74,10.0,"[[ 8.7373085   7.        ]
 [ 9.74671682 21.        ]
 [ 9.92121601 23.        ]
 [10.62612486 24.        ]
 [11.8619442  26.        ]]",[ 7. 21. 23. 24. 26.],0,0,0.0
70,75,0.0,"[[ 6.89731884  9.        ]
 [ 7.43754358 10.        ]
 [10.7634964  23.        ]
 [11.38962698 24.        ]]",[ 9. 10. 23. 24.],0,0,0.0
71,76,0.0,"[[ 8.87412214  9.        ]
 [ 8.95065308 10.        ]
 [ 9.50351849 11.        ]
 [10.90525532 14.        ]
 [13.17401171 17.        ]
 [13.87892151 18.        ]
 [13.98032475 19.        ]
 [14.24015427 20.        ]
 [15.40217638 23.        ]
 [17.57690048 24.        ]]",[ 9. 10. 11. 14. 17.],0,0,0.0
72,77,0.0,"[[ 6.55687146  7.        ]
 [ 7.76113129  8.        ]
 [ 7.9466016   9.        ]
 [ 8.17989159 10.        ]
 [ 8.20222165 11.        ]
 [ 9.81334572 13.        ]
 [10.98295498 16.        ]
 [10.99693871 17.        ]
 [11.0379328  18.        ]
 [11.26455409 20.        ]
 [11.4869056  21.        ]
 [11.70425129 23.        ]
 [11.71557808 24.        ]
 [11.73777962 27.        ]]",[ 7.  8.  9. 10. 11.],0,0,0.0
73,78,0.0,"[[ 5.89079176  7.        ]
 [ 8.59487953  9.        ]
 [ 8.62074089 17.        ]
 [ 9.44368172 18.        ]
 [10.26207495 20.        ]
 [10.3254055  21.        ]
 [10.57665157 23.        ]
 [10.72520192 24.        ]
 [10.89977087 34.        ]]",[ 7.  9. 17. 18. 20.],0,1,0.0
74,79,0.0,"[[ 8.72052288  9.        ]
 [ 8.74671909 10.        ]
 [ 9.17436457 12.        ]
 [ 9.24495858 13.        ]
 [ 9.33542347 16.        ]
 [ 9.87052032 18.        ]
 [10.80759249 20.        ]
 [10.86813641 23.        ]
 [11.17867661 24.        ]
 [11.46731323 27.        ]
 [16.95519315 33.        ]]",[ 9. 10. 12. 13. 16.],0,0,0.0
